name,family,genus,species,authors,citationType,rank,hybrid,reference,publication,publicationYear,referenceCollation,publicationId,suppressed,typeLocations,collectorTeam,collectionNumber,collectionDate1,distribution,locality,id,inPowo,bhlLink,publicationYearNote,remarks,referenceRemarks,url,source,accepted,kingdom,snippet,fqId,images
Caryocar crenatum,Caryocaraceae,Caryocar,crenatum,Wittm.,tax_nov,spec.,FALSE,"Fl. Bras. (Martius) 12(1): 351, t. 72. 1886 [1 Apr 1886] ",Fl. Bras. (Martius),1886,"12(1): 351, t. 72",629-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,47863-2,TRUE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/144592&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,1 Apr 1886,NA,NA,www.ipni.org/n/47863-2,IPNI,NA,NA,NA,NA,
Caryocar intermedium,Caryocaraceae,Caryocar,intermedium,Wittm.,tax_nov,spec.,FALSE,Fl. Bras. (Martius) 12(1): 352. 1886 [1 Apr 1886] ,Fl. Bras. (Martius),1886,12(1): 352,629-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,47872-2,TRUE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/144592&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,1 Apr 1886,NA,NA,www.ipni.org/n/47872-2,IPNI,NA,NA,NA,NA,
Caryocar krukovii,Caryocaraceae,Caryocar,krukovii,Gilly,tax_nov,spec.,FALSE,Trop. Woods 72: 17. 1942 ,Trop. Woods,1942,72: 17,1085-2,FALSE,NA,NA,NA,NA,"Amazonas (Brazil, Southern America)",NA,47873-2,TRUE,NA,NA,NA,NA,www.ipni.org/n/47873-2,IPNI,NA,NA,NA,NA,
Caryocar parviflorum,Caryocaraceae,Caryocar,parviflorum,A.C.Sm.,tax_nov,spec.,FALSE,J. Arnold Arbor. 20: 298. 1939 ,J. Arnold Arbor.,1939,20: 298,981-2,FALSE,NA,NA,NA,NA,"Amazonas (Brazil, Southern America)",NA,47877-2,TRUE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1939&rft.spage=298&rft.volume=20&rft_id=http://www.biodiversitylibrary.org/bibliography/480&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,www.ipni.org/n/47877-2,IPNI,NA,NA,NA,NA,
Caryocar toxiferum,Caryocaraceae,Caryocar,toxiferum,Barb.Rodr.,tax_nov,spec.,FALSE,"Vellosia 1: 12, pl. 6. 1888 ",Vellosia,1888,"1: 12, pl. 6",3884-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,47881-2,TRUE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1888&rft.spage=12&rft.volume=1&rft_id=http://www.biodiversitylibrary.org/bibliography/69100&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,www.ipni.org/n/47881-2,IPNI,NA,NA,NA,NA,
