name,family,genus,species,authors,citationType,rank,hybrid,reference,publication,publicationYear,referenceCollation,publicationId,suppressed,typeLocations,collectorTeam,collectionNumber,collectionDate1,distribution,locality,id,inPowo,bhlLink,publicationYearNote,remarks,referenceRemarks,url,source,accepted,kingdom,snippet,fqId,images
Halodule brasiliensis,Cymodoceaceae,Halodule,brasiliensis,Lipkin,tax_nov,spec.,FALSE,Revista Brasil. Biol. 40: 86. 1980 ,Revista Brasil. Biol.,1980,40: 86,3736-2,FALSE,holotype TAUH;isotype L,F.P.Veras Vieira,8218,NA,"Ceará (Brazil, Southern America)",NA,304475-2,TRUE,NA,NA,NA,NA,www.ipni.org/n/304475-2,IPNI,NA,NA,NA,NA,
