name,family,genus,species,authors,citationType,rank,reference,publication,publicationYear,referenceCollation,publicationId,typeLocations,collectorTeam,collectionNumber,collectionDate1,distribution,locality,id,publicationYearNote,remarks,url,source
Begonia albopicta,Begoniaceae,Begonia,albopicta,Regel ex Regel,tax_nov,spec.,Gartenflora 35: 402. 1886 ,Gartenflora,1886,35: 402,1200-2,NA,NA,NA,NA,Brazil (Southern America),NA,30371-2,NA,NA,www.ipni.org/n/30371-2,IPNI
Begonia carolineifolia,Begoniaceae,Begonia,carolineifolia,Regel,tax_nov,spec.,Gartenflora 1: 259 (t. 25). 1852 [Sep 1852] (as caroliniaefolia),Gartenflora,1852,1: 259 (t. 25),1200-2,NA,NA,NA,NA,Brazil (Southern America),Cultivated in Belgium,104377-1,Sep 1852,NA,www.ipni.org/n/104377-1,IPNI
Begonia fernandoi-costae,Begoniaceae,Begonia,fernandoi-costae,Irmsch.,tax_nov,spec.,"Bot. Jahrb. Syst. 76(1): 52. 1953 [Jan 1953] , as 'Fernandoi Costae'",Bot. Jahrb. Syst.,1953,76(1): 52,553-2,NA,NA,NA,NA,"Sao Paulo (Brazil, Southern America)",NA,30542-2,Jan 1953,NA,www.ipni.org/n/30542-2,IPNI
Begonia fuscicaulis,Begoniaceae,Begonia,fuscicaulis,Brade,tax_nov,spec.,"Arch. Jard. Bot. Rio de Janeiro 15: 34, tab. 4. 1957 as fuscocaulis",Arch. Jard. Bot. Rio de Janeiro,1957,"15: 34, tab. 4",848-2,NA,NA,NA,NA,"Santa Catarina (Brazil, Southern America)",NA,30579-2,NA,NA,www.ipni.org/n/30579-2,IPNI
Begonia isadorae,Begoniaceae,Begonia,isadorae,E.L.Jacques,tax_nov,spec.,Phytotaxa 650(3): 237. 2024 [29 May 2024] [epublished],Phytotaxa,2024,650(3): 237,20011462-1,holotype RBR 00056077,"M.S.Wängler, I.C.Silva-Batista, M.Loureiro &amp; V.S.Ferreira",3235,1 Dec 2021,"Rio de Janeiro (Brazil Southeast, Brazil, Southern America)","Angra dos Reis Municipality, Parque Estadual da Ilha Grande, Ilha Grande, na beira da estrada Abraão-Dois Rios",77342882-1,29 May 2024,"doi:10.11646/phytotaxa.650.3.4 Etymology: the specific epithet honours Isadora Jacques, daughter of the first author.",www.ipni.org/n/77342882-1,IPNI
Begonia jairi,Begoniaceae,Begonia,jairi,Brade,tax_nov,spec.,"Arch. Jard. Bot. Rio de Janeiro 10: 135, tab. 5. 1950 ",Arch. Jard. Bot. Rio de Janeiro,1950,"10: 135, tab. 5",848-2,NA,NA,NA,NA,"Espirito Santo (Brazil, Southern America)",NA,30671-2,NA,NA,www.ipni.org/n/30671-2,IPNI
Begonia lansbergeae,Begoniaceae,Begonia,lansbergeae,L.Linden & Rodigas,tax_nov,spec.,"Ill. Hort. 40: 41, pl. 174. 1893 ",Ill. Hort.,1893,"40: 41, pl. 174",1202-2,NA,NA,NA,NA,Brazil (Southern America),NA,30690-2,NA,NA,www.ipni.org/n/30690-2,IPNI
Begonia macahensis,Begoniaceae,Begonia,macahensis,Glaz.,tax_nov,spec.,Bull. Soc. Bot. France 56(Mém. 3d): 324. 1909 ,Bull. Soc. Bot. France,1909,56(Mém. 3d): 324,578-2,NA,NA,NA,NA,Brazil (Southern America),NA,30726-2,NA,NA,www.ipni.org/n/30726-2,IPNI
Begonia macduffieana,Begoniaceae,Begonia,macduffieana,L.B.Sm. & B.G.Schub.,tax_nov,spec.,Begonian 52: 135. 1985 ,Begonian,1985,52: 135,1815-2,holotype US,McDuffie,s.n.,NA,Brazil (Southern America),NA,273174-2,NA,NA,www.ipni.org/n/273174-2,IPNI
Begonia ragozini,Begoniaceae,Begonia,ragozini,Schwacke,tax_nov,spec.,"Pl. Nov. Mineir. 2: 4, tab. 3. 1900 ",Pl. Nov. Mineir.,1900,"2: 4, tab. 3",11591-2,NA,NA,NA,NA,"Minas Gerais (Brazil, Southern America)",NA,30861-2,NA,NA,www.ipni.org/n/30861-2,IPNI
Begonia rubrotincta,Begoniaceae,Begonia,rubrotincta,L.B.Sm. & B.G.Schub.,tax_nov,spec.,"Publ. Mus. Hist. Nat. Javier Prado, Ser. B, Bot. 17: 4. 1964 ","Publ. Mus. Hist. Nat. Javier Prado, Ser. B, Bot.",1964,17: 4,8297-2,NA,NA,NA,NA,"Amazonas (Brazil, Southern America)",NA,30875-2,NA,NA,www.ipni.org/n/30875-2,IPNI
Begonia schenkii,Begoniaceae,Begonia,schenkii,Irmsch.,tax_nov,spec.,Bot. Jahrb. Syst. 76(1): 81. 1953 [Jan 1953] ,Bot. Jahrb. Syst.,1953,76(1): 81,553-2,NA,NA,NA,NA,"Santa Catarina (Brazil, Southern America)",NA,30888-2,Jan 1953,NA,www.ipni.org/n/30888-2,IPNI
Begonia soli-mutata,Begoniaceae,Begonia,soli-mutata,L.B.Sm. & Wassh.,tax_nov,spec.,"Begonian 57: 217, pl. 1. 1990 ",Begonian,1990,"57: 217, pl. 1",1815-2,holotype US,O'Reilly,20,NA,cult. ex Brazil,NA,273191-2,NA,NA,www.ipni.org/n/273191-2,IPNI
Begonia soror,Begoniaceae,Begonia,soror,Irmsch.,tax_nov,spec.,Bot. Jahrb. Syst. 76(1): 71. 1953 [Jan 1953] ,Bot. Jahrb. Syst.,1953,76(1): 71,553-2,NA,NA,NA,NA,"Amazonas (Brazil, Southern America)",NA,30912-2,Jan 1953,NA,www.ipni.org/n/30912-2,IPNI
Begonia wurdackii,Begoniaceae,Begonia,wurdackii,L.B.Sm. & B.G.Schub.,tax_nov,spec.,"Publ. Mus. Hist. Nat. Javier Prado, Ser. B, Bot. 17: 5. 1964 ","Publ. Mus. Hist. Nat. Javier Prado, Ser. B, Bot.",1964,17: 5,8297-2,NA,NA,NA,NA,"Amazonas (Brazil, Southern America)",NA,31011-2,NA,NA,www.ipni.org/n/31011-2,IPNI
Begonia mollicaulis,Begoniaceae,Begonia,mollicaulis,Irmsch.,NA,Species,Webbia 12: 507 (1957),NA,1957,NA,NA,NA,NA,NA,NA,NA,NA,30763-2,NA,NA,https://powo.science.kew.org/taxon/30763-2,POWO
Begonia capensis,Begoniaceae,Begonia,capensis,L.f.,NA,Species,Suppl. Pl.: 502 (1782),NA,1782,NA,NA,NA,NA,NA,NA,NA,NA,104366-1,NA,NA,https://powo.science.kew.org/taxon/104366-1,POWO
Begonia kunthiana,Begoniaceae,Begonia,kunthiana,Walp.,NA,Species,Ann. Bot. Syst. 2: 650 (1852),NA,1852,NA,NA,NA,NA,NA,NA,NA,NA,104985-1,NA,NA,https://powo.science.kew.org/taxon/104985-1,POWO
Begonia olbia,Begoniaceae,Begonia,olbia,Kerch.,NA,Species,Rev. Hort. Belge Étrangère 9: 241 (1883),NA,1883,NA,NA,NA,NA,NA,NA,NA,NA,105310-1,NA,NA,https://powo.science.kew.org/taxon/105310-1,POWO
Begonia stipularis,Begoniaceae,Begonia,stipularis,Spreng.,NA,Species,J. Bot. (Schrader) 1800(2): 195 (1801),NA,1801,NA,NA,NA,NA,NA,NA,NA,NA,105793-1,NA,NA,https://powo.science.kew.org/taxon/105793-1,POWO
Begonia solimutata,Begoniaceae,Begonia,solimutata,L.B.Sm. & Wassh.,NA,Species,Begonian 57: 217 (1990),NA,1990,NA,NA,NA,NA,NA,NA,NA,NA,273191-2,NA,NA,https://powo.science.kew.org/taxon/273191-2,POWO
Begonia sarmentacea,Begoniaceae,Begonia,sarmentacea,Brilmayer,NA,Species,All About Begonias: 136 (1960),NA,1960,NA,NA,NA,NA,NA,NA,NA,NA,77176910-1,NA,NA,https://powo.science.kew.org/taxon/77176910-1,POWO
Begonia dichotoma,Begoniaceae,Begonia,dichotoma,Jacq.,NA,Species,Collectanea 3: 250 (1791),NA,1791,NA,NA,NA,NA,NA,NA,NA,NA,104544-1,NA,NA,https://powo.science.kew.org/taxon/104544-1,POWO
Begonia fiebrigii,Begoniaceae,Begonia,fiebrigii,C.DC.,NA,Species,"Bull. Soc. Bot. Genève, sér. 2, 6: 123 (1914)",NA,1914,NA,NA,NA,NA,NA,NA,NA,NA,30545-2,NA,NA,https://powo.science.kew.org/taxon/30545-2,POWO
