name,family,genus,species,authors,citationType,rank,reference,publication,publicationYear,referenceCollation,publicationId,typeLocations,collectorTeam,collectionNumber,collectionDate1,distribution,locality,id,publicationYearNote,remarks,url,source
Eriochloa brasiliensis,Poaceae,Eriochloa,brasiliensis,Spreng.,tax_nov,spec.,"Syst. Veg., ed. 16 [Sprengel] 1: 249. 1824 [dated 1825; publ. in late 1824] ","Syst. Veg., ed. 16 [Sprengel]",1824,1: 249,14620-2,NA,NA,NA,NA,Brazil (Southern America),NA,94591-2,dated 1825; publ. in late 1824,NA,www.ipni.org/n/94591-2,IPNI
Froesiochloa boutelouodes,Poaceae,Froesiochloa,boutelouodes,G.A.Black,tax_nov,spec.,"Bol. Tecn. Inst. Agron. N. no. 20: 30, tab. 1. 1950 ",Bol. Tecn. Inst. Agron. N.,1950,"no. 20: 30, tab. 1",860-2,NA,NA,NA,NA,Brazil (Southern America),NA,106124-2,NA,NA,www.ipni.org/n/106124-2,IPNI
Guadua lindmanii,Poaceae,Guadua,lindmanii,E.G.Camus,tax_nov,spec.,"Bambusees (Camus) 113, pl. 67. 1913 ",Bambusees (Camus),1913,"113, pl. 67",11891-2,NA,NA,NA,NA,Brazil (Southern America),NA,404309-1,NA,NA,www.ipni.org/n/404309-1,IPNI
Guadua longifimbriata,Poaceae,Guadua,longifimbriata,E.G.Camus,tax_nov,spec.,"Bambusees (Camus) 113, pl. 64. 1913 ",Bambusees (Camus),1913,"113, pl. 64",11891-2,NA,NA,NA,NA,Brazil (Southern America),NA,113754-2,NA,NA,www.ipni.org/n/113754-2,IPNI
Guadua polyclados,Poaceae,Guadua,polyclados,Döll,tax_nov,spec.,Fl. Bras. (Martius) 2(3): 182. 1880 [1 Dec 1880] ,Fl. Bras. (Martius),1880,2(3): 182,629-2,NA,NA,NA,NA,"Type from Venezuela?, Brazil (Southern America)",NA,316776-2,1 Dec 1880,[Gandhi 25 Nov 1998],www.ipni.org/n/316776-2,IPNI
Guadua tomentosa,Poaceae,Guadua,tomentosa,Hack. & Lindm.,tax_nov,spec.,"Kongl. Svenska Vetensk.-Akad. Handl. 34(6): 20, pl. 12. 1900 ",Kongl. Svenska Vetensk.-Akad. Handl.,1900,"34(6): 20, pl. 12",20010256-1,NA,NA,NA,NA,Brazil (Southern America),NA,113767-2,NA,NA,www.ipni.org/n/113767-2,IPNI
Gymnopogon mollis,Poaceae,Gymnopogon,mollis,Nees,tax_nov,spec.,Fl. Bras. Enum. Pl. 427. 1829 [Mar-Jun 1829] ,Fl. Bras. Enum. Pl.,1829,427,1544-2,NA,NA,NA,NA,Brazil (Southern America),NA,115789-2,Mar-Jun 1829,NA,www.ipni.org/n/115789-2,IPNI
Gymnopogon rupestris,Poaceae,Gymnopogon,rupestris,Ridl.,tax_nov,spec.,"J. Linn. Soc., Bot. 27: 73. 1890 ","J. Linn. Soc., Bot.",1890,27: 73,682-2,NA,NA,NA,NA,Brazil (Southern America),NA,115791-2,NA,NA,www.ipni.org/n/115791-2,IPNI
Gynerium ramosum,Poaceae,Gynerium,ramosum,Hack.,tax_nov,spec.,Arq. Mus. Nac. Rio de Janeiro 13: 73. 1905 ,Arq. Mus. Nac. Rio de Janeiro,1905,13: 73,3790-2,NA,NA,NA,NA,Brazil (Southern America),NA,115897-2,NA,NA,www.ipni.org/n/115897-2,IPNI
Ichnanthus amplus,Poaceae,Ichnanthus,amplus,Swallen,tax_nov,spec.,Phytologia 11: 74. 1964 ,Phytologia,1964,11: 74,1034-2,NA,NA,NA,NA,"Ceará (Brazil, Southern America)",NA,127449-2,NA,NA,www.ipni.org/n/127449-2,IPNI
Ichnanthus breviacuminatus,Poaceae,Ichnanthus,breviacuminatus,K.E.Rogers,tax_nov,spec.,Phytologia 26: 57. 1973 ,Phytologia,1973,26: 57,1034-2,holotype US,A.F.M.Glaziou,9052,NA,"Rio de Janeiro (Brazil, Southern America)",NA,127461-2,NA,NA,www.ipni.org/n/127461-2,IPNI
Ichnanthus congestus,Poaceae,Ichnanthus,congestus,Swallen,tax_nov,spec.,Phytologia 11: 148. 1964 ,Phytologia,1964,11: 148,1034-2,NA,NA,NA,NA,"Sao Paulo (Brazil, Southern America)",NA,127480-2,NA,NA,www.ipni.org/n/127480-2,IPNI
Ichnanthus longispiculus,Poaceae,Ichnanthus,longispiculus,Swallen,tax_nov,spec.,Phytologia 11: 148. 1964 ,Phytologia,1964,11: 148,1034-2,NA,NA,NA,NA,"Pernambuco (Brazil, Southern America)",NA,127512-2,NA,NA,www.ipni.org/n/127512-2,IPNI
Ichnanthus reclinatus,Poaceae,Ichnanthus,reclinatus,Swallen,tax_nov,spec.,Phytologia 11: 150. 1964 ,Phytologia,1964,11: 150,1034-2,NA,NA,NA,NA,"Santa Catarina &amp; Rio de Janeiro, Brazil (Southern America)",NA,127540-2,NA,NA,www.ipni.org/n/127540-2,IPNI
Imperata longifolia,Poaceae,Imperata,longifolia,Pilg.,tax_nov,spec.,Bot. Jahrb. Syst. 30(2): 136. 1901 [2 Jul 1901] ,Bot. Jahrb. Syst.,1901,30(2): 136,553-2,NA,NA,NA,NA,"Mato Grosso (Brazil, Southern America)",NA,128250-2,2 Jul 1901,NA,www.ipni.org/n/128250-2,IPNI
Isachne hackelii,Poaceae,Isachne,hackelii,Lindm.,tax_nov,spec.,"Kongl. Svenska Vetensk.-Akad. Handl. 34(6): 11, pl. 5. 1900 ",Kongl. Svenska Vetensk.-Akad. Handl.,1900,"34(6): 11, pl. 5",20010256-1,NA,NA,NA,NA,Brazil (Southern America),NA,130232-2,NA,NA,www.ipni.org/n/130232-2,IPNI
Lappagopsis bijuga,Poaceae,Lappagopsis,bijuga,Steud.,tax_nov,spec.,Syn. Pl. Glumac. 1(2): 112. 1854 [1855 publ. 2-3 Mar 1854] ,Syn. Pl. Glumac.,1854,1(2): 112,8010-2,NA,NA,NA,NA,Brazil (Southern America),NA,135493-2,1855 publ. 2-3 Mar 1854,NA,www.ipni.org/n/135493-2,IPNI
Leersia aspera,Poaceae,Leersia,aspera,Nees,tax_nov,spec.,Syn. Pl. Glumac. [Steudel] 1(1): 1. 1853 [10-12 Dec 1853] ,Syn. Pl. Glumac. [Steudel],1853,1(1): 1,8010-2,NA,NA,NA,NA,Brazil (Southern America),NA,77211925-1,10-12 Dec 1853,NA,www.ipni.org/n/77211925-1,IPNI
Leptochloa burchellii,Poaceae,Leptochloa,burchellii,Munro ex Döll,tax_nov,spec.,Fl. Bras. (Martius) 2(3): 94. 1878 [1 Sep 1878] ,Fl. Bras. (Martius),1878,2(3): 94,629-2,NA,NA,NA,NA,Brazil (Southern America),NA,138322-2,1 Sep 1878,NA,www.ipni.org/n/138322-2,IPNI
Megastachya swainsonii,Poaceae,Megastachya,swainsonii,Raddi,tax_nov,spec.,Agrostogr. Bras. [Raddi] 52. 1823 ,Agrostogr. Bras. [Raddi],1823,52,10486-2,NA,W.Swainson,s.n.,NA,Brazil (Southern America),NA,322560-2,NA,[Gandhi 16 Mar 2002],www.ipni.org/n/322560-2,IPNI
Merostachys espessae,Poaceae,Merostachys,espessae,"Vinic.-Silva, L.G.Clark & Santos-Gonç.",tax_nov,spec.,Syst. Bot. 41(4): 961. 2016 [15 Dec 2016] [epublished],Syst. Bot.,2016,41(4): 961,1295-2,holotype VIC;isotype ISC;isotype SP;isotype MO,"R.V.Silva, J.I.Silva, A.Souza &amp; D.P.Santos",32,15 May 2014,"Minas Gerais (Brazil Southeast, Brazil, Southern America)","Santa Maria do Salto, Parque Estadual do Alto Cariri, Região do Fró, 775 m",77160052-1,15 Dec 2016,doi:10.1600/036364416X694062,www.ipni.org/n/77160052-1,IPNI
Mesosetum molle,Poaceae,Mesosetum,molle,Swallen,tax_nov,spec.,Brittonia 2: 383. 1937 ,Brittonia,1937,2: 383,561-2,NA,NA,NA,NA,"Goyaz &amp; Minas Geraes, Brazil (Southern America)",NA,158005-2,NA,NA,www.ipni.org/n/158005-2,IPNI
Nastus amazonicus,Poaceae,Nastus,amazonicus,Huber,tax_nov,spec.,"Bull. Herb. Boissier ser. 2, 6: 276. 1906 ",Bull. Herb. Boissier,1906,"ser. 2, 6: 276",573-2,NA,NA,NA,NA,Brazil (Southern America),NA,167387-2,NA,NA,www.ipni.org/n/167387-2,IPNI
Navicularia glabra,Poaceae,Navicularia,glabra,Raddi,tax_nov,spec.,Agrostogr. Bras. [Raddi] 39 (-40). 1823 ,Agrostogr. Bras. [Raddi],1823,39 (-40),10486-2,lectotype PI;isolectotype FI,Raddi,s.n.,NA,"Rio de Janeiro (Brazil Southeast, Brazil, Southern America)","Invenitur cum precedenti, in saltibus montosis prope Rio-janeiro",409389-1,NA,NA,www.ipni.org/n/409389-1,IPNI
Navicularia hirta,Poaceae,Navicularia,hirta,Raddi,tax_nov,spec.,Agrostogr. Bras. [Raddi] 39. 1823 ,Agrostogr. Bras. [Raddi],1823,39,10486-2,lectotype PI;isolectotype BM;isolectotype FI;isolectotype P,Raddi,s.n.,NA,"Rio de Janeiro (Brazil Southeast, Brazil, Southern America)",...in saltibus montosis prope Rio-janeiro,409390-1,NA,NA,www.ipni.org/n/409390-1,IPNI
Navicularia lanata,Poaceae,Navicularia,lanata,Raddi,tax_nov,spec.,Agrostogr. Bras. [Raddi] 40. t. 1. f. 5. 1823 ,Agrostogr. Bras. [Raddi],1823,40. t. 1. f. 5,10486-2,lectotype PI;isolectotype FI,Raddi,s.n.,NA,"Rio de Janeiro (Brazil Southeast, Brazil, Southern America)",Invenitur in herbidis prope Rio-Inhumirim,409391-1,NA,NA,www.ipni.org/n/409391-1,IPNI
Olyra hoehnei,Poaceae,Olyra,hoehnei,Pilg.,tax_nov,spec.,Repert. Spec. Nov. Regni Veg. 18: 122. 1922 ,Repert. Spec. Nov. Regni Veg.,1922,18: 122,788-2,NA,NA,NA,NA,Brazil (Southern America),NA,173772-2,NA,NA,www.ipni.org/n/173772-2,IPNI
Olyra maranonensis,Poaceae,Olyra,maranonensis,Swallen,tax_nov,spec.,Phytologia 14: 86. 1966 ,Phytologia,1966,14: 86,1034-2,NA,NA,NA,NA,"Amazonas (Brazil, Southern America)",NA,173787-2,NA,NA,www.ipni.org/n/173787-2,IPNI
Olyra podachne,Poaceae,Olyra,podachne,Mez,tax_nov,spec.,"Bot. Jahrb. Syst. 56(4, Beibl. 125): 6. 1921 [18 Feb 1921] ",Bot. Jahrb. Syst.,1921,"56(4, Beibl. 125): 6",553-2,NA,NA,NA,NA,Brazil (Southern America),NA,173797-2,18 Feb 1921,NA,www.ipni.org/n/173797-2,IPNI
Oplismenus brasiliensis,Poaceae,Oplismenus,brasiliensis,Raddi,tax_nov,spec.,Agrostogr. Bras. [Raddi] 40 (-41). 1823 ,Agrostogr. Bras. [Raddi],1823,40 (-41),10486-2,lectotype PI;isolectotype FI,Raddi,s.n.,NA,"Rio de Janeiro (Brazil Southeast, Brazil, Southern America)","Invenitur in montanis prope Tejucco, nec non in Monte nuncupato Corcovado",409813-1,NA,NA,www.ipni.org/n/409813-1,IPNI
Panicum albospiculatum,Poaceae,Panicum,albospiculatum,Swallen,tax_nov,spec.,Sellowia no. 18: 110. 1966 ,Sellowia,1966,no. 18: 110,1217-2,NA,NA,NA,NA,"Santa Catarina (Brazil, Southern America)",NA,181499-2,NA,NA,www.ipni.org/n/181499-2,IPNI
Panicum angulosum,Poaceae,Panicum,angulosum,Swallen,tax_nov,spec.,Phytologia 14: 75. 1966 ,Phytologia,1966,14: 75,1034-2,NA,NA,NA,NA,"British Guiana, Venezuela &amp; Brazil",NA,181522-2,NA,NA,www.ipni.org/n/181522-2,IPNI
Panicum berteroanum,Poaceae,Panicum,berteroanum,Mez,tax_nov,spec.,"Bot. Jahrb. Syst. 56(4, Beibl. 125): 5. 1921 [18 Feb 1921] ",Bot. Jahrb. Syst.,1921,"56(4, Beibl. 125): 5",553-2,NA,NA,NA,NA,Haiti to Brazil,NA,181577-2,18 Feb 1921,NA,www.ipni.org/n/181577-2,IPNI
Panicum bifarium,Poaceae,Panicum,bifarium,Hack.,tax_nov,spec.,Oesterr. Bot. Z. 47: 76. 1897 ,Oesterr. Bot. Z.,1897,47: 76,768-2,NA,NA,NA,NA,Brazil (Southern America),NA,181582-2,NA,NA,www.ipni.org/n/181582-2,IPNI
Panicum blepharophorum,Poaceae,Panicum,blepharophorum,Mez,tax_nov,spec.,"Bot. Jahrb. Syst. 56(4, Beibl. 125): 4. 1921 [18 Feb 1921] ",Bot. Jahrb. Syst.,1921,"56(4, Beibl. 125): 4",553-2,NA,NA,NA,NA,"Piaui (Brazil, Southern America)",NA,181587-2,18 Feb 1921,NA,www.ipni.org/n/181587-2,IPNI
Panicum caudiculatum,Poaceae,Panicum,caudiculatum,Hack.,tax_nov,spec.,Oesterr. Bot. Z. 47: 76. 1897 ,Oesterr. Bot. Z.,1897,47: 76,768-2,NA,NA,NA,NA,Brazil (Southern America),NA,181645-2,NA,NA,www.ipni.org/n/181645-2,IPNI
Panicum chasei,Poaceae,Panicum,chasei,"Roseng., B.R.Arrill. & Izag.",tax_nov,spec.,"Bol. Fac. Agron. Univ. Montevideo no. 103: 9, fig. 2. 1968 ",Bol. Fac. Agron. Univ. Montevideo,1968,"no. 103: 9, fig. 2",11677-2,NA,NA,NA,NA,Uruguay &amp; Brazil,NA,181659-2,NA,NA,www.ipni.org/n/181659-2,IPNI
Panicum cinerascens,Poaceae,Panicum,cinerascens,Döll,tax_nov,spec.,Fl. Bras. (Martius) 2(2): 189 (-190). 1877 [1 Mar 1877] ,Fl. Bras. (Martius),1877,2(2): 189 (-190),629-2,holotype S?,P.W.Lund,s.n.,NA,Brazil (Southern America),NA,282012-2,1 Mar 1877,NA,www.ipni.org/n/282012-2,IPNI
Panicum contractum,Poaceae,Panicum,contractum,Mez,tax_nov,spec.,Notizbl. Bot. Gart. Berlin-Dahlem 7: 72. 1917 ,Notizbl. Bot. Gart. Berlin-Dahlem,1917,7: 72,1019-2,NA,NA,NA,NA,Brazil (Southern America),NA,181711-2,NA,NA,www.ipni.org/n/181711-2,IPNI
Panicum cumbucanum,Poaceae,Panicum,cumbucanum,Renvoize,tax_nov,spec.,Kew Bull. 37(2): 332. 1982 [29 Jul 1982] ,Kew Bull.,1982,37(2): 332,987-2,NA,NA,NA,NA,Brazil.,NA,900465-1,29 Jul 1982,NA,www.ipni.org/n/900465-1,IPNI
Panicum dasyurum,Poaceae,Panicum,dasyurum,Nees,tax_nov,spec.,Fl. Bras. Enum. Pl. 2(1): 241. 1829 [Mar-Jun 1829] ; alt. title:  Agrost. Bras.,Fl. Bras. Enum. Pl.,1829,2(1): 241,1544-2,lectotype B;isotype US,J.C.Hoffmannsegg,s.n.,NA,Brazil (Southern America),NA,181763-2,Mar-Jun 1829,NA,www.ipni.org/n/181763-2,IPNI
Panicum eitenii,Poaceae,Panicum,eitenii,Renvoize,tax_nov,spec.,Kew Bull. 32(2): 424. 1978 [28 Mar 1978] ,Kew Bull.,1978,32(2): 424,987-2,holotype K,G.Eiten,7036,NA,Brazil (Southern America),NA,181845-2,28 Mar 1978,NA,www.ipni.org/n/181845-2,IPNI
Panicum elongatum,Poaceae,Panicum,elongatum,Poir.,tax_nov,spec.,Encyc. [J. Lamarck & al.] Suppl. 4. 278. 1816 [29 Jun 1816] ,Encyc. [J. Lamarck & al.] Suppl. 4.,1816,278,15196-2,NA,NA,NA,NA,Brazil (Southern America),NA,319042-2,29 Jun 1816,"[Gandhi 19 Nov 1999] later homonym (non Salisb. 1796, nec Pursh 1813); replaced by P. poiretianum Schult. 1824.",www.ipni.org/n/319042-2,IPNI
Panicum elytrochaetum,Poaceae,Panicum,elytrochaetum,Hack.,tax_nov,spec.,Oesterr. Bot. Z. 47: 77. 1897 ,Oesterr. Bot. Z.,1897,47: 77,768-2,NA,NA,NA,NA,Brazil (Southern America),NA,181849-2,NA,NA,www.ipni.org/n/181849-2,IPNI
Panicum flavum,Poaceae,Panicum,flavum,Nees,tax_nov,spec.,Fl. Bras. Enum. Pl. 2(1): 238. 1829 [Mar-Jun 1829] ; alt. title:  Agrost. Bras.,Fl. Bras. Enum. Pl.,1829,2(1): 238,1544-2,lectotype M;isotype K;isotype US,C.F.P.Martius,s.n.,NA,"Campis graminosis provinciae Piauhiensis, tum in campis ad Joazeiro provinciae Pernambucensis et Bahiensis, Brazil (Southern America)",NA,181887-2,Mar-Jun 1829,NA,www.ipni.org/n/181887-2,IPNI
Panicum furcellatum,Poaceae,Panicum,furcellatum,S.Moore,tax_nov,spec.,"Trans. Linn. Soc. London, Bot. ser. 2, 4: 505 (t. 34, figs. 14-22). 1895 ","Trans. Linn. Soc. London, Bot.",1895,"ser. 2, 4: 505 (t. 34, figs. 14-22)",1084-2,null BM,S.L.Moore,763,NA,"Mato Grosso (Brazil, Southern America)",NA,181899-2,NA,NA,www.ipni.org/n/181899-2,IPNI
Panicum goyazense,Poaceae,Panicum,goyazense,Mez,tax_nov,spec.,"Bot. Jahrb. Syst. 56(4, Beibl. 125): 4. 1921 [18 Feb 1921] ",Bot. Jahrb. Syst.,1921,"56(4, Beibl. 125): 4",553-2,NA,NA,NA,NA,Brazil (Southern America),NA,181936-2,18 Feb 1921,NA,www.ipni.org/n/181936-2,IPNI
Panicum gracilipes,Poaceae,Panicum,gracilipes,Hack.,tax_nov,spec.,Verh. K.K. Zool.-Bot. Ges. Wien 65: 71. 1915 ,Verh. K.K. Zool.-Bot. Ges. Wien,1915,65: 71,5616-2,NA,NA,NA,NA,Brazil (Southern America),NA,181938-2,NA,NA,www.ipni.org/n/181938-2,IPNI
Panicum hololeucum,Poaceae,Panicum,hololeucum,Mez,tax_nov,spec.,Notizbl. Bot. Gart. Berlin-Dahlem 7: 72. 1917 ,Notizbl. Bot. Gart. Berlin-Dahlem,1917,7: 72,1019-2,NA,NA,NA,NA,Brazil (Southern America),NA,181980-2,NA,NA,www.ipni.org/n/181980-2,IPNI
Panicum impressum,Poaceae,Panicum,impressum,Nees,tax_nov,spec.,Fl. Bras. Enum. Pl. 2(1): 247. 1829 [Mar-Jun 1829] ; alt. title:  Agrost. Bras.,Fl. Bras. Enum. Pl.,1829,2(1): 247,1544-2,NA,NA,NA,NA,Brazil (Southern America),NA,181997-2,Mar-Jun 1829,NA,www.ipni.org/n/181997-2,IPNI
Panicum infuscum,Poaceae,Panicum,infuscum,Swallen,tax_nov,spec.,Phytologia 14: 82. 1966 ,Phytologia,1966,14: 82,1034-2,NA,NA,NA,NA,"Guanabara, Rio de Janeiro (Brazil, Southern America)",NA,182007-2,NA,NA,www.ipni.org/n/182007-2,IPNI
Panicum januarium,Poaceae,Panicum,januarium,Mez,tax_nov,spec.,"Bot. Jahrb. Syst. 56(4, Beibl. 125): 4. 1921 [18 Feb 1921] ",Bot. Jahrb. Syst.,1921,"56(4, Beibl. 125): 4",553-2,NA,NA,NA,NA,"Brazil, Paraguay",NA,182034-2,18 Feb 1921,NA,www.ipni.org/n/182034-2,IPNI
Panicum jurgensii,Poaceae,Panicum,jurgensii,Hack.,tax_nov,spec.,Verh. K.K. Zool.-Bot. Ges. Wien 65: 70. 1915 ,Verh. K.K. Zool.-Bot. Ges. Wien,1915,65: 70,5616-2,holotype W,C.Jürgens,G412,NA,Brazil (Southern America),NA,182041-2,NA,NA,www.ipni.org/n/182041-2,IPNI
Panicum kuhlmannii,Poaceae,Panicum,kuhlmannii,Swallen,tax_nov,spec.,Phytologia 14: 74. 1966 ,Phytologia,1966,14: 74,1034-2,NA,NA,NA,NA,"Mato Grosso (Brazil, Southern America)",NA,182048-2,NA,NA,www.ipni.org/n/182048-2,IPNI
Panicum leiophyllum,Poaceae,Panicum,leiophyllum,Nees,tax_nov,spec.,Fl. Bras. Enum. Pl. 2(1): 249. 1829 [Mar-Jun 1829] ; alt. title:  Agrost. Bras.,Fl. Bras. Enum. Pl.,1829,2(1): 249,1544-2,NA,NA,NA,NA,Brazil (Southern America),NA,182091-2,Mar-Jun 1829,NA,www.ipni.org/n/182091-2,IPNI
Panicum luticola,Poaceae,Panicum,luticola,Swallen,tax_nov,spec.,Phytologia 14: 80. 1966 ,Phytologia,1966,14: 80,1034-2,NA,NA,NA,NA,"Rio de Janeiro (Brazil, Southern America)",NA,182142-2,NA,NA,www.ipni.org/n/182142-2,IPNI
Panicum machrisianum,Poaceae,Panicum,machrisianum,Swallen,tax_nov,spec.,"Los Angeles County Mus. Contr. Sci. no. 22: 10, fig. 5. 1958 ",Los Angeles County Mus. Contr. Sci.,1958,"no. 22: 10, fig. 5",3700-2,NA,NA,NA,NA,"Goiás (Brazil, Southern America)",NA,182143-2,NA,NA,www.ipni.org/n/182143-2,IPNI
Panicum mattogrossense,Poaceae,Panicum,mattogrossense,Kuntze,tax_nov,spec.,Revis. Gen. Pl. 3[3]: 362. 1898 [28 Sep 1898] ,Revis. Gen. Pl.,1898,3[3]: 362,1063-2,NA,NA,NA,NA,"Mato Grosso (Brazil, Southern America)",NA,182163-2,28 Sep 1898,NA,www.ipni.org/n/182163-2,IPNI
Panicum maximiliani,Poaceae,Panicum,maximiliani,Schrad.,tax_nov,spec.,Mant. 2 (Schultes) 255. 1824 [Jan-Apr 1824] ,Mant. 2 (Schultes),1824,255,7569-2,NA,NA,NA,NA,Brazil (Southern America),NA,30095171-2,Jan-Apr 1824,"Schultes, the publishing author, ascribed the name P. maximiliani and its description to Schrader",www.ipni.org/n/30095171-2,IPNI
Panicum minutiflorum,Poaceae,Panicum,minutiflorum,Döll,tax_nov,spec.,Fl. Bras. (Martius) 2(2): 253. 1877 [1 Mar 1877] ,Fl. Bras. (Martius),1877,2(2): 253,629-2,lectotype P,R.Spruce,720,NA,"Pará (Brazil, Southern America)",NA,310342-2,1 Mar 1877,NA,www.ipni.org/n/310342-2,IPNI
Panicum paspaloides,Poaceae,Panicum,paspaloides,Raddi,tax_nov,spec.,Agrostogr. Bras. [Raddi] 45. 1823 ,Agrostogr. Bras. [Raddi],1823,45,10486-2,lectotype PI;isolectotype FI;isolectotype PI,Raddi,s.n.,NA,"Rio de Janeiro (Brazil Southeast, Brazil, Southern America)",Ad fossas udas prope Rio-janeiro,77074630-1,NA,NA,www.ipni.org/n/77074630-1,IPNI
Panicum pirineosense,Poaceae,Panicum,pirineosense,Swallen,tax_nov,spec.,Phytologia 14: 78. 1966 ,Phytologia,1966,14: 78,1034-2,NA,NA,NA,NA,"Goiás (Brazil, Southern America)",NA,182337-2,NA,NA,www.ipni.org/n/182337-2,IPNI
Panicum poiretianum,Poaceae,Panicum,poiretianum,Schult.,tax_nov,spec.,Mant. 2 (Schultes) 229. 1824 [Jan-Apr 1824] ,Mant. 2 (Schultes),1824,229,7569-2,NA,NA,NA,NA,Brazil (Southern America),NA,182349-2,Jan-Apr 1824,"nom. nov. for P. elongatum Poir. 1816 (later homonym; non Salisb. 1796, nec Pursh 1813)",www.ipni.org/n/182349-2,IPNI
Panicum polytrichum,Poaceae,Panicum,polytrichum,Mez,tax_nov,spec.,Notizbl. Bot. Gart. Berlin-Dahlem 7: 69. 1917 ,Notizbl. Bot. Gart. Berlin-Dahlem,1917,7: 69,1019-2,NA,NA,NA,NA,Brazil (Southern America),NA,182359-2,NA,NA,www.ipni.org/n/182359-2,IPNI
Panicum pompale,Poaceae,Panicum,pompale,Swallen,tax_nov,spec.,Sellowia no. 18: 110. 1966 ,Sellowia,1966,no. 18: 110,1217-2,NA,NA,NA,NA,"Rio de Janeiro (Brazil, Southern America)",NA,182362-2,NA,NA,www.ipni.org/n/182362-2,IPNI
Panicum protractum,Poaceae,Panicum,protractum,Mez,tax_nov,spec.,Notizbl. Bot. Gart. Berlin-Dahlem 7: 77. 1917 ,Notizbl. Bot. Gart. Berlin-Dahlem,1917,7: 77,1019-2,lectotype B;isolectotype B;isolectotype US 2907463,NA,NA,14 May 1895,"São Paulo (Brazil Southeast, Brazil, Southern America)","Campinas prope Santa Elisa, Estação Agronomica de Campinas",182386-2,NA,NA,www.ipni.org/n/182386-2,IPNI
Panicum rigidulum,Poaceae,Panicum,rigidulum,Bosc ex Nees,tax_nov,spec.,Fl. Bras. Enum. Pl. 2(1): 163. 1829 [Mar-Jun 1829] ; alt. title: Agrost. Bras. 163. Mar-Jun 1829.,Fl. Bras. Enum. Pl.,1829,2(1): 163,1544-2,NA,NA,NA,NA,Brazil (Southern America),NA,30147980-2,Mar-Jun 1829,NA,www.ipni.org/n/30147980-2,IPNI
Panicum schenckii,Poaceae,Panicum,schenckii,Hack.,tax_nov,spec.,Oesterr. Bot. Z. 51: 426. 1901 ,Oesterr. Bot. Z.,1901,51: 426,768-2,NA,NA,NA,NA,Brazil (Southern America),NA,182480-2,NA,NA,www.ipni.org/n/182480-2,IPNI
Panicum schiffneri,Poaceae,Panicum,schiffneri,Hack.,tax_nov,spec.,"Denkschr. Kaiserl. Akad. Wiss., Wien. Math.-Naturwiss. Kl. 79: 72. 1908 ","Denkschr. Kaiserl. Akad. Wiss., Wien. Math.-Naturwiss. Kl.",1908,79: 72,610-2,NA,NA,NA,NA,Brazil (Southern America),NA,182482-2,NA,NA,www.ipni.org/n/182482-2,IPNI
Panicum schumannii,Poaceae,Panicum,schumannii,Pilg.,tax_nov,spec.,Bot. Jahrb. Syst. 30(2): 134. 1901 [2 Jul 1901] ,Bot. Jahrb. Syst.,1901,30(2): 134,553-2,NA,NA,NA,NA,"Mato Grosso (Brazil, Southern America)",NA,182487-2,2 Jul 1901,NA,www.ipni.org/n/182487-2,IPNI
Panicum semitectum,Poaceae,Panicum,semitectum,Swallen,tax_nov,spec.,Sellowia no. 18: 112. 1966 ,Sellowia,1966,no. 18: 112,1217-2,NA,NA,NA,NA,"Paraná (Brazil, Southern America)",NA,182508-2,NA,NA,www.ipni.org/n/182508-2,IPNI
Panicum sendulskyi,Poaceae,Panicum,sendulskyi,Zuloaga & Morrone,tax_nov,spec.,"Novon 6: 310, fig. 1996 , as 'sendulskyii'",Novon,1996,"6: 310, fig",14256-2,holotype SP;isotype MO;isotype SI;isotype US,T.Sendulsky et al.,414,NA,"Mun. Jaboticatubas: ao longo da rodovia Lagoa¹Santa-Conceicao do Mato Dentro-Diamantina, Minas Gerais (Brazil, Southern America)",NA,301828-2,NA,NA,www.ipni.org/n/301828-2,IPNI
Panicum sphaerocarpum,Poaceae,Panicum,sphaerocarpum,Salzm. ex Steud.,tax_nov,spec.,Syn. Pl. Glumac. 1(1): 51. 1853 [1855 publ. 10-12 Dec 1853] ,Syn. Pl. Glumac.,1853,1(1): 51,8010-2,lectotype MPU;isotype BAA;isotype K;isotype US,P.Salzmann,s.n.,NA,"Cultis aridis, Bahia (Brazil, Southern America)",NA,182536-2,1855 publ. 10-12 Dec 1853,non P. sphaerocarpon Ell. Dec 1816.,www.ipni.org/n/182536-2,IPNI
Panicum stenophyllum,Poaceae,Panicum,stenophyllum,Hack.,tax_nov,spec.,Oesterr. Bot. Z. 51: 371. 1901 ,Oesterr. Bot. Z.,1901,51: 371,768-2,NA,NA,NA,NA,"Goiás (Brazil, Southern America)",NA,182546-2,NA,NA,www.ipni.org/n/182546-2,IPNI
Panicum subjucundum,Poaceae,Panicum,subjucundum,Ekman,tax_nov,spec.,"Ark. Bot. 10(17): 16, t. 5-2,6-8. 1911 ",Ark. Bot.,1911,"10(17): 16, t. 5-2,6-8",536-2,NA,NA,NA,NA,Brazil (Southern America),NA,182572-2,NA,NA,www.ipni.org/n/182572-2,IPNI
Panicum subtiliracemosum,Poaceae,Panicum,subtiliracemosum,Renvoize,tax_nov,spec.,Kew Bull. 42(4): 922. 1987 [11 Nov 1987] ,Kew Bull.,1987,42(4): 922,987-2,holotype MBM,G.Hatschbach,46020,NA,Brazil (Southern America),NA,282085-2,11 Nov 1987,NA,www.ipni.org/n/282085-2,IPNI
