name,family,genus,species,authors,citationType,rank,hybrid,reference,publication,publicationYear,referenceCollation,publicationId,suppressed,typeLocations,collectorTeam,collectionNumber,collectionDate1,distribution,locality,id,inPowo,bhlLink,publicationYearNote,remarks,referenceRemarks,url,source,accepted,kingdom,snippet,fqId,images
Adenostephanus bahiensis,Proteaceae,Adenostephanus,bahiensis,Meisn.,tax_nov,spec.,FALSE,"Fl. Bras. (Martius) 5(1): 94, t. 36. 1855 [1 Jan 1855] ",Fl. Bras. (Martius),1855,"5(1): 94, t. 36",629-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,4440-2,TRUE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/138900&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,1 Jan 1855,NA,NA,www.ipni.org/n/4440-2,IPNI,NA,NA,NA,NA,
Adenostephanus emarginatus,Proteaceae,Adenostephanus,emarginatus,Glaz.,tax_nov,spec.,FALSE,Bull. Soc. Bot. France 59(Mém. 3g): 604. 1913 ,Bull. Soc. Bot. France,1913,59(Mém. 3g): 604,578-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,4441-2,FALSE,NA,NA,NA,NA,www.ipni.org/n/4441-2,IPNI,NA,NA,NA,NA,
Adenostephanus glaziovii,Proteaceae,Adenostephanus,glaziovii,Mez,tax_nov,spec.,FALSE,"Bot. Jahrb. Syst. 12(1-2, Beibl. 27): 10. 1890 [24 Jun 1890] ",Bot. Jahrb. Syst.,1890,"12(1-2, Beibl. 27): 10",553-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,4442-2,TRUE,NA,24 Jun 1890,NA,NA,www.ipni.org/n/4442-2,IPNI,NA,NA,NA,NA,
Adenostephanus laxiflorus,Proteaceae,Adenostephanus,laxiflorus,Meisn.,tax_nov,spec.,FALSE,Fl. Bras. (Martius) 5(1): 94. 1855 [1 Jan 1855] ,Fl. Bras. (Martius),1855,5(1): 94,629-2,FALSE,lectotype B,Widgren,1006,NA,"Minas Gerais (Brazil Southeast, Brazil, Southern America)",NA,702985-1,TRUE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/138900&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,1 Jan 1855,NA,NA,www.ipni.org/n/702985-1,IPNI,NA,NA,NA,NA,
Adenostephanus loesenerianus,Proteaceae,Adenostephanus,loesenerianus,Taub.,tax_nov,spec.,FALSE,Bull. Soc. Bot. France 59(Mém. 3g): 604. 1913 ,Bull. Soc. Bot. France,1913,59(Mém. 3g): 604,578-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,4446-2,FALSE,NA,NA,NA,NA,www.ipni.org/n/4446-2,IPNI,NA,NA,NA,NA,
Adenostephanus obversiflorus,Proteaceae,Adenostephanus,obversiflorus,Mez,tax_nov,spec.,FALSE,"Bot. Jahrb. Syst. 12(1-2, Beibl. 27): 9. 1890 [24 Jun 1890] ",Bot. Jahrb. Syst.,1890,"12(1-2, Beibl. 27): 9",553-2,FALSE,lectotype B,A.Glaziou,14225,NA,Brazil (Southern America),NA,4448-2,FALSE,NA,24 Jun 1890,NA,NA,www.ipni.org/n/4448-2,IPNI,NA,NA,NA,NA,
Adenostephanus rufus,Proteaceae,Adenostephanus,rufus,Loes.,tax_nov,spec.,FALSE,Flora 72: 78. 1889 ,Flora,1889,72: 78,648-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,4449-2,TRUE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1889&rft.spage=78&rft.volume=72&rft_id=http://www.biodiversitylibrary.org/bibliography/64&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,www.ipni.org/n/4449-2,IPNI,NA,NA,NA,NA,
Andriapetalum reticulatum,Proteaceae,Andriapetalum,reticulatum,Pohl,tax_nov,spec.,FALSE,Pl. Bras. Icon. Descr. i. 115. t. 92. ,Pl. Bras. Icon. Descr.,NA,i. 115. t. 92.,4696-2,FALSE,lectotype M,Pohl s.n. Herb. Zuccarini,319,NA,Brazil (Southern America),NA,703016-1,TRUE,NA,NA,NA,NA,www.ipni.org/n/703016-1,IPNI,NA,NA,NA,NA,
Andriapetalum rubescens,Proteaceae,Andriapetalum,rubescens,Pohl,tax_nov,spec.,FALSE,"Pl. Bras. Icon. Descr. 1: 114, t. 91. 1828 [May-Dec 1828] ",Pl. Bras. Icon. Descr.,1828,"1: 114, t. 91",4696-2,FALSE,lectotype BR;isolectotype NY;isolectotype F,Pohl,s.n.,Aug 1819,"Goiás (Brazil West-Central, Brazil, Southern America)",Rio Arêas,703018-1,TRUE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1828&rft.spage=114&rft.volume=1&rft_id=http://www.biodiversitylibrary.org/bibliography/451&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,May-Dec 1828,NA,NA,www.ipni.org/n/703018-1,IPNI,NA,NA,NA,NA,
Euplassa goyazensis,Proteaceae,Euplassa,goyazensis,K.Schum.,tax_nov,spec.,FALSE,"Bot. Jahrb. Syst. 30(1, Beibl. 67): 28. 1901 [12 Mar 1901] ",Bot. Jahrb. Syst.,1901,"30(1, Beibl. 67): 28",553-2,FALSE,lectotype B,Glaziou,22017,21 Sep 1894,"Goiás (Brazil West-Central, Brazil, Southern America)",bas de la Serra dos Pyreneos,703585-1,TRUE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/211827&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,12 Mar 1901,NA,NA,www.ipni.org/n/703585-1,IPNI,NA,NA,NA,NA,
