name,family,genus,species,authors,citationType,rank,reference,publication,publicationYear,referenceCollation,publicationId,typeLocations,collectorTeam,collectionNumber,collectionDate1,distribution,locality,id,publicationYearNote,remarks,url,source
Rollinia curvipetala,Annonaceae,Rollinia,curvipetala,R.E.Fr.,tax_nov,spec.,"Acta Horti Berg. 12: 178, fig. 11a-c. 1934 ",Acta Horti Berg.,1934,"12: 178, fig. 11a-c",1647-2,NA,NA,NA,NA,"Amazonas (Brazil, Southern America)",NA,221737-2,NA,NA,www.ipni.org/n/221737-2,IPNI
Rollinia deliciosa,Annonaceae,Rollinia,deliciosa,Saff.,tax_nov,spec.,"J. Wash. Acad. Sci. 6: 375, fig. 2. 1916 ",J. Wash. Acad. Sci.,1916,"6: 375, fig. 2",686-2,NA,NA,NA,NA,Brazil (Southern America),NA,221739-2,NA,NA,www.ipni.org/n/221739-2,IPNI
Rollinia glaziovii,Annonaceae,Rollinia,glaziovii,R.E.Fr.,tax_nov,spec.,"Acta Horti Berg. 12: 166, fig. 10a-c. 1934 ",Acta Horti Berg.,1934,"12: 166, fig. 10a-c",1647-2,NA,NA,NA,NA,"Minas Gerais (Brazil, Southern America)",NA,221753-2,NA,NA,www.ipni.org/n/221753-2,IPNI
Rollinia membranacea,Annonaceae,Rollinia,membranacea,Triana & Planch.,tax_nov,spec.,"Ann. Sci. Nat., Bot. sér. 4, 17: 31. 1862 ","Ann. Sci. Nat., Bot.",1862,"sér. 4, 17: 31",525-2,lectotype P;isotype K,J.Goudot,NA,NA,Brazil (Southern America),NA,304389-2,NA,NA,www.ipni.org/n/304389-2,IPNI
Annona neochrysocarpa,Annonaceae,Annona,neochrysocarpa,H.Rainer,NA,Species,"Ann. Naturhist. Mus. Wien, B 108: 198 (2007)",NA,2007,NA,NA,NA,NA,NA,NA,NA,NA,77080803-1,NA,NA,https://powo.science.kew.org/taxon/77080803-1,POWO
Duguetia megalophylla,Annonaceae,Duguetia,megalophylla,R.E.Fr.,NA,Species,Kew Bull. 3: 233 (1948),NA,1948,NA,NA,NA,NA,NA,NA,NA,NA,85717-2,NA,NA,https://powo.science.kew.org/taxon/85717-2,POWO
Duguetia dimorphopetala,Annonaceae,Duguetia,dimorphopetala,R.E.Fr.,NA,Species,Mem. New York Bot. Gard. 9: 326 (1957),NA,1957,NA,NA,NA,NA,NA,NA,NA,NA,85694-2,NA,NA,https://powo.science.kew.org/taxon/85694-2,POWO
Annona neoelliptica,Annonaceae,Annona,neoelliptica,H.Rainer & Maas,NA,Species,"Ann. Naturhist. Mus. Wien, B 108: 199 (2007)",NA,2007,NA,NA,NA,NA,NA,NA,NA,NA,77080805-1,NA,NA,https://powo.science.kew.org/taxon/77080805-1,POWO
Pseudoxandra laevigata,Annonaceae,Pseudoxandra,laevigata,(Mart.) Maas,NA,Species,Annon. Fl. Guyana [Faune et Flore Tropicales] 51: 368 (2023),NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,77332773-1,NA,NA,https://powo.science.kew.org/taxon/77332773-1,POWO
Xylopia langsdorfiana,Annonaceae,Xylopia,langsdorfiana,A.St.-Hil. & Tul.,NA,Species,"Ann. Sci. Nat., Bot., sér. 2, 17: 133 (1842)",NA,1842,NA,NA,NA,NA,NA,NA,NA,NA,76166-1,NA,NA,https://powo.science.kew.org/taxon/76166-1,POWO
Desmos chinensis,Annonaceae,Desmos,chinensis,Lour.,NA,Species,Fl. Cochinch.: 352 (1790),NA,1790,NA,NA,NA,NA,NA,NA,NA,NA,72771-1,NA,NA,https://powo.science.kew.org/taxon/72771-1,POWO
