name,family,genus,species,authors,citationType,rank,reference,publication,publicationYear,referenceCollation,publicationId,typeLocations,collectorTeam,collectionNumber,collectionDate1,distribution,locality,id,publicationYearNote,remarks,url,source
Annona falsifolia,Annonaceae,Annona,falsifolia,Glaz.,tax_nov,spec.,Bull. Soc. Bot. France 52(Mém. 3[a]): 14. 1905 Nomen subnudum,Bull. Soc. Bot. France,1905,52(Mém. 3[a]): 14,578-2,NA,NA,NA,NA,Brazil (Southern America),NA,14263-2,NA,As Anona,www.ipni.org/n/14263-2,IPNI
Annona geraensis,Annonaceae,Annona,geraensis,Barb.Rodr.,tax_nov,spec.,"Pl. Jard. Rio de Janeiro 6: 1, pl. 1. 1898 ",Pl. Jard. Rio de Janeiro,1898,"6: 1, pl. 1",3655-2,NA,NA,NA,NA,Brazil (Southern America),NA,14267-2,NA,As Anona,www.ipni.org/n/14267-2,IPNI
Annona jenmanii,Annonaceae,Annona,jenmanii,Saff.,tax_nov,spec.,"Contr. U.S. Natl. Herb. 16: 267, pl. 87. 1913 ",Contr. U.S. Natl. Herb.,1913,"16: 267, pl. 87",605-2,NA,NA,NA,NA,"British Guiana, Brazil",NA,14287-2,NA,NA,www.ipni.org/n/14287-2,IPNI
Annona membranacea,Annonaceae,Annona,membranacea,R.E.Fr.,tax_nov,spec.,"Acta Horti Berg. 13: 115, fig. 2a. 1945 ",Acta Horti Berg.,1945,"13: 115, fig. 2a",1647-2,NA,NA,NA,NA,"Maranhao (Brazil, Southern America)",NA,14302-2,NA,NA,www.ipni.org/n/14302-2,IPNI
Annona rodriguesii,Annonaceae,Annona,rodriguesii,Barb.Rodr.,tax_nov,spec.,"Pl. Jard. Rio de Janeiro 4: 1, pl. 1. 1894 ",Pl. Jard. Rio de Janeiro,1894,"4: 1, pl. 1",3655-2,NA,NA,NA,NA,Brazil (Southern America),NA,14339-2,NA,As Anona,www.ipni.org/n/14339-2,IPNI
Annona sanctae-crusis,Annonaceae,Annona,sanctae-crusis,S.Moore,tax_nov,spec.,"Trans. Linn. Soc. London, Bot. ser. 2, 4: 305. 1895 ","Trans. Linn. Soc. London, Bot.",1895,"ser. 2, 4: 305",1084-2,NA,NA,NA,NA,Brazil (Southern America),NA,14344-2,NA,As Anona,www.ipni.org/n/14344-2,IPNI
Annona walkeri,Annonaceae,Annona,walkeri,S.Moore,tax_nov,spec.,"Trans. Linn. Soc. London, Bot. ser. 2, 4: 304. 1895 ","Trans. Linn. Soc. London, Bot.",1895,"ser. 2, 4: 304",1084-2,NA,NA,NA,NA,Brazil (Southern America),NA,14368-2,NA,As Anona,www.ipni.org/n/14368-2,IPNI
Cymbopetalum coriaceum,Annonaceae,Cymbopetalum,coriaceum,N.A.Murray,tax_nov,spec.,Syst. Bot. Monogr. 40: 67. 1993 ; Revis. Cymbopetalum & Porcelia (Annonac.),Syst. Bot. Monogr.,1993,40: 67,2970-2,NA,NA,NA,NA,Ecuador;Brazil North (Amazonas).;,NA,975791-1,1993,NA,www.ipni.org/n/975791-1,IPNI
Duguetia hemmendorffii,Annonaceae,Duguetia,hemmendorffii,R.E.Fr.,tax_nov,spec.,Acta Horti Berg. 12: 37. 1934 ,Acta Horti Berg.,1934,12: 37,1647-2,NA,NA,NA,NA,"Sao Paulo (Brazil, Southern America)",NA,85705-2,NA,"[Gandhi; Ping He & Maas, Bol. Mus. Para. Emilio Goeldi,¹n.s., Bot. 9: 151. 1994]",www.ipni.org/n/85705-2,IPNI
Duguetia sancticarolii,Annonaceae,Duguetia,sancticarolii,Maas,tax_nov,spec.,Bot. Jahrb. Syst. 118(2): 217. 1996 [5 Jul 1996] ,Bot. Jahrb. Syst.,1996,118(2): 217,553-2,NA,NA,NA,NA,Venezuela;Brazil North (Amazonas).;,NA,989964-1,5 Jul 1996,NA,www.ipni.org/n/989964-1,IPNI
Ephedranthus wraithiana,Annonaceae,Ephedranthus,wraithiana,S.Moore,tax_nov,spec.,"Trans. Linn. Soc. London, Bot. ser. 2, 4: 296, pl. 21. 1895 ","Trans. Linn. Soc. London, Bot.",1895,"ser. 2, 4: 296, pl. 21",1084-2,NA,NA,NA,NA,Brazil (Southern America),NA,91147-2,NA,NA,www.ipni.org/n/91147-2,IPNI
Guatteria flabellata,Annonaceae,Guatteria,flabellata,Erkens & Maas,tax_nov,spec.,"Blumea 53(3): 484 (-486, 489, 471; fig. 7, map 1, plate 2a-b). 2008 [31 Dec 2008] ",Blumea,2008,"53(3): 484 (-486, 489, 471; fig. 7, map 1, plate 2a-b)",549-2,holotype U;isotype K;isotype MO;isotype WIS,Maas et al.,6297,15 Nov 1984,"Peru (Western South America, Southern America);Amazonas (Brazil North, Brazil, Southern America);Rondônia (Brazil North, Brazil, Southern America);","Loreto, Prov. Maynas, Río Momón, 0-5 km above confluence with Río Nanay, 100 m",77095321-1,31 Dec 2008,NA,www.ipni.org/n/77095321-1,IPNI
Oxandra cerradensis,Annonaceae,Oxandra,cerradensis,I.N.M.Ferreira & D.O.Diniz,tax_nov,spec.,Phytotaxa 636(3): 246. 2024 [9 Feb 2024] [epublished],Phytotaxa,2024,636(3): 246,20011462-1,holotype UFG;isotype CEN;isotype HUTO,Ferreira,252,8 Dec 2022,"Goiás (Brazil West-Central, Brazil, Southern America)","Niquelândia, Legado Verdes do Cerrado, 664 m",77336259-1,9 Feb 2024,doi:10.11646/phytotaxa.636.3.5,www.ipni.org/n/77336259-1,IPNI
Pseudoxandra coriacea,Annonaceae,Pseudoxandra,coriacea,R.E.Fr.,tax_nov,spec.,Acta Horti Berg. 12: 226. 1937 ,Acta Horti Berg.,1937,12: 226,1647-2,null B,R.Spruce,3353,NA,"Amazonas (Brazil, Southern America)",NA,211620-2,NA,NA,www.ipni.org/n/211620-2,IPNI
Rollinia amazonica,Annonaceae,Rollinia,amazonica,R.E.Fr.,tax_nov,spec.,Ark. Bot. (n. s.) 3: 602. 1956 ,Ark. Bot.,1956,(n. s.) 3: 602,536-2,NA,NA,NA,NA,"Amazonas (Brazil, Southern America)",NA,221725-2,NA,NA,www.ipni.org/n/221725-2,IPNI
Rollinia annonoides,Annonaceae,Rollinia,annonoides,R.E.Fr.,tax_nov,spec.,Acta Horti Berg. 12(2): 280. 1937 ,Acta Horti Berg.,1937,12(2): 280,1647-2,holotype S;isotype A;isotype BR;isotype F;isotype LE;isotype MO;isotype MICH;isotype NY;isotype U;isotype US,B.A.Krukoff,6856,NA,"Amazonas (Brazil, Southern America)",NA,311495-2,NA,NA,www.ipni.org/n/311495-2,IPNI
Rollinia chrysocarpa,Annonaceae,Rollinia,chrysocarpa,Maas & Westra,tax_nov,spec.,"Proc. Kon. Ned. Akad. Wetensch. C 92(3): 300, fig. 5. 1989 ",Proc. Kon. Ned. Akad. Wetensch. C,1989,"92(3): 300, fig. 5",3175-2,holotype MO,B.Berlin,738,NA,"Amazonas (Brazil, Southern America)",NA,284346-2,NA,NA,www.ipni.org/n/284346-2,IPNI
