name,family,genus,species,authors,citationType,rank,reference,publication,publicationYear,referenceCollation,publicationId,typeLocations,collectorTeam,collectionNumber,collectionDate1,distribution,locality,id,publicationYearNote,remarks,url,source
Renealmia coelobractea,Zingiberaceae,Renealmia,coelobractea,K.Schum.,tax_nov,spec.,"Pflanzenr. (Engler) 4, Fam. 46: 307. 1904 ",Pflanzenr. (Engler),1904,"4, Fam. 46: 307",3295-2,NA,NA,NA,NA,Brazil (Southern America),NA,218602-2,NA,NA,www.ipni.org/n/218602-2,IPNI
Renealmia holdenii,Zingiberaceae,Renealmia,holdenii,S.Moore,tax_nov,spec.,"Trans. Linn. Soc. London, Bot. ser. 2, 4: 483. 1895 ","Trans. Linn. Soc. London, Bot.",1895,"ser. 2, 4: 483",1084-2,NA,NA,NA,NA,Brazil (Southern America),NA,218624-2,NA,NA,www.ipni.org/n/218624-2,IPNI
Renealmia uleana,Zingiberaceae,Renealmia,uleana,Loes.,tax_nov,spec.,"Nat. Pflanzenfam., ed. 2 [Engler & Prantl] 15a: 610. 1930 ","Nat. Pflanzenfam., ed. 2 [Engler & Prantl]",1930,15a: 610,14496-2,NA,NA,NA,NA,Brazil (Southern America),NA,218674-2,NA,NA,www.ipni.org/n/218674-2,IPNI
