name,family,genus,species,authors,citationType,rank,reference,publication,publicationYear,referenceCollation,publicationId,typeLocations,collectorTeam,collectionNumber,collectionDate1,distribution,locality,id,bhlLink,publicationYearNote,remarks,url,source,doi
Mandevilla cuneifolia,Apocynaceae,Mandevilla,cuneifolia,Woodson,NA,Species,Bot. Mus. Leafl. 18: 169 (1958),NA,1958,NA,NA,NA,NA,NA,NA,NA,NA,151955-2,NA,NA,NA,https://powo.science.kew.org/taxon/151955-2,POWO,NA
Ruehssia hassleriana,Apocynaceae,Ruehssia,hassleriana,(Malme) Liede & H.A.Keller,NA,Species,Phytotaxa 471: 286 (2020),NA,2020,NA,NA,NA,NA,NA,NA,NA,NA,77214389-1,NA,NA,NA,https://powo.science.kew.org/taxon/77214389-1,POWO,NA
Blepharodon crassifolium,Apocynaceae,Blepharodon,crassifolium,Schltr.,NA,Species,Notizbl. Königl. Bot. Gart. Berlin 6: 174 (1914),NA,1914,NA,NA,NA,NA,NA,NA,NA,NA,273343-2,NA,NA,NA,https://powo.science.kew.org/taxon/273343-2,POWO,NA
Ditassa nigrescens,Apocynaceae,Ditassa,nigrescens,(E.Fourn.) W.D.Stevens,NA,Species,Novon 15: 603 (2005),NA,2005,NA,NA,NA,NA,NA,NA,NA,NA,60440834-2,NA,NA,NA,https://powo.science.kew.org/taxon/60440834-2,POWO,NA
Gonolobus bahiensis,Apocynaceae,Gonolobus,bahiensis,(Morillo & Fontella) Morillo,NA,Species,Mem. Fund. La Salle Ci. Nat. 81(190): 51 (2023),NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,77319010-1,NA,NA,NA,https://powo.science.kew.org/taxon/77319010-1,POWO,NA
Gonolobus blanchetii,Apocynaceae,Gonolobus,blanchetii,Morillo,NA,Species,Mem. Fund. La Salle Ci. Nat. 81(190): 51 (2023),NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,77319011-1,NA,NA,NA,https://powo.science.kew.org/taxon/77319011-1,POWO,NA
Ibatia roulinioides,Apocynaceae,Ibatia,roulinioides,(Agra & W.D.Stevens) Morillo,NA,Species,Pittieria 39: 228 (2015),NA,2015,NA,NA,NA,NA,NA,NA,NA,NA,77206446-1,NA,NA,NA,https://powo.science.kew.org/taxon/77206446-1,POWO,NA
Macroscepis multiflora,Apocynaceae,Macroscepis,multiflora,(Mart. & Zucc.) Morillo,NA,Species,Mem. Fund. La Salle Ci. Nat. 81(190): 67 (2023),NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,77319023-1,NA,NA,NA,https://powo.science.kew.org/taxon/77319023-1,POWO,NA
Metastelma hirtellum,Apocynaceae,Metastelma,hirtellum,(Oliv.) Liede,NA,Species,Novon 7: 42 (1997),NA,1997,NA,NA,NA,NA,NA,NA,NA,NA,994851-1,NA,NA,NA,https://powo.science.kew.org/taxon/994851-1,POWO,NA
Phaeostemma pauciflorum,Apocynaceae,Phaeostemma,pauciflorum,Morillo,NA,Species,Mem. Fund. La Salle Ci. Nat. 81(191): 66 (2023),NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,77333205-1,NA,NA,NA,https://powo.science.kew.org/taxon/77333205-1,POWO,NA
Mandevilla annulariifolia,Apocynaceae,Mandevilla,annulariifolia,Woodson,NA,Species,Bot. Mus. Leafl. 18: 168 (1958),NA,1958,NA,NA,NA,NA,NA,NA,NA,NA,151923-2,NA,NA,NA,https://powo.science.kew.org/taxon/151923-2,POWO,NA
Oxypetalum flavopurpureum,Apocynaceae,Oxypetalum,flavopurpureum,Goyder & Fontella,NA,Species,Kew Bull. 60: 97 (2005),NA,2005,NA,NA,NA,NA,NA,NA,NA,NA,77066769-1,NA,NA,NA,https://powo.science.kew.org/taxon/77066769-1,POWO,NA
