name,family,genus,species,authors,citationType,rank,reference,publication,publicationYear,referenceCollation,publicationId,typeLocations,collectorTeam,collectionNumber,collectionDate1,distribution,locality,id,publicationYearNote,remarks,url,source
Casearia corymbulosa,Salicaceae,Casearia,corymbulosa,(Spruce ex Benth.) T.Samar. & M.H.Alford,NA,Species,Novon 27: 68 (2019),NA,2019,NA,NA,NA,NA,NA,NA,NA,NA,77197251-1,NA,NA,https://powo.science.kew.org/taxon/77197251-1,POWO
Casearia killipii,Salicaceae,Casearia,killipii,"(Monach.) de Mestier, Celis & Borsch",NA,Species,Taxon 71: 340 (2022),NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,77297755-1,NA,NA,https://powo.science.kew.org/taxon/77297755-1,POWO
Casearia completa,Salicaceae,Casearia,completa,(Jacq.) T.Samar. & M.H.Alford,NA,Species,Novon 27: 69 (2019),NA,2019,NA,NA,NA,NA,NA,NA,NA,NA,77197257-1,NA,NA,https://powo.science.kew.org/taxon/77197257-1,POWO
Casearia maynacarpa,Salicaceae,Casearia,maynacarpa,Liesner & P.Jørg.,NA,Species,Novon 22: 422 (2013),NA,2013,NA,NA,NA,NA,NA,NA,NA,NA,77137837-1,NA,NA,https://powo.science.kew.org/taxon/77137837-1,POWO
Casearia euceraea,Salicaceae,Casearia,euceraea,"de Mestier, Celis & Borsch",NA,Species,Taxon 71: 340 (2022),NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,77297754-1,NA,NA,https://powo.science.kew.org/taxon/77297754-1,POWO
Casearia suaveolens,Salicaceae,Casearia,suaveolens,(Poepp.) T.Samar. & M.H.Alford,NA,Species,Novon 27: 68 (2019),NA,2019,NA,NA,NA,NA,NA,NA,NA,NA,77197254-1,NA,NA,https://powo.science.kew.org/taxon/77197254-1,POWO
Piparea spruceana,Salicaceae,Piparea,spruceana,(Benth. ex Eichler) T.Samar. & M.H.Alford,NA,Species,Novon 27: 70 (2019),NA,2019,NA,NA,NA,NA,NA,NA,NA,NA,77197258-1,NA,NA,https://powo.science.kew.org/taxon/77197258-1,POWO
Casearia apodantha,Salicaceae,Casearia,apodantha,"(Kuhlm.) de Mestier, Celis & Borsch",NA,Species,Taxon 71: 339 (2022),NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,77297752-1,NA,NA,https://powo.science.kew.org/taxon/77297752-1,POWO
Casearia americana,Salicaceae,Casearia,americana,(L.) T.Samar. & M.H.Alford,NA,Species,Novon 27: 68 (2019),NA,2019,NA,NA,NA,NA,NA,NA,NA,NA,77197250-1,NA,NA,https://powo.science.kew.org/taxon/77197250-1,POWO
Piparea multiflora,Salicaceae,Piparea,multiflora,C.F.Gaertn.,NA,Species,Suppl. Carp.: 231 (1807),NA,1807,NA,NA,NA,NA,NA,NA,NA,NA,779915-1,NA,NA,https://powo.science.kew.org/taxon/779915-1,POWO
