name,family,genus,species,authors,citationType,rank,hybrid,reference,publication,publicationYear,referenceCollation,publicationId,suppressed,typeLocations,collectorTeam,collectionNumber,collectionDate1,distribution,locality,id,inPowo,bhlLink,publicationYearNote,remarks,referenceRemarks,url,source,accepted,kingdom,snippet,fqId,images
Prosopanche cocuccii,Hydnoraceae,Prosopanche,cocuccii,"Tav. de Carvalho, Záchia & Mariath",tax_nov,spec.,FALSE,Phytotaxa 521(3): 178. 2021 [30 Sep 2021] [epublished],Phytotaxa,2021,521(3): 178,20011462-1,FALSE,holotype ICN;isotype RB;isotype SMDB,J.D.T. de Carvalho,112,12 Jan 2021,"Rio Grande do Sul (Brazil South, Brazil, Southern America)","Agudo, parasitando tabaco",77221407-1,TRUE,NA,30 Sep 2021,"doi:10.11646/phytotaxa.521.3.3 The specific epithet honours Alfredo Elio Cocucci (1926-2015), a prolific professor, taxonomist and plant embryologist from Argentina, for his taxonomic, morphological and embryological contributions to Prosopanche and many other angiosperm groups.",[epublished],www.ipni.org/n/77221407-1,IPNI,NA,NA,NA,NA,
