name,family,genus,species,authors,citationType,rank,reference,publication,publicationYear,referenceCollation,publicationId,typeLocations,collectorTeam,collectionNumber,collectionDate1,distribution,locality,id,bhlLink,publicationYearNote,remarks,url,source,doi
Aenigmanu alvareziae,Picramniaceae,Aenigmanu,alvareziae,W.W.Thomas,tax_nov,spec.,Taxon 70(6): 1241. 2021 [6 Oct 2021] [epublished],Taxon,2021,70(6): 1241,812-2,holotype F V0363339F;isotype NY 04274001;isotype USM,R.B. Foster &amp; al.,6979,10 Sep 1979,"Peru (Western South America, Southern America);Acre (Brazil North, Brazil, Southern America);","Peru: Madre de Dios: Parque Nacional del Manu, Rio Manu, Cocha Cashu station, 350m",77220559-1,NA,6 Oct 2021,"doi:10.1002/tax.12588 The name honours Dr. Patricia Álvarez-Loayza, long-time researcher in Manu National Park, who provided DNA material, field observations, photos and other material for this study.",www.ipni.org/n/77220559-1,IPNI,https://doi.org/10.1002/tax.12588
