name,family,genus,species,authors,citationType,rank,reference,publication,publicationYear,referenceCollation,publicationId,typeLocations,collectorTeam,collectionNumber,collectionDate1,distribution,locality,id,bhlLink,publicationYearNote,remarks,url,source,doi
Echinodorus densinervis,Alismataceae,Echinodorus,densinervis,Somogyi,tax_nov,spec.,Phyton (Horn) 51(1): 151 (149-152). 2011 [1 Jun 2011] ,Phyton (Horn),2011,51(1): 151 (149-152),2721-2,holotype M 0088673;isotype BR 841048,Pohl,s.n.,NA,Brazil (Southern America),Brasilia,77112457-1,NA,1 Jun 2011,NA,www.ipni.org/n/77112457-1,IPNI,NA
Echinodorus horemani,Alismataceae,Echinodorus,horemani,Rataj,tax_nov,spec.,"Folia Geobot. Phytotax. 5: 214, fig. 1C. 1970 ",Folia Geobot. Phytotax.,1970,"5: 214, fig. 1C",1561-2,NA,NA,NA,NA,"Paraná (Brazil, Southern America)",NA,88175-2,NA,NA,NA,www.ipni.org/n/88175-2,IPNI,NA
Echinodorus longistylis,Alismataceae,Echinodorus,longistylis,Buchenau,tax_nov,spec.,Pflanzenr. (Engler) 15: 34. 1903 ,Pflanzenr. (Engler),1903,15: 34,3295-2,NA,NA,NA,NA,British Guiana to Brazil,NA,88182-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1903&rft.spage=34&rft.volume=15&rft_id=http://www.biodiversitylibrary.org/bibliography/250&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,www.ipni.org/n/88182-2,IPNI,NA
Aquarius densinervis,Alismataceae,Aquarius,densinervis,(Somogyi) Christenh. & Byng,NA,Species,Global Fl. 4: 51 (2018),NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,77182627-1,NA,NA,NA,https://powo.science.kew.org/taxon/77182627-1,POWO,NA
Aquarius inpai,Alismataceae,Aquarius,inpai,(Rataj) Christenh. & Byng,NA,Species,Global Fl. 4: 53 (2018),NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,77183300-1,NA,NA,NA,https://powo.science.kew.org/taxon/77183300-1,POWO,NA
Aquarius glaucus,Alismataceae,Aquarius,glaucus,(Rataj) Christenh. & Byng,NA,Species,Global Fl. 4: 53 (2018),NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,77182854-1,NA,NA,NA,https://powo.science.kew.org/taxon/77182854-1,POWO,NA
Aquarius decumbens,Alismataceae,Aquarius,decumbens,(Kasselm.) Christenh. & Byng,NA,Species,Global Fl. 4: 51 (2018),NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,77182944-1,NA,NA,NA,https://powo.science.kew.org/taxon/77182944-1,POWO,NA
Aquarius cylindricus,Alismataceae,Aquarius,cylindricus,(Rataj) Christenh. & Byng,NA,Species,Global Fl. 4: 51 (2018),NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,77182763-1,NA,NA,NA,https://powo.science.kew.org/taxon/77182763-1,POWO,NA
Aquarius horizontalis,Alismataceae,Aquarius,horizontalis,(Rataj) Christenh. & Byng,NA,Species,Global Fl. 4: 53 (2018),NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,77183523-1,NA,NA,NA,https://powo.science.kew.org/taxon/77183523-1,POWO,NA
Aquarius reptilis,Alismataceae,Aquarius,reptilis,(Lehtonen) Christenh. & Byng,NA,Species,Global Fl. 4: 53 (2018),NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,77182319-1,NA,NA,NA,https://powo.science.kew.org/taxon/77182319-1,POWO,NA
Aquarius longiscapus,Alismataceae,Aquarius,longiscapus,(Arechav.) Christenh. & Byng,NA,Species,Global Fl. 4: 53 (2018),NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,77183299-1,NA,NA,NA,https://powo.science.kew.org/taxon/77183299-1,POWO,NA
Aquarius trialatus,Alismataceae,Aquarius,trialatus,(Fassett) Christenh. & Byng,NA,Species,Global Fl. 4: 53 (2018),NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,77183349-1,NA,NA,NA,https://powo.science.kew.org/taxon/77183349-1,POWO,NA
Aquarius lanceolatus,Alismataceae,Aquarius,lanceolatus,(Rataj) Christenh. & Byng,NA,Species,Global Fl. 4: 53 (2018),NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,77182531-1,NA,NA,NA,https://powo.science.kew.org/taxon/77182531-1,POWO,NA
Aquarius major,Alismataceae,Aquarius,major,(Micheli) Christenh. & Byng,NA,Species,Global Fl. 4: 53 (2018),NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,77183234-1,NA,NA,NA,https://powo.science.kew.org/taxon/77183234-1,POWO,NA
Aquarius pubescens,Alismataceae,Aquarius,pubescens,(Mart. ex Schult.f.) Christenh. & Byng,NA,Species,Global Fl. 4: 53 (2018),NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,77182987-1,NA,NA,NA,https://powo.science.kew.org/taxon/77182987-1,POWO,NA
Aquarius palifolius,Alismataceae,Aquarius,palifolius,(Nees & Mart.) Christenh. & Byng,NA,Species,Global Fl. 4: 53 (2018),NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,77182882-1,NA,NA,NA,https://powo.science.kew.org/taxon/77182882-1,POWO,NA
Aquarius grisebachii,Alismataceae,Aquarius,grisebachii,(Small) Christenh. & Byng,NA,Species,Global Fl. 4: 53 (2018),NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,77183004-1,NA,NA,NA,https://powo.science.kew.org/taxon/77183004-1,POWO,NA
Aquarius grandiflorus,Alismataceae,Aquarius,grandiflorus,(Cham. & Schltdl.) Christenh. & Byng,NA,Species,Global Fl. 4: 53 (2018),NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,77182824-1,NA,NA,NA,https://powo.science.kew.org/taxon/77182824-1,POWO,NA
Aquarius macrophyllus,Alismataceae,Aquarius,macrophyllus,(Kunth) Christenh. & Byng,NA,Species,Global Fl. 4: 53 (2018),NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,77183178-1,NA,NA,NA,https://powo.science.kew.org/taxon/77183178-1,POWO,NA
Aquarius uruguayensis,Alismataceae,Aquarius,uruguayensis,(Arechav.) Christenh. & Byng,NA,Species,Global Fl. 4: 53 (2018),NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,77182561-1,NA,NA,NA,https://powo.science.kew.org/taxon/77182561-1,POWO,NA
Aquarius longipetalus,Alismataceae,Aquarius,longipetalus,(Micheli) Christenh. & Byng,NA,Species,Global Fl. 4: 53 (2018),NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,77182716-1,NA,NA,NA,https://powo.science.kew.org/taxon/77182716-1,POWO,NA
Aquarius scaber,Alismataceae,Aquarius,scaber,(Rataj) Christenh. & Byng,NA,Species,Global Fl. 4: 53 (2018),NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,77182384-1,NA,NA,NA,https://powo.science.kew.org/taxon/77182384-1,POWO,NA
Aquarius paniculatus,Alismataceae,Aquarius,paniculatus,(Micheli) Christenh. & Byng,NA,Species,Global Fl. 4: 53 (2018),NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,77182731-1,NA,NA,NA,https://powo.science.kew.org/taxon/77182731-1,POWO,NA
Aquarius floribundus,Alismataceae,Aquarius,floribundus,(Seub.) Christenh. & Byng,NA,Species,Global Fl. 4: 53 (2018),NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,77183476-1,NA,NA,NA,https://powo.science.kew.org/taxon/77183476-1,POWO,NA
Aquarius subalatus,Alismataceae,Aquarius,subalatus,(Mart. ex Schult.f.) Christenh. & Byng,NA,Species,Global Fl. 4: 53 (2018),NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,77183002-1,NA,NA,NA,https://powo.science.kew.org/taxon/77183002-1,POWO,NA
