name,family,genus,species,authors,citationType,rank,reference,publication,publicationYear,referenceCollation,publicationId,typeLocations,collectorTeam,collectionNumber,collectionDate1,distribution,locality,id,publicationYearNote,remarks,url,source
Juncus buchenaui,Juncaceae,Juncus,buchenaui,Sved.,tax_nov,spec.,"Bih. Kongl. Svenska Vetensk.-Akad. Handl. 23, Afd. 3, No. 6: 9, pl. 1, fig. 7-11. 1897 ",Bih. Kongl. Svenska Vetensk.-Akad. Handl.,1897,"23, Afd. 3, No. 6: 9, pl. 1, fig. 7-11",546-2,NA,NA,NA,NA,Brazil (Southern America),NA,132048-2,NA,NA,www.ipni.org/n/132048-2,IPNI
Juncus debilis,Juncaceae,Juncus,debilis,A.Gray,NA,Species,Manual: 506 (1848),NA,1848,NA,NA,NA,NA,NA,NA,NA,NA,132094-2,NA,NA,https://powo.science.kew.org/taxon/132094-2,POWO
