name,family,genus,species,authors,citationType,rank,reference,publication,publicationYear,referenceCollation,publicationId,typeLocations,collectorTeam,collectionNumber,collectionDate1,distribution,locality,id,bhlLink,publicationYearNote,remarks,url,source,doi
Morisonia coimbrana,Capparaceae,Morisonia,coimbrana,(Cornejo & Iltis) Christenh. & Byng,NA,Species,Global Fl. 4: 139 (2018),NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,77183925-1,NA,NA,NA,https://powo.science.kew.org/taxon/77183925-1,POWO,NA
Morisonia longifolia,Capparaceae,Morisonia,longifolia,(Mart.) Christenh. & Byng,NA,Species,Global Fl. 4: 141 (2018),NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,77183640-1,NA,NA,NA,https://powo.science.kew.org/taxon/77183640-1,POWO,NA
Morisonia martiana,Capparaceae,Morisonia,martiana,(Cornejo) Christenh. & Byng,NA,Species,Global Fl. 4: 141 (2018),NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,77184220-1,NA,NA,NA,https://powo.science.kew.org/taxon/77184220-1,POWO,NA
Morisonia yco,Capparaceae,Morisonia,yco,(Mart.) Christenh. & Byng,NA,Species,Global Fl. 4: 142 (2018),NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,77183787-1,NA,NA,NA,https://powo.science.kew.org/taxon/77183787-1,POWO,NA
Morisonia detonsa,Capparaceae,Morisonia,detonsa,(Triana & Planch.) Christenh. & Byng,NA,Species,Global Fl. 4: 139 (2018),NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,77183701-1,NA,NA,NA,https://powo.science.kew.org/taxon/77183701-1,POWO,NA
Morisonia bahiana,Capparaceae,Morisonia,bahiana,(Cornejo & Iltis) Christenh. & Byng,NA,Species,Global Fl. 4: 139 (2018),NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,77183883-1,NA,NA,NA,https://powo.science.kew.org/taxon/77183883-1,POWO,NA
Neocalyptrocalyx nectarius,Capparaceae,Neocalyptrocalyx,nectarius,(Vell.) Hutch.,NA,Species,Gen. Fl. Pl. 2: 308 (1967),NA,1967,NA,NA,NA,NA,NA,NA,NA,NA,168442-2,NA,NA,NA,https://powo.science.kew.org/taxon/168442-2,POWO,NA
Morisonia macrophylla,Capparaceae,Morisonia,macrophylla,(Kunth) Christenh. & Byng,NA,Species,Global Fl. 4: 141 (2018),NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,77183708-1,NA,NA,NA,https://powo.science.kew.org/taxon/77183708-1,POWO,NA
Morisonia matogrossensis,Capparaceae,Morisonia,matogrossensis,(Pilg.) Christenh. & Byng,NA,Species,Global Fl. 4: 141 (2018),NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,77184112-1,NA,NA,NA,https://powo.science.kew.org/taxon/77184112-1,POWO,NA
Morisonia pittieri,Capparaceae,Morisonia,pittieri,(Standl.) Christenh. & Byng,NA,Species,Global Fl. 4: 142 (2018),NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,77184198-1,NA,NA,NA,https://powo.science.kew.org/taxon/77184198-1,POWO,NA
Morisonia osmantha,Capparaceae,Morisonia,osmantha,(Diels) Christenh. & Byng,NA,Species,Global Fl. 4: 141 (2018),NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,77184046-1,NA,NA,NA,https://powo.science.kew.org/taxon/77184046-1,POWO,NA
Morisonia brasiliana,Capparaceae,Morisonia,brasiliana,(DC.) Christenh. & Byng,NA,Species,Global Fl. 4: 139 (2018),NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,77183855-1,NA,NA,NA,https://powo.science.kew.org/taxon/77183855-1,POWO,NA
Morisonia humilis,Capparaceae,Morisonia,humilis,(Hassl.) Christenh. & Byng,NA,Species,Global Fl. 4: 141 (2018),NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,77183606-1,NA,NA,NA,https://powo.science.kew.org/taxon/77183606-1,POWO,NA
Morisonia lineata,Capparaceae,Morisonia,lineata,(Dombey ex Pers.) Christenh. & Byng,NA,Species,Global Fl. 4: 141 (2018),NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,77183813-1,NA,NA,NA,https://powo.science.kew.org/taxon/77183813-1,POWO,NA
Morisonia declinata,Capparaceae,Morisonia,declinata,(Vell.) Christenh. & Byng,NA,Species,Global Fl. 4: 139 (2018),NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,77184130-1,NA,NA,NA,https://powo.science.kew.org/taxon/77184130-1,POWO,NA
Morisonia retusa,Capparaceae,Morisonia,retusa,(Griseb.) Christenh. & Byng,NA,Species,Global Fl. 4: 142 (2018),NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,77184102-1,NA,NA,NA,https://powo.science.kew.org/taxon/77184102-1,POWO,NA
Morisonia speciosa,Capparaceae,Morisonia,speciosa,(Griseb.) Christenh. & Byng,NA,Species,Global Fl. 4: 142 (2018),NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,77184246-1,NA,NA,NA,https://powo.science.kew.org/taxon/77184246-1,POWO,NA
Morisonia tweedieana,Capparaceae,Morisonia,tweedieana,(Eichler) Christenh. & Byng,NA,Species,Global Fl. 4: 142 (2018),NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,77183612-1,NA,NA,NA,https://powo.science.kew.org/taxon/77183612-1,POWO,NA
Morisonia amplissima,Capparaceae,Morisonia,amplissima,(Lam.) Christenh. & Byng,NA,Species,Global Fl. 4: 139 (2018),NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,77184082-1,NA,NA,NA,https://powo.science.kew.org/taxon/77184082-1,POWO,NA
Morisonia hastata,Capparaceae,Morisonia,hastata,(Jacq.) Christenh. & Byng,NA,Species,Global Fl. 4: 141 (2018),NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,77183736-1,NA,NA,NA,https://powo.science.kew.org/taxon/77183736-1,POWO,NA
Morisonia frondosa,Capparaceae,Morisonia,frondosa,(Jacq.) Christenh. & Byng,NA,Species,Global Fl. 4: 141 (2018),NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,77183570-1,NA,NA,NA,https://powo.science.kew.org/taxon/77183570-1,POWO,NA
