name,family,genus,species,authors,citationType,rank,reference,publication,publicationYear,referenceCollation,publicationId,typeLocations,collectorTeam,collectionNumber,collectionDate1,distribution,locality,id,bhlLink,publicationYearNote,remarks,url,source,doi
Dialyanthera olacoides,Myristicaceae,Dialyanthera,olacoides,A.C.Sm.,tax_nov,spec.,Phytologia 1: 113. 1935 ,Phytologia,1935,1: 113,1034-2,NA,NA,NA,NA,"Amazonas (Brazil, Southern America)",NA,78906-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1935&rft.spage=113&rft.volume=1&rft_id=http://www.biodiversitylibrary.org/bibliography/12678&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,www.ipni.org/n/78906-2,IPNI,NA
Iryanthera densiflora,Myristicaceae,Iryanthera,densiflora,Huber,tax_nov,spec.,Bol. Mus. Goeldi Hist. Nat. Ethnogr. 6: 69. 1910 ,Bol. Mus. Goeldi Hist. Nat. Ethnogr.,1910,6: 69,4221-2,NA,NA,NA,NA,Brazil (Southern America),NA,130203-2,NA,NA,NA,www.ipni.org/n/130203-2,IPNI,NA
Iryanthera elongata,Myristicaceae,Iryanthera,elongata,Huber,tax_nov,spec.,Bol. Mus. Goeldi Hist. Nat. Ethnogr. 6: 68. 1910 ,Bol. Mus. Goeldi Hist. Nat. Ethnogr.,1910,6: 68,4221-2,NA,NA,NA,NA,Brazil (Southern America),NA,130206-2,NA,NA,NA,www.ipni.org/n/130206-2,IPNI,NA
Iryanthera grandiflora,Myristicaceae,Iryanthera,grandiflora,Huber,tax_nov,spec.,Bol. Mus. Goeldi Hist. Nat. Ethnogr. 5: 358. 1909 ,Bol. Mus. Goeldi Hist. Nat. Ethnogr.,1909,5: 358,4221-2,NA,NA,NA,NA,Brazil (Southern America),NA,130207-2,NA,NA,NA,www.ipni.org/n/130207-2,IPNI,NA
Iryanthera krukovii,Myristicaceae,Iryanthera,krukovii,A.C.Sm.,tax_nov,spec.,Brittonia 2: 151. 1936 ,Brittonia,1936,2: 151,561-2,NA,NA,NA,NA,"Amazonas (Brazil, Southern America)",NA,130211-2,NA,NA,NA,www.ipni.org/n/130211-2,IPNI,NA
Iryanthera microcarpa,Myristicaceae,Iryanthera,microcarpa,Ducke,tax_nov,spec.,Bol. Tecn. Inst. Agron. N. no. 4: 8. 1945 ,Bol. Tecn. Inst. Agron. N.,1945,no. 4: 8,860-2,NA,NA,NA,NA,"Amazonas (Brazil, Southern America)",NA,130218-2,NA,NA,NA,www.ipni.org/n/130218-2,IPNI,NA
Virola elliptica,Myristicaceae,Virola,elliptica,A.C.Sm.,tax_nov,spec.,Bull. Torrey Bot. Club 60: 351. 1933 ,Bull. Torrey Bot. Club,1933,60: 351,586-2,NA,NA,NA,NA,"Mato Grosso (Brazil, Southern America)",NA,267152-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1933&rft.spage=351&rft.volume=60&rft_id=http://www.biodiversitylibrary.org/bibliography/340&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,www.ipni.org/n/267152-2,IPNI,NA
Virola excisa,Myristicaceae,Virola,excisa,D.Santam.,tax_nov,spec.,"PhytoKeys 197: 116, fig. 13. 2022 [30 May 2022] [epublished]",PhytoKeys,2022,"197: 116, fig. 13",20011997-1,holotype MO MO-1565775;isotype F V0354346F;isotype INPA;isotype Ny;isotype QCA,W.Palacios &amp; D.Neill,622,14 Aug 1985,"Ecuador (Western South America, Southern America);Colombia (Western South America, Southern America);Peru (Western South America, Southern America);Acre (Brazil North, Brazil, Southern America);Amazonas (Brazil North, Brazil, Southern America);","Ecuador. Pastaza: Río Curaray, dos horas río abajo del pueblo Curaray, en la boca del Río Namoyacu, 275 m",77298666-1,NA,30 May 2022,"doi:10.3897/phytokeys.197.81367 Etymology: 'The specific epithet of the new species comes from the word excisus, meaning cut out. This makes reference to the fact that several herbarium specimens of this new species come from felled trees that were killed to make way for oil pipes. This has created irreparable damage to nature, destroying the habitat of this and many other species, potentially paving the path toward their extinction'.",www.ipni.org/n/77298666-1,IPNI,https://doi.org/10.3897/phytokeys.197.81367
Virola glaziovii,Myristicaceae,Virola,glaziovii,Warb.,tax_nov,spec.,Nova Acta Acad. Caes. Leop.-Carol. German. Nat. Cur. 68: 219. 1897 ,Nova Acta Acad. Caes. Leop.-Carol. German. Nat. Cur.,1897,68: 219,6808-2,NA,NA,NA,NA,Brazil (Southern America),NA,267159-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1897&rft.spage=219&rft.volume=68&rft_id=http://www.biodiversitylibrary.org/bibliography/12266&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,www.ipni.org/n/267159-2,IPNI,NA
Virola lepidota,Myristicaceae,Virola,lepidota,A.C.Sm.,tax_nov,spec.,Brittonia 2: 152. 1936 ,Brittonia,1936,2: 152,561-2,NA,NA,NA,NA,"Amazonas (Brazil, Southern America)",NA,267167-2,NA,NA,NA,www.ipni.org/n/267167-2,IPNI,NA
Virola papillosa,Myristicaceae,Virola,papillosa,Ducke,tax_nov,spec.,Trop. Woods no. 90: 10. 1947 ,Trop. Woods,1947,no. 90: 10,1085-2,NA,NA,NA,NA,"Amazonas (Brazil, Southern America)",NA,267188-2,NA,NA,NA,www.ipni.org/n/267188-2,IPNI,NA
Virola schwackei,Myristicaceae,Virola,schwackei,Warb.,tax_nov,spec.,Nova Acta Acad. Caes. Leop.-Carol. German. Nat. Cur. 68: 180. 1897 ,Nova Acta Acad. Caes. Leop.-Carol. German. Nat. Cur.,1897,68: 180,6808-2,NA,NA,NA,NA,Brazil (Southern America),NA,267198-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1897&rft.spage=180&rft.volume=68&rft_id=http://www.biodiversitylibrary.org/bibliography/12266&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,www.ipni.org/n/267198-2,IPNI,NA
Virola yasuniana,Myristicaceae,Virola,yasuniana,D.Santam.,tax_nov,spec.,PhytoKeys 197: 132. 2022 [30 May 2022] [epublished],PhytoKeys,2022,197: 132,20011997-1,holotype MO MO-713299;isotype NY;isotype QCNE;isotype US,V.Zak &amp; S.Espinoza,5149,21 Feb 1990,"Ecuador (Western South America, Southern America);Acre (Brazil North, Brazil, Southern America);","Ecuador: Pastaza, Pastaza Cantón, Pozo petrolero 'Ramírez', 20 km al sur de la población de Curaray, 300 m",77298669-1,NA,30 May 2022,"doi:10.3897/phytokeys.197.81367 Etymology: 'The specific epithet refers to Parque Nacional Yasuní, where most of the collections of this new species come from'.",www.ipni.org/n/77298669-1,IPNI,https://doi.org/10.3897/phytokeys.197.81367
