name,family,genus,species,authors,citationType,rank,reference,publication,publicationYear,referenceCollation,publicationId,typeLocations,collectorTeam,collectionNumber,collectionDate1,distribution,locality,id,bhlLink,publicationYearNote,remarks,url,source,doi
Apinagia crulsiana,Podostemaceae,Apinagia,crulsiana,Warm.,tax_nov,spec.,Bull. Soc. Bot. France 58(Mém. 3f): 574. 1911 ,Bull. Soc. Bot. France,1911,58(Mém. 3f): 574,578-2,NA,NA,NA,NA,Brazil (Southern America),NA,16371-2,NA,NA,NA,www.ipni.org/n/16371-2,IPNI,NA
Apinagia intermedia,Podostemaceae,Apinagia,intermedia,Warm.,tax_nov,spec.,Bull. Soc. Bot. France 58(Mém. 3f): 574. 1911 ,Bull. Soc. Bot. France,1911,58(Mém. 3f): 574,578-2,NA,NA,NA,NA,Brazil (Southern America),NA,16383-2,NA,NA,NA,www.ipni.org/n/16383-2,IPNI,NA
Apinagia parahybensis,Podostemaceae,Apinagia,parahybensis,Glaz.,tax_nov,spec.,Bull. Soc. Bot. France 58(Mém. 3f): 575. 1911 ,Bull. Soc. Bot. France,1911,58(Mém. 3f): 575,578-2,NA,NA,NA,NA,Brazil (Southern America),NA,16395-2,NA,NA,NA,www.ipni.org/n/16395-2,IPNI,NA
Apinagia warmingii,Podostemaceae,Apinagia,warmingii,Glaz.,tax_nov,spec.,Bull. Soc. Bot. France 58(Mém. 3f): 575. 1911 ,Bull. Soc. Bot. France,1911,58(Mém. 3f): 575,578-2,NA,NA,NA,NA,Brazil (Southern America),NA,16414-2,NA,NA,NA,www.ipni.org/n/16414-2,IPNI,NA
Castelnavia warmingii,Podostemaceae,Castelnavia,warmingii,Glaz.,tax_nov,spec.,Bull. Soc. Bot. France 58(Mém. 3f): 576. 1911 ,Bull. Soc. Bot. France,1911,58(Mém. 3f): 576,578-2,NA,NA,NA,NA,Brazil (Southern America),NA,49362-2,NA,NA,NA,www.ipni.org/n/49362-2,IPNI,NA
Dicraeia erythrolichen,Podostemaceae,Dicraeia,erythrolichen,Tul. & Wedd.,tax_nov,spec.,"Ann. Sci. Nat., Bot. sér. 3, 11: 102. 1849 ","Ann. Sci. Nat., Bot.",1849,"sér. 3, 11: 102",525-2,NA,NA,NA,NA,Brazil (Southern America),NA,331086-2,NA,NA,NA,www.ipni.org/n/331086-2,IPNI,NA
Ligea glaziovii,Podostemaceae,Ligea,glaziovii,Warm.,tax_nov,spec.,"Kongel. Danske Vidensk. Selsk. Skr., Naturvidensk. Math. Afd. ser. 6, 4: 465, 481, tab. 22, 23. 1888 Warm. Fam. Podostem. 3: 23, 39, tab. 22, 23.  1888","Kongel. Danske Vidensk. Selsk. Skr., Naturvidensk. Math. Afd.",1888,"ser. 6, 4: 465, 481, tab. 22, 23",988-2,NA,NA,NA,NA,Brazil (Southern America),NA,139996-2,NA,NA,NA,www.ipni.org/n/139996-2,IPNI,NA
Mniopsis crulsiana,Podostemaceae,Mniopsis,crulsiana,Warm.,tax_nov,spec.,"Kongel. Danske Vidensk. Selsk. Skr., Naturvidensk. Math. Afd. ser. 6, 9: 138, fig.33. 34. 1899 Warm. Fam. Podostem. 5: 34, fig. 33, 34.  1899","Kongel. Danske Vidensk. Selsk. Skr., Naturvidensk. Math. Afd.",1899,"ser. 6, 9: 138, fig.33. 34",988-2,NA,NA,NA,NA,Brazil (Southern America),NA,162932-2,NA,NA,NA,www.ipni.org/n/162932-2,IPNI,NA
Mniopsis saldanhana,Podostemaceae,Mniopsis,saldanhana,Warm.,tax_nov,spec.,"Kongel. Danske Vidensk. Selsk. Skr., Naturvidensk. Math. Afd. ser. 6, 4: 458, 481, pl. 20. 1888 Warm. Fam. Podostem. 3: 16, 39, pl. 20.  1888","Kongel. Danske Vidensk. Selsk. Skr., Naturvidensk. Math. Afd.",1888,"ser. 6, 4: 458, 481, pl. 20",988-2,NA,NA,NA,NA,Brazil (Southern America),NA,162933-2,NA,NA,NA,www.ipni.org/n/162933-2,IPNI,NA
Podostemum dimorphum,Podostemaceae,Podostemum,dimorphum,P.Royen,tax_nov,spec.,"Acta Bot. Neerl. 3: 235, 258, tab. 2, figs. 14-16. 1954 ",Acta Bot. Neerl.,1954,"3: 235, 258, tab. 2, figs. 14-16",1640-2,NA,NA,NA,NA,"Paraná (Brazil, Southern America)",NA,204678-2,NA,NA,NA,www.ipni.org/n/204678-2,IPNI,NA
Podostemum galvonis,Podostemaceae,Podostemum,galvonis,Warm.,tax_nov,spec.,"Kongel. Danske Vidensk. Selsk. Skr., Naturvidensk. Math. Afd. ser. 6, 4: 450, 480, pl. 17. 1888 Warm. Fam. Podostem. 3: 8, 38, pl. 17.  1888","Kongel. Danske Vidensk. Selsk. Skr., Naturvidensk. Math. Afd.",1888,"ser. 6, 4: 450, 480, pl. 17",988-2,NA,NA,NA,NA,Brazil (Southern America),NA,204679-2,NA,NA,NA,www.ipni.org/n/204679-2,IPNI,NA
Podostemum glaziovii,Podostemaceae,Podostemum,glaziovii,Warm.,tax_nov,spec.,Bull. Soc. Bot. France 58(Mém. 3f): 575. 1911 ,Bull. Soc. Bot. France,1911,58(Mém. 3f): 575,578-2,NA,NA,NA,NA,Brazil (Southern America),NA,204681-2,NA,NA,NA,www.ipni.org/n/204681-2,IPNI,NA
Podostemum undulatum,Podostemaceae,Podostemum,undulatum,P.Royen,tax_nov,spec.,"Acta Bot. Neerl. 3: 236, 259, tab. 2, fig. 20. 1954 ",Acta Bot. Neerl.,1954,"3: 236, 259, tab. 2, fig. 20",1640-2,NA,NA,NA,NA,"Brazil, Uruguay, Paraguay",NA,204687-2,NA,NA,NA,www.ipni.org/n/204687-2,IPNI,NA
Castelnavia pusillina,Podostemaceae,Castelnavia,pusillina,Tul. & Wedd.,NA,Species,"Ann. Sci. Nat., Bot., sér. 3, 11: 109 (1849)",NA,1849,NA,NA,NA,NA,NA,NA,NA,NA,688118-1,NA,NA,NA,https://powo.science.kew.org/taxon/688118-1,POWO,NA
Rhyncholacis divaricata,Podostemaceae,Rhyncholacis,divaricata,Matthiesen,NA,Species,Biblioth. Bot. 66: 19 (1908),NA,1908,NA,NA,NA,NA,NA,NA,NA,NA,219998-2,NA,NA,NA,https://powo.science.kew.org/taxon/219998-2,POWO,NA
Apinagia batrachiifolia,Podostemaceae,Apinagia,batrachiifolia,(Mildbr.) P.Royen,NA,Species,Meded. Bot. Mus. Herb. Rijks Univ. Utrecht 107: 56 (1951),NA,1951,NA,NA,NA,NA,NA,NA,NA,NA,16361-2,NA,NA,NA,https://powo.science.kew.org/taxon/16361-2,POWO,NA
