name,family,genus,species,authors,citationType,rank,reference,publication,publicationYear,referenceCollation,publicationId,typeLocations,collectorTeam,collectionNumber,collectionDate1,distribution,locality,id,bhlLink,publicationYearNote,remarks,url,source,doi
Beera latifolia,Cyperaceae,Beera,latifolia,Schrad. ex Nees,tax_nov,spec.,Fl. Bras. (Martius) 2(1): 65. 1842 [1 Apr 1842] ,Fl. Bras. (Martius),1842,2(1): 65,629-2,NA,NA,NA,NA,Brazil (Southern America),NA,328726-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/134848&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,1 Apr 1842,invalid (pro syn. of H. schraderianum Nees 1842),www.ipni.org/n/328726-2,IPNI,NA
Bulbostylis litoreamazonicola,Cyperaceae,Bulbostylis,litoreamazonicola,J.Maciel-Silva & A.Gil,tax_nov,spec.,Phytotaxa 530(2): 190. 2022 [10 Jan 2022] [epublished],Phytotaxa,2022,530(2): 190,20011462-1,holotype MG MG150963;isotype IAN IAN165942;isotype K K001175886;isotype UEC UEC098079,L.C.B.Lobato,1032,20 Mar 1995,"Pará (Brazil North, Brazil, Southern America)","Maracanã, Ilha de Algodoal, Campo de Moitas",77238954-1,NA,10 Jan 2022,"doi:10.11646/phytotaxa.530.2.5 The specific epithet refers to the Amazonian coastal region, the area where the species occurs.",www.ipni.org/n/77238954-1,IPNI,https://doi.org/10.11646/phytotaxa.530.2.5
Carex loefgrenii,Cyperaceae,Carex,loefgrenii,Boeckeler,tax_nov,spec.,Vidensk. Meddel. Naturhist. Foren. Kjøbenhavn 1894: 240. 1895 ,Vidensk. Meddel. Naturhist. Foren. Kjøbenhavn,1895,1894: 240,1089-2,NA,NA,NA,NA,Brazil (Southern America),NA,46532-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1895&rft.spage=240&rft.volume=1894&rft_id=http://www.biodiversitylibrary.org/bibliography/7547&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,www.ipni.org/n/46532-2,IPNI,NA
Cyperus ferrugineus,Cyperaceae,Cyperus,ferrugineus,Boeckeler,tax_nov,spec.,Allg. Bot. Z. Syst. 1: 225. 1895 ,Allg. Bot. Z. Syst.,1895,1: 225,513-2,NA,NA,NA,NA,Brazil (Southern America),NA,74681-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1895&rft.spage=225&rft.volume=1&rft_id=http://www.biodiversitylibrary.org/bibliography/9199&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,www.ipni.org/n/74681-2,IPNI,NA
Cyperus frionensis,Cyperaceae,Cyperus,frionensis,Boeckeler,tax_nov,spec.,"Beitr. Cyper. pt. 2, 10. 1890 ",Beitr. Cyper.,1890,"pt. 2, 10",14830-2,NA,NA,NA,NA,Brazil (Southern America),NA,74722-2,NA,NA,NA,www.ipni.org/n/74722-2,IPNI,NA
Cyperus longespicatus,Cyperaceae,Cyperus,longespicatus,Boeckeler,tax_nov,spec.,Allg. Bot. Z. Syst. 2: 18. 1896 ,Allg. Bot. Z. Syst.,1896,2: 18,513-2,NA,NA,NA,NA,Brazil (Southern America),NA,74842-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1896&rft.spage=18&rft.volume=2&rft_id=http://www.biodiversitylibrary.org/bibliography/9199&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,www.ipni.org/n/74842-2,IPNI,NA
Cyperus minarum,Cyperaceae,Cyperus,minarum,Boeckeler,tax_nov,spec.,Beitr. Cyper. 2: 5. 1890 ,Beitr. Cyper.,1890,2: 5,14830-2,holotype C,J.F.Widgren,s. n.,NA,"Minas Gerais (Brazil, Southern America)",NA,74893-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1890&rft.spage=5&rft.volume=2&rft_id=http://www.biodiversitylibrary.org/bibliography/51622&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,[Gandhi; Acta Bot. Bras. 10: 185. 1996],www.ipni.org/n/74893-2,IPNI,NA
Cyperus purpurrhizus,Cyperaceae,Cyperus,purpurrhizus,Boeckeler,tax_nov,spec.,Vidensk. Meddel. Naturhist. Foren. Kjøbenhavn 1894: 237. 1895 ,Vidensk. Meddel. Naturhist. Foren. Kjøbenhavn,1895,1894: 237,1089-2,NA,NA,NA,NA,Brazil (Southern America),NA,75031-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1895&rft.spage=237&rft.volume=1894&rft_id=http://www.biodiversitylibrary.org/bibliography/7547&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,www.ipni.org/n/75031-2,IPNI,NA
Cyperus traillii,Cyperaceae,Cyperus,traillii,C.B.Clarke,tax_nov,spec.,"Bull. Misc. Inform. Kew, Addit. Ser. 8: 5. 1908 ","Bull. Misc. Inform. Kew, Addit. Ser.",1908,8: 5,18643-2,NA,NA,NA,NA,Brazil (Southern America),NA,75191-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1908&rft.spage=5&rft.volume=8&rft_id=http://www.biodiversitylibrary.org/bibliography/49690&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,www.ipni.org/n/75191-2,IPNI,NA
Eleocharis alveolata,Cyperaceae,Eleocharis,alveolata,Svenson,tax_nov,spec.,Rhodora 31: 241. 1929 ,Rhodora,1929,31: 241,1065-2,NA,NA,NA,NA,"Cuba, Brazil",NA,89569-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1929&rft.spage=241&rft.volume=31&rft_id=http://www.biodiversitylibrary.org/bibliography/721&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,www.ipni.org/n/89569-2,IPNI,NA
