name,family,genus,species,authors,citationType,rank,hybrid,reference,publication,publicationYear,referenceCollation,publicationId,suppressed,typeLocations,collectorTeam,collectionNumber,collectionDate1,distribution,locality,id,inPowo,bhlLink,publicationYearNote,remarks,referenceRemarks,url,source,accepted,kingdom,snippet,fqId,images
Alstroemeria altoparadisea,Alstroemeriaceae,Alstroemeria,altoparadisea,Ravenna,tax_nov,spec.,FALSE,Onira 5(5): 17 (-18). 2000 [1 Dec 2000] ,Onira,2000,5(5): 17 (-18),10041-2,FALSE,holotype UB;isotype NY;isotype HERB. RAVENNA,H.S.Irwin et al.,12324,NA,"Mun. Veadeiros, ca. 15 km W of Veadeiros, Goiás (Brazil, Southern America)",NA,330366-2,TRUE,NA,1 Dec 2000,NA,NA,www.ipni.org/n/330366-2,IPNI,NA,NA,NA,NA,
Alstroemeria anajeana,Alstroemeriaceae,Alstroemeria,anajeana,Ravenna,tax_nov,spec.,FALSE,Onira 4(10): 37 (-38). 2000 [30 May 2000] ,Onira,2000,4(10): 37 (-38),10041-2,FALSE,holotype MBM,G.Hatschbach,46358,NA,"Mun. Anajé: Serra dos Pombos, Bahia (Brazil, Southern America)",NA,330453-2,TRUE,NA,30 May 2000,NA,NA,www.ipni.org/n/330453-2,IPNI,NA,NA,NA,NA,
Alstroemeria annapolina,Alstroemeriaceae,Alstroemeria,annapolina,Ravenna,tax_nov,spec.,FALSE,Onira 5(5): 18. 2000 [1 Dec 2000] ,Onira,2000,5(5): 18,10041-2,FALSE,holotype MBM;isotype MICH;isotype HERB. RAVENNA,"P.I.Oliveira, W.R.Anderson",451,NA,"5 km N of Anápolis, Goiás (Brazil, Southern America)",NA,330368-2,TRUE,NA,1 Dec 2000,NA,NA,www.ipni.org/n/330368-2,IPNI,NA,NA,NA,NA,
Alstroemeria aquidauanica,Alstroemeriaceae,Alstroemeria,aquidauanica,Ravenna,tax_nov,spec.,FALSE,Onira 5(8): 35 (-36). 2000 [29 Dec 2000] ,Onira,2000,5(8): 35 (-36),10041-2,FALSE,holotype MBM,G.Hatschbach,24311,NA,"Mun. Aquidauana, Mato Grosso (Brazil, Southern America)",NA,330403-2,TRUE,NA,29 Dec 2000,NA,NA,www.ipni.org/n/330403-2,IPNI,NA,NA,NA,NA,
Alstroemeria argentovittata,Alstroemeriaceae,Alstroemeria,argentovittata,Lem.,tax_nov,spec.,FALSE,Ill. Hort. 4: misc. 88. 1857 ,Ill. Hort.,1857,4: misc. 88,1202-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,330953-2,TRUE,NA,NA,NA,NA,www.ipni.org/n/330953-2,IPNI,NA,NA,NA,NA,
Alstroemeria arnicana,Alstroemeriaceae,Alstroemeria,arnicana,Ravenna,tax_nov,spec.,FALSE,Onira 5(8): 36. 2000 [29 Dec 2000] ,Onira,2000,5(8): 36,10041-2,FALSE,holotype MBM;isotype HERB. RAVENNA,"G.Hatschbach, T.P.Ramamoorthy",38142,NA,"Mun. Caldas Novas, Goiás (Brazil, Southern America)",NA,330404-2,TRUE,NA,29 Dec 2000,NA,NA,www.ipni.org/n/330404-2,IPNI,NA,NA,NA,NA,
Alstroemeria atrorubra,Alstroemeriaceae,Alstroemeria,atrorubra,Ravenna,tax_nov,spec.,FALSE,Onira 4(10): 38. 2000 [30 May 2000] ,Onira,2000,4(10): 38,10041-2,FALSE,holotype MBM;isotype HERB. RAVENNA,G.Hatschbach,33944,NA,"Mato Grosso (Brazil, Southern America)",NA,330454-2,TRUE,NA,30 May 2000,NA,NA,www.ipni.org/n/330454-2,IPNI,NA,NA,NA,NA,
Alstroemeria bahiensis,Alstroemeriaceae,Alstroemeria,bahiensis,Ravenna,tax_nov,spec.,FALSE,Onira 4(10): 37. 2000 [30 May 2000] ,Onira,2000,4(10): 37,10041-2,FALSE,holotype HERB. RAVENNA;isotype HB;isotype RB,A.P.Duarte,9216,NA,"near Morro de Chapeu, Bahia (Brazil, Southern America)",NA,330452-2,TRUE,NA,30 May 2000,NA,NA,www.ipni.org/n/330452-2,IPNI,NA,NA,NA,NA,
Alstroemeria butantanensis,Alstroemeriaceae,Alstroemeria,butantanensis,Hoehne,tax_nov,spec.,FALSE,Revista Mus. Paul. Univ. Sao Paulo 11: 485 (t. unica). 1919 ,Revista Mus. Paul. Univ. Sao Paulo,1919,11: 485 (t. unica),1573-2,FALSE,lectotype F,F.C.Hoehne,1075,NA,"Sao Paulo (Brazil, Southern America)",NA,10165-2,TRUE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1919&rft.spage=485&rft.volume=11&rft_id=http://www.biodiversitylibrary.org/bibliography/10241&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,www.ipni.org/n/10165-2,IPNI,NA,NA,NA,NA,
Alstroemeria cabralensis,Alstroemeriaceae,Alstroemeria,cabralensis,Ravenna,tax_nov,spec.,FALSE,Onira 9(4): 25 (2003). ,Onira,2003,9(4): 25 (2003),10041-2,FALSE,"holotype UB;isotype Herb. Ravenna;isotype NY;isotype Inst. Agr. do Norte, Belem",Irwin et al.,27092,7 Mar 1970,"Minas Gerais (Brazil Southeast, Brazil, Southern America)","Serra do Cabral, c. 8km W of Joaquim Felicio",50426336-2,TRUE,NA,NA,NA,NA,www.ipni.org/n/50426336-2,IPNI,NA,NA,NA,NA,
