name,family,genus,species,authors,citationType,rank,reference,publication,publicationYear,referenceCollation,publicationId,typeLocations,collectorTeam,collectionNumber,collectionDate1,distribution,locality,id,bhlLink,publicationYearNote,remarks,url,source,doi
Ruellia mattogrossensis,Acanthaceae,Ruellia,mattogrossensis,Lindau,tax_nov,spec.,Bull. Herb. Boissier 3: 362. 1895 ,Bull. Herb. Boissier,1895,3: 362,573-2,NA,NA,NA,NA,Brazil (Southern America),NA,224196-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1895&rft.spage=362&rft.volume=3&rft_id=http://www.biodiversitylibrary.org/bibliography/49730&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,www.ipni.org/n/224196-2,IPNI,NA
Ruellia phyllocalyx,Acanthaceae,Ruellia,phyllocalyx,Lindau,tax_nov,spec.,"Bull. Herb. Boissier ser. 2, 4: 320. 1904 ",Bull. Herb. Boissier,1904,"ser. 2, 4: 320",573-2,NA,NA,NA,NA,Peru &amp; Brazil,NA,224247-2,NA,NA,NA,www.ipni.org/n/224247-2,IPNI,NA
Ruellia scandens,Acanthaceae,Ruellia,scandens,Lindau,tax_nov,spec.,Notizbl. Königl. Bot. Gart. Berlin 6: 193. 1914 ,Notizbl. Königl. Bot. Gart. Berlin,1914,6: 193,3558-2,NA,NA,NA,NA,Brazil (Southern America),NA,224278-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1914&rft.spage=193&rft.volume=6&rft_id=http://www.biodiversitylibrary.org/bibliography/41384&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,www.ipni.org/n/224278-2,IPNI,NA
Ruellia simplicicaulis,Acanthaceae,Ruellia,simplicicaulis,Glaz.,tax_nov,spec.,Bull. Soc. Bot. France 58(Mém. 3f): 533. 1911 ,Bull. Soc. Bot. France,1911,58(Mém. 3f): 533,578-2,NA,NA,NA,NA,Brazil (Southern America),NA,224285-2,NA,NA,NA,www.ipni.org/n/224285-2,IPNI,NA
Staurogyne glutinosa,Acanthaceae,Staurogyne,glutinosa,Lindau,tax_nov,spec.,Bull. Herb. Boissier 5: 644. 1897 ,Bull. Herb. Boissier,1897,5: 644,573-2,NA,NA,NA,NA,Brazil (Southern America),NA,243606-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1897&rft.spage=644&rft.volume=5&rft_id=http://www.biodiversitylibrary.org/bibliography/49730&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,www.ipni.org/n/243606-2,IPNI,NA
Stenandrium ornatum,Acanthaceae,Stenandrium,ornatum,Nees,tax_nov,spec.,Prodr. [A. P. de Candolle] 11: 291. 1847 [25 Nov 1847] ,Prodr. [A. P. de Candolle],1847,11: 291,1051-2,NA,NA,NA,NA,Brazil (Southern America),NA,244520-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/161226&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,25 Nov 1847,NA,www.ipni.org/n/244520-2,IPNI,NA
Tremacanthus roberti,Acanthaceae,Tremacanthus,roberti,S.Moore,tax_nov,spec.,J. Bot. 42: 33. 1904 ,J. Bot.,1904,42: 33,678-2,NA,NA,NA,NA,Brazil (Southern America),NA,256546-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/35302327&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,www.ipni.org/n/256546-2,IPNI,NA
Dyschoriste tweedieana,Acanthaceae,Dyschoriste,tweedieana,(Nees) Kuntze,NA,Species,Revis. Gen. Pl. 2: 486 (1891),NA,1891,NA,NA,NA,NA,NA,NA,NA,NA,86415-2,NA,NA,NA,https://powo.science.kew.org/taxon/86415-2,POWO,NA
Justicia cordifolia,Acanthaceae,Justicia,cordifolia,(Rizzini) Funez & Braz,NA,Species,Phytotaxa 494: 167 (2021),NA,2021,NA,NA,NA,NA,NA,NA,NA,NA,77218278-1,NA,NA,NA,https://powo.science.kew.org/taxon/77218278-1,POWO,NA
Dianthera arvensis,Acanthaceae,Dianthera,arvensis,Vell.,NA,Species,"Fl. Flumin. 1: 12, t. 30 (1829)",NA,1829,NA,NA,NA,NA,NA,NA,NA,NA,47185-1,NA,NA,NA,https://powo.science.kew.org/taxon/47185-1,POWO,NA
Dianthera brasiliensis,Acanthaceae,Dianthera,brasiliensis,Vell.,NA,Species,"Fl. Flumin. 1: 11, t. 26 (1829)",NA,1829,NA,NA,NA,NA,NA,NA,NA,NA,47189-1,NA,NA,NA,https://powo.science.kew.org/taxon/47189-1,POWO,NA
Dianthera laeta,Acanthaceae,Dianthera,laeta,(Nees) Hiern,NA,Species,Vidensk. Meddel. Naturhist. Foren. Kjøbenhavn 1877-1878: 83 (1878),NA,1878,NA,NA,NA,NA,NA,NA,NA,NA,47249-1,NA,NA,NA,https://powo.science.kew.org/taxon/47249-1,POWO,NA
Dyschoriste hirsuta,Acanthaceae,Dyschoriste,hirsuta,(Oerst. ex Hiern) Kuntze,NA,Species,Revis. Gen. Pl. 2: 486 (1891),NA,1891,NA,NA,NA,NA,NA,NA,NA,NA,77221786-1,NA,NA,NA,https://powo.science.kew.org/taxon/77221786-1,POWO,NA
Justicia oriximinensis,Acanthaceae,Justicia,oriximinensis,F.A.Silva & Kameyama,NA,Species,Rodriguésia 73(e00522020): 28 (2022),NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,77319975-1,NA,NA,NA,https://powo.science.kew.org/taxon/77319975-1,POWO,NA
Justicia viridifavescens,Acanthaceae,Justicia,viridifavescens,Lindau,NA,Species,"Bull. Herb. Boissier, sér. 2, 4: 413 (1904)",NA,1904,NA,NA,NA,NA,NA,NA,NA,NA,133162-2,NA,NA,NA,https://powo.science.kew.org/taxon/133162-2,POWO,NA
Justicia volkeri,Acanthaceae,Justicia,volkeri,U.B.Deshmukh & Gnanasek.,NA,Species,Phytotaxa 490: 220 (2021),NA,2021,NA,NA,NA,NA,NA,NA,NA,NA,77215780-1,NA,NA,NA,https://powo.science.kew.org/taxon/77215780-1,POWO,NA
Aphelandra lasiandra,Acanthaceae,Aphelandra,lasiandra,(Mildbr.) McDade & E.A.Tripp,NA,Species,Taxon 71: 143 (2022 publ. 2021),NA,2021,NA,NA,NA,NA,NA,NA,NA,NA,77297495-1,NA,NA,NA,https://powo.science.kew.org/taxon/77297495-1,POWO,NA
Justicia cuspidulata,Acanthaceae,Justicia,cuspidulata,(Nees) Wassh.,NA,Species,Monogr. Syst. Bot. Missouri Bot. Gard. 45: 1253 (1993),NA,1993,NA,NA,NA,NA,NA,NA,NA,NA,974488-1,NA,NA,NA,https://powo.science.kew.org/taxon/974488-1,POWO,NA
Liberatia diandra,Acanthaceae,Liberatia,diandra,(Nees) Rizzini,NA,Species,"Bol. Mus. Nac. Rio de Janeiro, Bot. 8: 22 (1947)",NA,1947,NA,NA,NA,NA,NA,NA,NA,NA,139680-2,NA,NA,NA,https://powo.science.kew.org/taxon/139680-2,POWO,NA
Ruellia baikiei,Acanthaceae,Ruellia,baikiei,(Hook.) Benth. & Hook.f. ex Salomon,NA,Species,Handb. Höheren Pflanzencultur: 218 (1880),NA,1880,NA,NA,NA,NA,NA,NA,NA,NA,60473808-2,NA,NA,NA,https://powo.science.kew.org/taxon/60473808-2,POWO,NA
Ruellia villanovensis,Acanthaceae,Ruellia,villanovensis,Colla,NA,Species,Herb. Pedem. 4: 507 (1835),NA,1835,NA,NA,NA,NA,NA,NA,NA,NA,54714-1,NA,NA,NA,https://powo.science.kew.org/taxon/54714-1,POWO,NA
Ruellia wasshauseniana,Acanthaceae,Ruellia,wasshauseniana,E.A.Tripp,NA,Species,Int. J. Pl. Sci. 174: 122 (2013),NA,2013,NA,NA,NA,NA,NA,NA,NA,NA,77139683-1,NA,NA,NA,https://powo.science.kew.org/taxon/77139683-1,POWO,NA
Schaueria maximiliani,Acanthaceae,Schaueria,maximiliani,Nees,NA,Species,"C.F.P.von Martius & auct. suc. (eds.), Fl. Bras. 9: 106 (1847)",NA,1847,NA,NA,NA,NA,NA,NA,NA,NA,54960-1,NA,NA,NA,https://powo.science.kew.org/taxon/54960-1,POWO,NA
Thyrsacanthus angustissimus,Acanthaceae,Thyrsacanthus,angustissimus,(A.L.A.Côrtes & Rapini) Alcantara & M.Alves,NA,Species,Syst. Bot. 47: 182 (2022),NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,77301589-1,NA,NA,NA,https://powo.science.kew.org/taxon/77301589-1,POWO,NA
Dicliptera jujuyensis,Acanthaceae,Dicliptera,jujuyensis,Lindau ex R.E.Fr.,NA,Species,Ark. Bot. 1: 398 (1903),NA,1903,NA,NA,NA,NA,NA,NA,NA,NA,79729-2,NA,NA,NA,https://powo.science.kew.org/taxon/79729-2,POWO,NA
Justicia lilloi,Acanthaceae,Justicia,lilloi,(J.L.Lotti) C.Ezcurra,NA,Species,Fl. Prov. Jujuy 9: 349 (1993),NA,1993,NA,NA,NA,NA,NA,NA,NA,NA,988687-1,NA,NA,NA,https://powo.science.kew.org/taxon/988687-1,POWO,NA
Dianthera laevilinguis,Acanthaceae,Dianthera,laevilinguis,(Nees) Lindau,NA,Species,Beibl. Bot. Jahrb. Syst. 48: 20 (1894),NA,1894,NA,NA,NA,NA,NA,NA,NA,NA,47251-1,NA,NA,NA,https://powo.science.kew.org/taxon/47251-1,POWO,NA
