name,family,genus,species,authors,citationType,rank,reference,publication,publicationYear,referenceCollation,publicationId,typeLocations,collectorTeam,collectionNumber,collectionDate1,distribution,locality,id,publicationYearNote,remarks,url,source
Ranunculus spaniophyllus,Ranunculaceae,Ranunculus,spaniophyllus,Lourteig,tax_nov,spec.,"Mem. Soc. Ci. Nat. La Salle 16: 139, fig. 20, tab. 8. 1956 ",Mem. Soc. Ci. Nat. La Salle,1956,"16: 139, fig. 20, tab. 8",2515-2,NA,NA,NA,NA,"Amazonas (Brazil, Southern America)",NA,217650-2,NA,NA,www.ipni.org/n/217650-2,IPNI
Knowltonia assisbrasiliana,Ranunculaceae,Knowltonia,assisbrasiliana,(Kuhlm. & Porto) Christenh. & Byng,NA,Species,Global Fl. 4: 75 (2018),NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,77184462-1,NA,NA,https://powo.science.kew.org/taxon/77184462-1,POWO
Knowltonia sellowii,Ranunculaceae,Knowltonia,sellowii,(Pritz.) Christenh. & Byng,NA,Species,Global Fl. 4: 75 (2018),NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,77184431-1,NA,NA,https://powo.science.kew.org/taxon/77184431-1,POWO
Clematis acapulcensis,Ranunculaceae,Clematis,acapulcensis,Hook. & Arn.,NA,Species,Bot. Beechey Voy.: 410 (1840),NA,1840,NA,NA,NA,NA,NA,NA,NA,NA,709454-1,NA,NA,https://powo.science.kew.org/taxon/709454-1,POWO
