name,family,genus,species,authors,citationType,rank,hybrid,reference,publication,publicationYear,referenceCollation,publicationId,suppressed,typeLocations,collectorTeam,collectionNumber,collectionDate1,distribution,locality,id,inPowo,bhlLink,publicationYearNote,remarks,referenceRemarks,url,source,accepted,kingdom,snippet,fqId,images
Bougainvillea arborea,Nyctaginaceae,Bougainvillea,arborea,Glaz.,tax_nov,spec.,FALSE,Bull. Soc. Bot. France 58(Mém. 3f): 561. 1911 ,Bull. Soc. Bot. France,1911,58(Mém. 3f): 561,578-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,35439-2,TRUE,NA,NA,NA,NA,www.ipni.org/n/35439-2,IPNI,NA,NA,NA,NA,
Bougainvillea brachycarpa,Nyctaginaceae,Bougainvillea,brachycarpa,Heimerl,tax_nov,spec.,FALSE,"Bot. Jahrb. Syst. 11(1): 88, pl. 2. 1889 [2 Apr 1889] ",Bot. Jahrb. Syst.,1889,"11(1): 88, pl. 2",553-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,35441-2,TRUE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1889&rft.issue=1&rft.spage=88&rft.volume=11&rft_id=http://www.biodiversitylibrary.org/bibliography/60&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,2 Apr 1889,NA,NA,www.ipni.org/n/35441-2,IPNI,NA,NA,NA,NA,
Bougainvillea malmeana,Nyctaginaceae,Bougainvillea,malmeana,Heimerl,tax_nov,spec.,FALSE,"Denkschr. Kaiserl. Akad. Wiss., Wien. Math.-Naturwiss. Kl. 70: 119, pl. 1, fig. 1. 1900 ","Denkschr. Kaiserl. Akad. Wiss., Wien. Math.-Naturwiss. Kl.",1900,"70: 119, pl. 1, fig. 1",610-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,35456-2,TRUE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1900&rft.spage=119&rft.volume=70&rft_id=http://www.biodiversitylibrary.org/bibliography/6733&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,www.ipni.org/n/35456-2,IPNI,NA,NA,NA,NA,
Neea aeruginosa,Nyctaginaceae,Neea,aeruginosa,Standl.,tax_nov,spec.,FALSE,"Publ. Field Mus. Nat. Hist., Bot. Ser. 17: 187. 1937 ","Publ. Field Mus. Nat. Hist., Bot. Ser.",1937,17: 187,1054-2,FALSE,NA,NA,NA,NA,"Amazonas (Brazil, Southern America)",NA,167985-2,TRUE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1937&rft.spage=187&rft.volume=17&rft_id=http://www.biodiversitylibrary.org/bibliography/42246&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,www.ipni.org/n/167985-2,IPNI,NA,NA,NA,NA,
Neea bahiensis,Nyctaginaceae,Neea,bahiensis,D.S.Costa,tax_nov,spec.,FALSE,Kew Bull. 78(4): 548. 2023 [13 Oct 2023] [epublished],Kew Bull.,2023,78(4): 548,987-2,FALSE,holotype CEPEC CEPEC00044130;isotype ICN;isotype NY NY00663597,M.Sobral &amp; J.L.Hage,5734,1 Jan 1988,"Bahia (Brazil Northeast, Brazil, Southern America)","Ilhéus, Quadra D do CEPEC",77323749-1,TRUE,NA,13 Oct 2023,doi:10.1007/s12225-023-10126-8,[epublished],www.ipni.org/n/77323749-1,IPNI,NA,NA,NA,NA,
Neea cauliflora,Nyctaginaceae,Neea,cauliflora,Heimerl,tax_nov,spec.,FALSE,"Nat. Pflanzenfam., ed. 2 [Engler & Prantl] 16c: 129. 1934 Without Latin diagnosis","Nat. Pflanzenfam., ed. 2 [Engler & Prantl]",1934,16c: 129,14496-2,FALSE,NA,NA,NA,NA,"x, Amazonas (Brazil, Southern America)",NA,167993-2,TRUE,NA,NA,NA,Without Latin diagnosis,www.ipni.org/n/167993-2,IPNI,NA,NA,NA,NA,
Neea glaziovii,Nyctaginaceae,Neea,glaziovii,Heimerl,tax_nov,spec.,FALSE,Bull. Soc. Bot. France 58(Mém. 3f): 562. 1911 ,Bull. Soc. Bot. France,1911,58(Mém. 3f): 562,578-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,168013-2,FALSE,NA,NA,NA,NA,www.ipni.org/n/168013-2,IPNI,NA,NA,NA,NA,
Neea glomeruliflora,Nyctaginaceae,Neea,glomeruliflora,Heimerl,tax_nov,spec.,FALSE,Notizbl. Königl. Bot. Gart. Berlin 6: 126. 1914 ,Notizbl. Königl. Bot. Gart. Berlin,1914,6: 126,3558-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,168014-2,TRUE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1914&rft.spage=126&rft.volume=6&rft_id=http://www.biodiversitylibrary.org/bibliography/41384&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,www.ipni.org/n/168014-2,IPNI,NA,NA,NA,NA,
Neea krukovii,Nyctaginaceae,Neea,krukovii,Standl.,tax_nov,spec.,FALSE,"Publ. Field Mus. Nat. Hist., Bot. Ser. 17: 188. 1937 ","Publ. Field Mus. Nat. Hist., Bot. Ser.",1937,17: 188,1054-2,FALSE,NA,NA,NA,NA,"Amazonas (Brazil, Southern America)",NA,168022-2,TRUE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1937&rft.spage=188&rft.volume=17&rft_id=http://www.biodiversitylibrary.org/bibliography/42246&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,www.ipni.org/n/168022-2,IPNI,NA,NA,NA,NA,
Neea manaosensis,Nyctaginaceae,Neea,manaosensis,D.S.Costa & C.A.S.Bat.,tax_nov,spec.,FALSE,Kew Bull. 78(4): 552. 2023 [13 Oct 2023] [epublished],Kew Bull.,2023,78(4): 552,987-2,FALSE,holotype INPA,J.E.L.S.Ribeiro &amp; E.C.Pereira,1570,20 Mar 1995,"Amazonas (Brazil North, Brazil, Southern America)","Reserva Florestal Ducke, Manaus-Itacoatiara, km 26",77326239-1,TRUE,NA,13 Oct 2023,"doi:10.1007/s12225-023-10126-8 Etymology: The specific epithet refers to the municipality of Manaus, where the holotype was collected.",[epublished],www.ipni.org/n/77326239-1,IPNI,NA,NA,NA,NA,
