name,family,genus,species,authors,citationType,rank,hybrid,reference,publication,publicationYear,referenceCollation,publicationId,suppressed,typeLocations,collectorTeam,collectionNumber,collectionDate1,distribution,locality,id,inPowo,bhlLink,publicationYearNote,remarks,referenceRemarks,url,source,accepted,kingdom,snippet,fqId,images
Canella axillaris,Canellaceae,Canella,axillaris,Nees,tax_nov,spec.,FALSE,Flora 4(no. 19): 298. 1821 [21 Mai 1821] ,Flora,1821,4(no. 19): 298,648-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,77339314-1,FALSE,NA,21 Mai 1821,NA,NA,www.ipni.org/n/77339314-1,IPNI,NA,NA,NA,NA,
Capsicodendron pimenteira,Canellaceae,Capsicodendron,pimenteira,Hoehne,tax_nov,spec.,FALSE,"Ostenia 294, pls. 1-3. 1933 ",Ostenia,1933,"294, pls. 1-3",1460-2,FALSE,NA,NA,NA,NA,"Sao Paulo (Brazil, Southern America)",NA,44840-2,TRUE,NA,NA,NA,NA,www.ipni.org/n/44840-2,IPNI,NA,NA,NA,NA,
