accepted,author,kingdom,family,name,rank,snippet,url,fqId,images,source,authors,publishingAuthor,authorTeam,genus,species,citationType,distribution,hybrid,hybridGenus,inPowo,linkedPublication,publication,publicationYear,publicationYearNote,referenceCollation,publicationId,recordType,reference,suppressed,topCopy,version,id,wfoId,hasNomenclaturalNotes,hasExternalLinks,hasTypeData,hasOriginalData,hasLinks,bhlLink,collectionNumber,collectorTeam,pageAsText,typeLocations,remarks,referenceRemarks,collectionDate1,locality,typeCoordinates,originalRemarks,bibliographicReference,typeChosenBy,typeRemarks,nameStatus,nameStatusType,originalTaxonDistribution,typeNote,bibliographicTypeInfo,typeName,collectionDate2,originalBasionymAuthorTeam,originalHybridParentage,basionymAuthorStr,otherLinks,nameStatusBotCode,basionymStr,basionymId
NA,NA,NA,Myrtaceae,Eugenia seriato-ramosa,spec.,NA,/n/99005-2,urn:lsid:ipni.org:names:99005-2,,IPNI,Kiaersk.,Kiaersk.,,Eugenia,seriato-ramosa,tax. nov.,"Rio de Janeiro (Brazil, Southern America)",FALSE,FALSE,TRUE,,Enum. Myrt. Bras.,1893,NA,"170, tab. 23g",14271-2,citation,"Enum. Myrt. Bras. 170, tab. 23g. 1893 Warming, Symb. Fl. Brasil. Cogn. pt. 39",FALSE,TRUE,1.3,99005-2,wfo-0000959032,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"Warming, Symb. Fl. Brasil. Cogn. pt. 39",NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,Myrtaceae,Eugenia tenui-pedunculata,spec.,NA,/n/99112-2,urn:lsid:ipni.org:names:99112-2,,IPNI,Kiaersk.,Kiaersk.,,Eugenia,tenui-pedunculata,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Enum. Myrt. Bras.,1893,NA,"131, pl. 21, fig. g",14271-2,citation,"Enum. Myrt. Bras. 131, pl. 21, fig. g. 1893 ",FALSE,TRUE,1.3,99112-2,wfo-0000959278,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,Myrtaceae,Marlierea leal-costae,spec.,NA,/n/991727-1,urn:lsid:ipni.org:names:991727-1,,IPNI,G.M.Barroso & Peixoto,G.M.Barroso & Peixoto,,Marlierea,leal-costae,tax. nov.,Brazil Northeast (Bahia).,FALSE,FALSE,TRUE,,Revista Brasil. Bot.,1995,1995,18(1): 105 (1995),2800-2,citation,Revista Brasil. Bot. 18(1): 105 (1995). ,FALSE,TRUE,1.5,991727-1,wfo-0000236437,FALSE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,Brazil Northeast (Bahia).,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,Myrtaceae,Myrciaria spirito-sanctensis,spec.,NA,/n/957768-1,urn:lsid:ipni.org:names:957768-1,,IPNI,Mattos,Mattos,,Myrciaria,spirito-sanctensis,tax. nov.,Brazil.,FALSE,FALSE,TRUE,,Loefgrenia,1976,1976,51: 3 (1976),994-2,citation,Loefgrenia 51: 3 (1976). ,FALSE,TRUE,1.4,957768-1,wfo-0000248172,FALSE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,Brazil.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,Myrtaceae,Myrcia adpresse-pilosa,spec.,NA,/n/165531-2,urn:lsid:ipni.org:names:165531-2,,IPNI,Kiaersk.,Kiaersk.,,Myrcia,adpresse-pilosa,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Enum. Myrt. Bras.,1893,NA,"75, pl. 5, fig. d",14271-2,citation,"Enum. Myrt. Bras. 75, pl. 5, fig. d. 1893 ",FALSE,TRUE,1.3,165531-2,wfo-0000247209,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,Myrtaceae,Myrcia cymoso-paniculata,spec.,NA,/n/165659-2,urn:lsid:ipni.org:names:165659-2,,IPNI,Kiaersk.,Kiaersk.,,Myrcia,cymoso-paniculata,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Enum. Myrt. Bras.,1893,NA,"90, pl. 9, fig. a",14271-2,citation,"Enum. Myrt. Bras. 90, pl. 9, fig. a. 1893 ",FALSE,TRUE,1.4,165659-2,wfo-0000247379,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,Onagraceae,Fuchsia santos-limae,spec.,NA,/n/106276-2,urn:lsid:ipni.org:names:106276-2,,IPNI,Brade,Brade,,Fuchsia,santos-limae,tax. nov.,"Rio de Janeiro (Brazil, Southern America)",FALSE,FALSE,TRUE,,Arch. Jard. Bot. Rio de Janeiro,1957,NA,"15: 10, tab. 2",848-2,citation,"Arch. Jard. Bot. Rio de Janeiro 15: 10, tab. 2. 1957 ",FALSE,TRUE,1.5,106276-2,wfo-0000692890,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,Orchidaceae,Dichaea saraca-taquerensis,spec.,NA,/n/77150136-1,urn:lsid:ipni.org:names:77150136-1,,IPNI,Campacci & J.B.F.Silva,Campacci & J.B.F.Silva,,Dichaea,saraca-taquerensis,tax. nov.,"Pará (Brazil North, Brazil, Southern America)",FALSE,FALSE,TRUE,,Colet. Orquídeas Brasil.,2015,20 Apr 2015,11: 410,20004826-2,citation,Colet. Orquídeas Brasil. 11: 410. 2015 [20 Apr 2015] ,FALSE,TRUE,1.1,77150136-1,wfo-0001343665,FALSE,TRUE,TRUE,FALSE,FALSE,NA,JBFdaSilva 2163,João Batista Fernandes da Silva,NA,holotype MG,NA,NA,Apr 2009,"Oriximiná, 40 m",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,Orchidaceae,Habenaria campos-portoi,spec.,NA,/n/116314-2,urn:lsid:ipni.org:names:116314-2,,IPNI,Schltr.,Schltr.,,Habenaria,campos-portoi,tax. nov.,"Rio de Janeiro (Brazil, Southern America)",FALSE,FALSE,TRUE,,Repert. Spec. Nov. Regni Veg.,1930,NA,27: 296,788-2,citation,Repert. Spec. Nov. Regni Veg. 27: 296. 1930 ,FALSE,TRUE,1.2.2.1.1.1,116314-2,wfo-0000977298,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1930&rft.spage=296&rft.volume=27&rft_id=http://www.biodiversitylibrary.org/bibliography/276&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,Orchidaceae,Habenaria curti-bradei,spec.,NA,/n/116339-2,urn:lsid:ipni.org:names:116339-2,,IPNI,Hoehne,Hoehne,,Habenaria,curti-bradei,tax. nov.,"Sao Paulo (Brazil, Southern America)",FALSE,FALSE,TRUE,,Bot. Jahrb. Syst.,1937,14 Apr 1937,"68(2-3): 130, pl. 15",553-2,citation,"Bot. Jahrb. Syst. 68(2-3): 130, pl. 15. 1937 [14 Apr 1937] ",FALSE,TRUE,1.2.2.1.1.2,116339-2,wfo-0000977438,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1937&rft.spage=130&rft.volume=68&rft_id=http://www.biodiversitylibrary.org/bibliography/60&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,Piperaceae,Ottonia santa-annae,spec.,NA,/n/177465-2,urn:lsid:ipni.org:names:177465-2,,IPNI,Trel.,Trel.,,Ottonia,santa-annae,tax. nov.,"Sao Paulo (Brazil, Southern America)",FALSE,FALSE,FALSE,,Proc. Amer. Philos. Soc.,1935,NA,75: 713,8208-2,citation,Proc. Amer. Philos. Soc. 75: 713. 1935 ,FALSE,TRUE,1.2,177465-2,wfo-0001266336,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1935&rft.spage=713&rft.volume=75&rft_id=http://www.biodiversitylibrary.org/bibliography/7023&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,Piperaceae,Ottonia santa-ludoviciana,spec.,NA,/n/177466-2,urn:lsid:ipni.org:names:177466-2,,IPNI,Trel.,Trel.,,Ottonia,santa-ludoviciana,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Proc. Amer. Philos. Soc.,1935,NA,75: 714,8208-2,citation,Proc. Amer. Philos. Soc. 75: 714. 1935 ,FALSE,TRUE,1.3,177466-2,wfo-0000386902,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1935&rft.spage=714&rft.volume=75&rft_id=http://www.biodiversitylibrary.org/bibliography/7023&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,Piperaceae,Ottonia santa-ritana,spec.,NA,/n/177467-2,urn:lsid:ipni.org:names:177467-2,,IPNI,Trel.,Trel.,,Ottonia,santa-ritana,tax. nov.,"Minas Gerais (Brazil, Southern America)",FALSE,FALSE,TRUE,,Proc. Amer. Philos. Soc.,1935,NA,75: 714,8208-2,citation,Proc. Amer. Philos. Soc. 75: 714. 1935 ,FALSE,TRUE,1.3,177467-2,wfo-0000386901,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1935&rft.spage=714&rft.volume=75&rft_id=http://www.biodiversitylibrary.org/bibliography/7023&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,Piperaceae,Piper santa-barbaranum,spec.,NA,/n/199101-2,urn:lsid:ipni.org:names:199101-2,,IPNI,Trel. in Standl.,Trel. in Standl.,,Piper,santa-barbaranum,tax. nov.,"Minas Gerais (Brazil, Southern America)",FALSE,FALSE,TRUE,,"Publ. Field Mus. Nat. Hist., Bot. Ser.",1940,NA,"22, no. 1: 11",1054-2,citation,"Publ. Field Mus. Nat. Hist., Bot. Ser. 22, no. 1: 11. 1940 ",FALSE,TRUE,1.4,199101-2,wfo-0001094465,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,Poaceae,Paspalum carinato-vaginatum,spec.,NA,/n/184199-2,urn:lsid:ipni.org:names:184199-2,,IPNI,Mez,Mez,,Paspalum,carinato-vaginatum,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Repert. Spec. Nov. Regni Veg.,1917,NA,15: 31,788-2,citation,Repert. Spec. Nov. Regni Veg. 15: 31. 1917 ,FALSE,TRUE,1.4,184199-2,wfo-0000887395,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/244122&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,244122,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,Polygonaceae,Bilderdykia alfonsi-joannis,spec.,NA,/n/33087-2,urn:lsid:ipni.org:names:33087-2,,IPNI,Reitz,Reitz,,Bilderdykia,alfonsi-joannis,tax. nov.,"Santa Catarina (Brazil, Southern America)",FALSE,FALSE,FALSE,,Anais Bot. Herb. Barbosa Rodrigues,1952,NA,"4: 31, tab. 9",3877-2,citation,"Anais Bot. Herb. Barbosa Rodrigues 4: 31, tab. 9. 1952 ",FALSE,TRUE,1.2,33087-2,NA,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,Portulacaceae,Portulaca saxi-sacchari,spec.,NA,/n/208694-2,urn:lsid:ipni.org:names:208694-2,,IPNI,Poelln.,Poelln.,,Portulaca,saxi-sacchari,tax. nov.,"Rio de Janeiro (Brazil, Southern America)",FALSE,FALSE,TRUE,,Repert. Spec. Nov. Regni Veg.,1940,NA,49: 210,788-2,citation,Repert. Spec. Nov. Regni Veg. 49: 210. 1940 ,FALSE,TRUE,1.2,208694-2,wfo-0001265187,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1940&rft.spage=210&rft.volume=49&rft_id=http://www.biodiversitylibrary.org/bibliography/276&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,Rapateaceae,Saxo-fridericia inermis,spec.,NA,/n/228701-2,urn:lsid:ipni.org:names:228701-2,,IPNI,Ducke,Ducke,,Saxo-fridericia,inermis,tax. nov.,"Amazonas (Brazil, Southern America)",FALSE,FALSE,TRUE,,Arq. Inst. Biol. Veg.,1938,Jun 1938,4(1): 1,851-2,citation,Arq. Inst. Biol. Veg. 4(1): 1. 1938 [Jun 1938] ,FALSE,TRUE,1.5,228701-2,wfo-0000525065,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1938&rft.issue=1&rft.spage=1&rft.volume=4&rft_id=http://www.biodiversitylibrary.org/bibliography/115964&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,Rubiaceae,Relbunium nigro-ramosum,spec.,NA,/n/218516-2,urn:lsid:ipni.org:names:218516-2,,IPNI,Ehrend.,Ehrend.,,Relbunium,nigro-ramosum,tax. nov.,"Brazil, Paraguay, Argentina",FALSE,FALSE,TRUE,,Bot. Jahrb. Syst.,1955,Aug 1955,76(4): 529,553-2,citation,Bot. Jahrb. Syst. 76(4): 529. 1955 [Aug 1955] ,FALSE,TRUE,1.4,218516-2,wfo-0000295397,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1955&rft.issue=4&rft.spage=529&rft.volume=76&rft_id=http://www.biodiversitylibrary.org/bibliography/60&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,Sapindaceae,Casimira hetero-alata,spec.,NA,/n/251888-2,urn:lsid:ipni.org:names:251888-2,,IPNI,Kralik,Kralik,,Casimira,hetero-alata,tax. nov.,Brazil (Southern America),FALSE,FALSE,FALSE,,"Denkschr. Kaiserl. Akad. Wiss., Wien. Math.-Naturwiss. Kl.",1908,NA,79: 277,610-2,citation,"Denkschr. Kaiserl. Akad. Wiss., Wien. Math.-Naturwiss. Kl. 79: 277. 1908 ",FALSE,TRUE,1.3,251888-2,wfo-0001351397,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1908&rft.spage=277&rft.volume=79&rft_id=http://www.biodiversitylibrary.org/bibliography/6733&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,Velloziaceae,Barbacenia burle-marxii,spec.,NA,/n/29349-2,urn:lsid:ipni.org:names:29349-2,,IPNI,L.B.Sm. & Ayensu,L.B.Sm. & Ayensu,,Barbacenia,burle-marxii,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Smithsonian Contr. Bot.,1976,NA,"no. 30: 15 (-16), pl. 7, 31 a, b",1335-2,citation,"Smithsonian Contr. Bot. no. 30: 15 (-16), pl. 7, 31 a, b. 1976 ",FALSE,TRUE,1.3,29349-2,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,16014," E.S.Ayensu,Lyman B.Smith",NA,holotype US,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,Vitaceae,Cissus terete-caulis,spec.,NA,/n/59387-2,urn:lsid:ipni.org:names:59387-2,,IPNI,Larrañaga,Larrañaga,,Cissus,terete-caulis,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Escritos Damaso Antonio Larranaga,1922,NA,1: 411,1322-2,citation,Escritos Damaso Antonio Larranaga 1: 411. 1922 Pub. Inst. Hist. Geog. Uruguay,FALSE,TRUE,1.1.1.2,59387-2,wfo-0000606945,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,Pub. Inst. Hist. Geog. Uruguay,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,Vochysiaceae,Callisthene elisha-florae,spec.,NA,/n/60466411-2,urn:lsid:ipni.org:names:60466411-2,,IPNI,Duarte,Duarte,,Callisthene,elisha-florae,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Bol. Mus. Hist. Nat. Univ. Fed. Minas Gerais,1968,Oct 1968,"1: 16, fig. 5",16544-2,citation,"Bol. Mus. Hist. Nat. Univ. Fed. Minas Gerais 1: 16, fig. 5. 1968 [Oct 1968] ",FALSE,TRUE,1.2,60466411-2,wfo-0000580694,FALSE,TRUE,TRUE,FALSE,FALSE,NA,9509,A. P. Duarte,NA,holotype RB?,"Eponymy: late Ms. Elisha Flora Wanderley Duarte, daughter of the author",NA,25 Oct 1965,"beside the road then being built between Sao Domingos, Goais and Barreiras, Bahia, Chapada do Alto da Serra das Divisoes",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
