accepted,author,kingdom,family,name,rank,snippet,url,fqId,images,source,genus,species,authors,citationType,hybrid,reference,publication,publicationYear,referenceCollation,publicationId,suppressed,typeLocations,collectorTeam,collectionNumber,collectionDate1,distribution,locality,id,inPowo,bhlLink,publicationYearNote,remarks,referenceRemarks
TRUE,(Wawra) L.G.Lohmann,Plantae,Bignoniaceae,Adenocalymma imperatoris-maximilianii,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:77141924-1,urn:lsid:ipni.org:names:77141924-1,,POWO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,(J.I.M.Melo) J.I.M.Melo,Plantae,Boraginaceae,Myriopus andrade-limae,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:77216059-1,urn:lsid:ipni.org:names:77216059-1,,POWO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,(P.J.Braun & Esteves) Forzza,Plantae,Bromeliaceae,Dyckia josinoi-narcisae,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:77221574-1,urn:lsid:ipni.org:names:77221574-1,,POWO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,L.B.Sm.,Plantae,Bromeliaceae,Dyckia marnier-lapostollei,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:86295-2,urn:lsid:ipni.org:names:86295-2,,POWO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,Leme & Forzza,Plantae,Bromeliaceae,Encholirium eddie-estevesii,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:328934-2,urn:lsid:ipni.org:names:328934-2,,POWO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,E.Pereira & Leme,Plantae,Bromeliaceae,Aechmea roberto-anselmoi,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:271753-2,urn:lsid:ipni.org:names:271753-2,,POWO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,(Leme) J.R.Grant,Plantae,Bromeliaceae,Alcantarea burle-marxii,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:991833-1,urn:lsid:ipni.org:names:991833-1,,POWO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,Leme,Plantae,Bromeliaceae,Alcantarea roberto-kautskyi,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:318704-2,urn:lsid:ipni.org:names:318704-2,,POWO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,"P.J.Braun, Esteves & Scharf",Plantae,Bromeliaceae,Dyckia joanae-marcioi,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:77091507-1,urn:lsid:ipni.org:names:77091507-1,,POWO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,L.B.Sm.,Plantae,Bromeliaceae,Dyckia mello-barretoi,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:86296-2,urn:lsid:ipni.org:names:86296-2,,POWO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,(L.B.Sm.) Leme,Plantae,Bromeliaceae,Nidularium campos-portoi,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:1016710-1,urn:lsid:ipni.org:names:1016710-1,,POWO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,Wawra,Plantae,Bromeliaceae,Nidularium ferdinando-coburgii,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:123669-1,urn:lsid:ipni.org:names:123669-1,,POWO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,Leme & L.Kollmann,Plantae,Bromeliaceae,Orthophytum teofilo-otonense,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:77111980-1,urn:lsid:ipni.org:names:77111980-1,,POWO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,Braga & Sucre,Plantae,Bromeliaceae,Pitcairnia burle-marxii,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:200237-2,urn:lsid:ipni.org:names:200237-2,,POWO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,"(Leme) Leme, S.Heller & Zizka",Plantae,Bromeliaceae,Rokautskyia roberto-kautskyi,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:77176562-1,urn:lsid:ipni.org:names:77176562-1,,POWO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,E.Pereira & I.A.Penna,Plantae,Bromeliaceae,Vriesea correia-arauji,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:266588-2,urn:lsid:ipni.org:names:266588-2,,POWO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,L.B.Sm.,Plantae,Bromeliaceae,Vriesea segadas-viannae,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:267518-2,urn:lsid:ipni.org:names:267518-2,,POWO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,Reitz,Plantae,Bromeliaceae,Billbergia alfonsi-joannis,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:122030-1,urn:lsid:ipni.org:names:122030-1,,POWO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,Leme,Plantae,Bromeliaceae,Nidularium campo-alegrensis,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:976964-1,urn:lsid:ipni.org:names:976964-1,,POWO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,Esteves,Plantae,Cactaceae,Cereus pierre-braunianus,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:329507-2,urn:lsid:ipni.org:names:329507-2,,POWO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,P.J.Braun,Plantae,Cactaceae,Discocactus fariae-peresii,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:60471955-2,urn:lsid:ipni.org:names:60471955-2,,POWO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,Buining & Brederoo,Plantae,Cactaceae,Micranthocereus auri-azureus,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:160088-2,urn:lsid:ipni.org:names:160088-2,,POWO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,Kük.,Plantae,Cyperaceae,Cyperus cornelii-ostenii,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:74572-2,urn:lsid:ipni.org:names:74572-2,,POWO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,Silveira,Plantae,Eriocaulaceae,Paepalanthus milho-verdensis,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:180458-2,urn:lsid:ipni.org:names:180458-2,,POWO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,Müll.Arg.,Plantae,Euphorbiaceae,Croton novi-friburgi,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:343094-1,urn:lsid:ipni.org:names:343094-1,,POWO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,Taub.,Plantae,Fabaceae,Camptosema sanctae-barbarae,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:483526-1,urn:lsid:ipni.org:names:483526-1,,POWO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,"(Brandão) D.B.O.S.Cardoso, Filardi & H.C.Lima",Plantae,Fabaceae,Ctenodon laca-buendianus,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:77215951-1,urn:lsid:ipni.org:names:77215951-1,,POWO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,(Cuatrec.) K.Wurdack & Zartman,Plantae,Humiriaceae,Vantanea spiritu-sancti,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:77198711-1,urn:lsid:ipni.org:names:77198711-1,,POWO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,(A.Gil & M.C.E.Amaral) Govaerts,Plantae,Iridaceae,Trimezia sancti-vicentei,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:77205576-1,urn:lsid:ipni.org:names:77205576-1,,POWO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,(Meisn.) Taub. ex Mez,Plantae,Lauraceae,Mezilaurus ita-uba,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:158649-2,urn:lsid:ipni.org:names:158649-2,,POWO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,Krukoff & Barneby,Plantae,Loganiaceae,Strychnos romeu-belenii,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:247347-2,urn:lsid:ipni.org:names:247347-2,,POWO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,(Brade) Bochorny & R.Goldenb.,Plantae,Melastomataceae,Huberia souza-limae,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:77201625-1,urn:lsid:ipni.org:names:77201625-1,,POWO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,(Brade) R.Goldenb.,Plantae,Melastomataceae,Miconia santos-limae,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:77207625-1,urn:lsid:ipni.org:names:77207625-1,,POWO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,(Markgr.) Versiane & R.Romero,Plantae,Melastomataceae,Microlicia mello-barretoi,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:77219824-1,urn:lsid:ipni.org:names:77219824-1,,POWO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,(Brade) P.J.F.Guim. & Michelang.,Plantae,Melastomataceae,Pleroma mello-barretoi,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:77206375-1,urn:lsid:ipni.org:names:77206375-1,,POWO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,Feliz & J.M.A.Braga,Plantae,Menispermaceae,Abuta alto-macahensis,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:77303166-1,urn:lsid:ipni.org:names:77303166-1,,POWO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,Kiaersk.,Plantae,Myrtaceae,Eugenia villae-novae,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:596332-1,urn:lsid:ipni.org:names:596332-1,,POWO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,(Mattos) Mattos,Plantae,Myrtaceae,Plinia spirito-sanctensis,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:1004314-1,urn:lsid:ipni.org:names:1004314-1,,POWO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,Schwacke,Plantae,Ochnaceae,Quiina magallano-gomesii,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:216660-2,urn:lsid:ipni.org:names:216660-2,,POWO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,(Hoehne) F.Barros & L.R.S.Guim.,Plantae,Orchidaceae,Acianthera per-dusenii,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:77114882-1,urn:lsid:ipni.org:names:77114882-1,,POWO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,Hoehne,Plantae,Orchidaceae,Cleistes gert-hatschbachiana,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:60134-2,urn:lsid:ipni.org:names:60134-2,,POWO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,U.L.C.Ferreira & R.M.C.Filho,Plantae,Orchidaceae,Catasetum × santo-antoniense,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:77195725-1,urn:lsid:ipni.org:names:77195725-1,,POWO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,Hoehne,Plantae,Orchidaceae,Habenaria st-simonenis,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:77176859-1,urn:lsid:ipni.org:names:77176859-1,,POWO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,Chiron & V.P.Castro,Plantae,Orchidaceae,Bulbophyllum uhl-gabrielianum,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:77098217-1,urn:lsid:ipni.org:names:77098217-1,,POWO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,(Pabst) J.M.H.Shaw,Plantae,Orchidaceae,Cattleya × espirito-santensis,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:77165706-1,urn:lsid:ipni.org:names:77165706-1,,POWO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,(Pabst) Van den Berg,Plantae,Orchidaceae,Cattleya × gerhard-santosii,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:77114817-1,urn:lsid:ipni.org:names:77114817-1,,POWO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,Porto & Brade,Plantae,Orchidaceae,Centroglossa nunes-limae,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:51439-2,urn:lsid:ipni.org:names:51439-2,,POWO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,Pabst,Plantae,Orchidaceae,Epidendrum welsii-windischii,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:92347-2,urn:lsid:ipni.org:names:92347-2,,POWO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,Pabst,Plantae,Orchidaceae,Maxillaria spiritu-sanctensis,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:155294-2,urn:lsid:ipni.org:names:155294-2,,POWO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,Brandbyge,Plantae,Polygonaceae,Triplaris mato-grossensis,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:286410-2,urn:lsid:ipni.org:names:286410-2,,POWO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,(Aubrév. & Pellegr.) W.A.Rodrigues,Plantae,Sapotaceae,Ragala ucuquirana-branca,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:216829-2,urn:lsid:ipni.org:names:216829-2,,POWO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,Nevling,Plantae,Thymelaeaceae,Daphnopsis sanctae-teresae,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:76750-2,urn:lsid:ipni.org:names:76750-2,,POWO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,L.B.Sm.,Plantae,Velloziaceae,Vellozia grao-mogulensis,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:860682-1,urn:lsid:ipni.org:names:860682-1,,POWO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,Paula,Plantae,Vochysiaceae,Erisma djalma-batistae,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:95995-2,urn:lsid:ipni.org:names:95995-2,,POWO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,Szyszyl. ex Beck,Plantae,Xyridaceae,Xyris augusto-coburgi,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:871343-1,urn:lsid:ipni.org:names:871343-1,,POWO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
