family,genus,species,taxon_name,authors,scientific_name,status,accepted_name,reference,hybrid,distribution,native_to_botanical_countries,introduced_to_country,introduced_to_botanical_countries,kew_id,url,source,publicationYear,citation_type
Plantaginaceae,Bacopa,pennellii,Bacopa_pennellii,G.M.Barroso & Ichaso,Bacopa pennellii G.M.Barroso & Ichaso,Accepted,NA,Rodriguésia 27: 95 (1974),FALSE,Brazil,Brazil North,unknown,unknown,28351-2,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:28351-2,POWO,1974,taxon_novo
Plantaginaceae,Bacopa,semiserrata,Bacopa_semiserrata,(Schrank) B.L.Rob.,Bacopa semiserrata (Schrank) B.L.Rob.,Accepted,NA,Proc. Amer. Acad. Arts 44: 614 (1909),FALSE,"Brazil, Paraguay","Brazil South, Paraguay",unknown,unknown,28365-2,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:28365-2,POWO,1909,comb_nova
Plantaginaceae,Basistemon,pulchellus,Basistemon_pulchellus,(S.Moore) Barringer,Basistemon pulchellus (S.Moore) Barringer,Accepted,NA,Syst. Bot. 10: 130 (1985),FALSE,"Bolivia, Brazil","Bolivia, Brazil West-Central",unknown,unknown,273134-2,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:273134-2,POWO,1985,comb_nova
Plantaginaceae,Benjaminia,reflexa,Benjaminia_reflexa,(Benth.) D'Arcy,Benjaminia reflexa (Benth.) D'Arcy,Accepted,NA,Ann. Missouri Bot. Gard. 66: 194 (1979),FALSE,"Belize, Bolivia, Brazil, Colombia, Costa Rica, Cuba, French Guiana, Guatemala, Guyana, Honduras, Mexico, Nicaragua, Panama, Suriname, Trinidad-Tobago, Venezuela","Belize, Bolivia, Brazil North, Brazil Northeast, Brazil Southeast, Brazil West-Central, Colombia, Costa Rica, Cuba, French Guiana, Guatemala, Guyana, Honduras, Mexico Gulf, Mexico Southeast, Nicaragua, Panama, Suriname, Trinidad-Tobago, Venezuela",unknown,unknown,31242-2,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:31242-2,POWO,1979,comb_nova
Plantaginaceae,Chodaphyton,ericifolium,Chodaphyton_ericifolium,(Kuntze) Minod,Chodaphyton ericifolium (Kuntze) Minod,Accepted,NA,"Bull. Soc. Bot. Genève, sér. 2, 10: 236 (1918)",FALSE,"Argentina, Brazil, Paraguay","Argentina Northeast, Argentina Northwest, Brazil West-Central, Paraguay",unknown,unknown,57036-2,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:57036-2,POWO,1918,comb_nova
Plantaginaceae,Limosella,australis,Limosella_australis,R.Br.,Limosella australis R.Br.,Accepted,NA,Prodr. Fl. Nov. Holland.: 443 (1810),FALSE,"Antipodean Is., Argentina, Australia, Bolivia, Brazil, Canada, Chile, Colombia, Crozet Is., Dominican Republic, Ecuador, Falkland Islands, French Southern Territories, Gulf of Guinea Is., Malawi, Marion-Prince Edward, New Zealand, Peru, Quebec, Rhode I., South Africa, United Kingdom, United States, Zimbabwe","Antipodean Is., Argentina Northeast, Argentina Northwest, Argentina South, Bolivia, Brazil South, Cape Provinces, Chile Central, Chile North, Chile South, Colombia, Connecticut, Crozet Is., Dominican Republic, Ecuador, Falkland Is., Great Britain, Gulf of Guinea Is., Kerguelen, Labrador, Maine, Malawi, Marion-Prince Edward, Maryland, Massachusetts, New Brunswick, New Hampshire, New Jersey, New South Wales, New York, New Zealand North, New Zealand South, Newfoundland, North Carolina, Northern Territory, Nova Scotia, Pennsylvania, Peru, Prince Edward I., Queensland, Quebec, Rhode I., South Australia, Tasmania, Victoria, Virginia, Western Australia, Zimbabwe",unknown,unknown,329497-2,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:329497-2,POWO,1810,taxon_novo
Plantaginaceae,Plantago,campestris,Plantago_campestris,Hassemer,Plantago campestris Hassemer,Accepted,NA,PeerJ 9(e11848): 4 (2021),FALSE,Brazil,Brazil South,unknown,unknown,77218209-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:77218209-1,POWO,2021,taxon_novo
Plantaginaceae,Scoparia,plebeia,Scoparia_plebeia,Cham. & Schltdl.,Scoparia plebeia Cham. & Schltdl.,Accepted,NA,Linnaea 2: 605 (1827),FALSE,"Argentina, Bolivia, Brazil, Paraguay, Uruguay","Argentina Northeast, Argentina Northwest, Bolivia, Brazil South, Paraguay, Uruguay",unknown,unknown,809001-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:809001-1,POWO,1827,taxon_novo
