family,genus,species,taxon_name,authors,scientific_name,reference,hybrid,distribution,native_to_botanical_countries,introduced_to_country,introduced_to_botanical_countries,kew_id,url,source,publicationYear,citation_type,status
Anisophylleaceae,Anisophyllea,guianensis,Anisophyllea_guianensis,Sandwith,Anisophyllea guianensis Sandwith,Kew Bull. 7: 305 (1952),FALSE,"Brazil, Guyana","Brazil North, Guyana",unknown,unknown,14077-2,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:14077-2,POWO,1952,taxon_novo,Accepted
