family,genus,species,author,accepted,kingdom,name,rank,snippet,url,fqId,images
Aristolochiaceae,Aristolochia,constricta,Griseb.,TRUE,Plantae,Aristolochia_constricta,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:92853-1,urn:lsid:ipni.org:names:92853-1,
Asparagaceae,Furcraea,stricta,Jacobi,TRUE,Plantae,Furcraea_stricta,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:64456-1,urn:lsid:ipni.org:names:64456-1,
Asparagaceae,Oziroe,argentinensis,(Lillo & Hauman) Speta,TRUE,Plantae,Oziroe_argentinensis,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:1003372-1,urn:lsid:ipni.org:names:1003372-1,
Asteraceae,Achyrocline,mathiolifolia,DC.,TRUE,Plantae,Achyrocline_mathiolifolia,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:174397-1,urn:lsid:ipni.org:names:174397-1,
Asteraceae,Baccharis,muelleri,Baker,TRUE,Plantae,Baccharis_muelleri,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:183491-1,urn:lsid:ipni.org:names:183491-1,
Asteraceae,Baccharis,tenuiptera,Deble,TRUE,Plantae,Baccharis_tenuiptera,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:60452887-2,urn:lsid:ipni.org:names:60452887-2,
Asteraceae,Delairea,aparadensis,Funez & Hassemer,TRUE,Plantae,Delairea_aparadensis,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:77218271-1,urn:lsid:ipni.org:names:77218271-1,
Asteraceae,Eupatorium,hagelundii,Matzenb.,TRUE,Plantae,Eupatorium_hagelundii,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:77133327-1,urn:lsid:ipni.org:names:77133327-1,
Asteraceae,Eupatorium,rosengurttii,Cabrera,TRUE,Plantae,Eupatorium_rosengurttii,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:968079-1,urn:lsid:ipni.org:names:968079-1,
Asteraceae,Gyptis,inornata,R.M.King & H.Rob.,TRUE,Plantae,Gyptis_inornata,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:116041-2,urn:lsid:ipni.org:names:116041-2,
Asteraceae,Heterocondylus,leptolepis,(Baker) R.M.King & H.Rob.,TRUE,Plantae,Heterocondylus_leptolepis,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:121066-2,urn:lsid:ipni.org:names:121066-2,
Asteraceae,Hypochaeris,× confusa,Azevêdo-Gonç. & Matzenb.,TRUE,Plantae,Hypochaeris_× confusa,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:77077123-1,urn:lsid:ipni.org:names:77077123-1,
Asteraceae,Hypochaeris,× dolosa,Azevêdo-Gonç. & Matzenb.,TRUE,Plantae,Hypochaeris_× dolosa,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:77077124-1,urn:lsid:ipni.org:names:77077124-1,
Asteraceae,Leighia,laxa,DC.,TRUE,Plantae,Leighia_laxa,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:229190-1,urn:lsid:ipni.org:names:229190-1,
Asteraceae,Panphalea,araucariophila,Cabrera,TRUE,Plantae,Panphalea_araucariophila,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:236402-1,urn:lsid:ipni.org:names:236402-1,
Asteraceae,Panphalea,ramboi,Cabrera,TRUE,Plantae,Panphalea_ramboi,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:236409-1,urn:lsid:ipni.org:names:236409-1,
Asteraceae,Panphalea,smithii,Cabrera,TRUE,Plantae,Panphalea_smithii,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:236410-1,urn:lsid:ipni.org:names:236410-1,
Asteraceae,Panphalea,tenuissima,"C.Trujillo, Bonif. & E.Pasini",TRUE,Plantae,Panphalea_tenuissima,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:77194958-1,urn:lsid:ipni.org:names:77194958-1,
Asteraceae,Senecio,hilarianus,Cabrera,TRUE,Plantae,Senecio_hilarianus,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:233243-2,urn:lsid:ipni.org:names:233243-2,
Asteraceae,Senecio,pulicarioides,Baker,TRUE,Plantae,Senecio_pulicarioides,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:247132-1,urn:lsid:ipni.org:names:247132-1,
Asteraceae,Stevia,regnellii,Sch.Bip.,TRUE,Plantae,Stevia_regnellii,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:251541-1,urn:lsid:ipni.org:names:251541-1,
Asteraceae,Stevia,tenuis,Hook. & Arn.,TRUE,Plantae,Stevia_tenuis,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:251592-1,urn:lsid:ipni.org:names:251592-1,
Asteraceae,Vernonanthura,perangusta,(Malme) A.J.Vega & Dematt.,TRUE,Plantae,Vernonanthura_perangusta,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:77107079-1,urn:lsid:ipni.org:names:77107079-1,
Asteraceae,Aldama,hatschbachii,(H.Rob. & A.J.Moore) E.E.Schill. & Panero,TRUE,Plantae,Aldama_hatschbachii,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:77115608-1,urn:lsid:ipni.org:names:77115608-1,
Asteraceae,Aspilia,pseudocalea,G.H.L. da Silva & A.M.Teles,TRUE,Plantae,Aspilia_pseudocalea,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:77176300-1,urn:lsid:ipni.org:names:77176300-1,
Asteraceae,Chromolaena,linearis,(Malme) R.M.King & H.Rob.,TRUE,Plantae,Chromolaena_linearis,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:57420-2,urn:lsid:ipni.org:names:57420-2,
Asteraceae,Dimerostemma,matogrossense,(G.M.Barroso) M.D.Moraes,TRUE,Plantae,Dimerostemma_matogrossense,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:60444812-2,urn:lsid:ipni.org:names:60444812-2,
Asteraceae,Eitenia,praxeloides,R.M.King & H.Rob.,TRUE,Plantae,Eitenia_praxeloides,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:88934-2,urn:lsid:ipni.org:names:88934-2,
Asteraceae,Ichthyothere,matogrossensis,R.C.A.Pereira & Semir,TRUE,Plantae,Ichthyothere_matogrossensis,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:1016132-1,urn:lsid:ipni.org:names:1016132-1,
Asteraceae,Ichthyothere,sasakiae,Frisby & D.J.N.Hind,TRUE,Plantae,Ichthyothere_sasakiae,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:77137436-1,urn:lsid:ipni.org:names:77137436-1,
Asteraceae,Lychnophora,goiana,"Semir ex Loeuille, Bringel & Valls",TRUE,Plantae,Lychnophora_goiana,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:77249091-1,urn:lsid:ipni.org:names:77249091-1,
Asteraceae,Lychnophora,planaltina,"Semir ex Loeuille, Bringel & Faria",TRUE,Plantae,Lychnophora_planaltina,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:77249095-1,urn:lsid:ipni.org:names:77249095-1,
Asteraceae,Praxelis,scaturicola,Neves Ribeiro & V.L.Rivera,TRUE,Plantae,Praxelis_scaturicola,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:77260801-1,urn:lsid:ipni.org:names:77260801-1,
Asteraceae,Vernonia,gertii,Dematt.,TRUE,Plantae,Vernonia_gertii,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:70028702-1,urn:lsid:ipni.org:names:70028702-1,
Asteraceae,Wedelia,elliptica,(DC.) B.L.Turner,TRUE,Plantae,Wedelia_elliptica,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:963994-1,urn:lsid:ipni.org:names:963994-1,
Asteraceae,Wedelia,gardneri,B.L.Turner,TRUE,Plantae,Wedelia_gardneri,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:961779-1,urn:lsid:ipni.org:names:961779-1,
Asteraceae,Aldama,nudibasillaris,(S.F.Blake) E.E.Schill. & Panero,TRUE,Plantae,Aldama_nudibasillaris,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:77115683-1,urn:lsid:ipni.org:names:77115683-1,
Asteraceae,Aspilia,diniz-cruziana,J.U.Santos,TRUE,Plantae,Aspilia_diniz-cruziana,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:306074-2,urn:lsid:ipni.org:names:306074-2,
Asteraceae,Aspilia,egleri,J.U.Santos,TRUE,Plantae,Aspilia_egleri,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:301164-2,urn:lsid:ipni.org:names:301164-2,
Asteraceae,Austroeupatorium,cordatoacuminatum,H.Rob.,TRUE,Plantae,Austroeupatorium_cordatoacuminatum,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:60445122-2,urn:lsid:ipni.org:names:60445122-2,
Asteraceae,Baccharis,× fraudulenta,Malag.,TRUE,Plantae,Baccharis_× fraudulenta,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:183301-1,urn:lsid:ipni.org:names:183301-1,
Asteraceae,Baccharis,× heeringiana,Malag.,TRUE,Plantae,Baccharis_× heeringiana,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:183345-1,urn:lsid:ipni.org:names:183345-1,
Asteraceae,Baccharis,× hoehneana,Malag.,TRUE,Plantae,Baccharis_× hoehneana,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:183355-1,urn:lsid:ipni.org:names:183355-1,
Asteraceae,Baccharis,× paulopolitana,Malag. & W.Hoehne,TRUE,Plantae,Baccharis_× paulopolitana,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:183571-1,urn:lsid:ipni.org:names:183571-1,
Asteraceae,Baccharis,× wilsoniana,Malag.,TRUE,Plantae,Baccharis_× wilsoniana,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:183879-1,urn:lsid:ipni.org:names:183879-1,
Asteraceae,Bartlettina,conspicua,(Mart. ex Colla) P.L.R.Moraes & Guglielmone,TRUE,Plantae,Bartlettina_conspicua,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:77143454-1,urn:lsid:ipni.org:names:77143454-1,
Asteraceae,Cacalia,ros-marinus,Vell.,TRUE,Plantae,Cacalia_ros-marinus,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:187172-1,urn:lsid:ipni.org:names:187172-1,
Asteraceae,Calea,arachnoidea,G.A.R.Silva & J.N.Nakaj.,TRUE,Plantae,Calea_arachnoidea,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:77218272-1,urn:lsid:ipni.org:names:77218272-1,
Asteraceae,Calea,bishopii,H.Rob.,TRUE,Plantae,Calea_bishopii,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:41845-2,urn:lsid:ipni.org:names:41845-2,
Asteraceae,Calea,repanda,"V.R.Bueno, Gostel & G.Heiden",TRUE,Plantae,Calea_repanda,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:77297474-1,urn:lsid:ipni.org:names:77297474-1,
Asteraceae,Cololobus,ruschianus,"M.Monge, Fraga & A.P.Fontana",TRUE,Plantae,Cololobus_ruschianus,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:77260800-1,urn:lsid:ipni.org:names:77260800-1,
Asteraceae,Critoniopsis,bradeana,(G.M.Barroso) G.Soares & Loeuille,TRUE,Plantae,Critoniopsis_bradeana,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:77221455-1,urn:lsid:ipni.org:names:77221455-1,
Asteraceae,Eclipta,paludicola,Steud.,TRUE,Plantae,Eclipta_paludicola,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:202763-1,urn:lsid:ipni.org:names:202763-1,
Asteraceae,Eupatorium,maracayuense,Chodat,TRUE,Plantae,Eupatorium_maracayuense,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:100387-2,urn:lsid:ipni.org:names:100387-2,
Asteraceae,Gamochaeta,camaquaensis,Deble,TRUE,Plantae,Gamochaeta_camaquaensis,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:60446807-2,urn:lsid:ipni.org:names:60446807-2,
Asteraceae,Heterocondylus,macrocephalus,H.Rob.,TRUE,Plantae,Heterocondylus_macrocephalus,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:60445126-2,urn:lsid:ipni.org:names:60445126-2,
Asteraceae,Heterocondylus,penninervius,I.T.F.V.Lopes & J.N.Nakaj.,TRUE,Plantae,Heterocondylus_penninervius,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:77221527-1,urn:lsid:ipni.org:names:77221527-1,
Asteraceae,Hysterionica,chamomilloides,Deble,TRUE,Plantae,Hysterionica_chamomilloides,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:77215761-1,urn:lsid:ipni.org:names:77215761-1,
Asteraceae,Lepidaploa,campirupestris,Antar & Loeuille,TRUE,Plantae,Lepidaploa_campirupestris,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:77217700-1,urn:lsid:ipni.org:names:77217700-1,
Asteraceae,Lepidaploa,irwinii,H.Rob.,TRUE,Plantae,Lepidaploa_irwinii,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:60440498-2,urn:lsid:ipni.org:names:60440498-2,
Asteraceae,Lepidaploa,ovata,(Less.) Pruski,TRUE,Plantae,Lepidaploa_ovata,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:77174712-1,urn:lsid:ipni.org:names:77174712-1,
Asteraceae,Lessingianthus,petraeus,Antar & Loeuille,TRUE,Plantae,Lessingianthus_petraeus,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:77217701-1,urn:lsid:ipni.org:names:77217701-1,
Asteraceae,Lychnocephalus,canus,F.M.B.Gomes & Loeuille,TRUE,Plantae,Lychnocephalus_canus,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:77298431-1,urn:lsid:ipni.org:names:77298431-1,
Asteraceae,Lychnocephalus,cipoensis,Semir ex F.M.B.Gomes & Loeuille,TRUE,Plantae,Lychnocephalus_cipoensis,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:77254676-1,urn:lsid:ipni.org:names:77254676-1,
Asteraceae,Lychnocephalus,grazielae,Semir ex F.M.B.Gomes & Loeuille,TRUE,Plantae,Lychnocephalus_grazielae,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:77254678-1,urn:lsid:ipni.org:names:77254678-1,
Asteraceae,Lychnocephalus,jolyanus,Semir ex F.M.B.Gomes & Loeuille,TRUE,Plantae,Lychnocephalus_jolyanus,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:77254680-1,urn:lsid:ipni.org:names:77254680-1,
Asteraceae,Lychnocephalus,mello-barretoi,"(G.M.Barroso) Loeuille, Semir & Pirani",TRUE,Plantae,Lychnocephalus_mello-barretoi,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:77195977-1,urn:lsid:ipni.org:names:77195977-1,
Asteraceae,Lychnophora,osanyiniana,D.Marques & J.N.Nakaj.,TRUE,Plantae,Lychnophora_osanyiniana,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:77216303-1,urn:lsid:ipni.org:names:77216303-1,
Asteraceae,Mikania,anisodora,Hassl.,TRUE,Plantae,Mikania_anisodora,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:160743-2,urn:lsid:ipni.org:names:160743-2,
Asteraceae,Mikania,capixaba,Borges & Fraga,TRUE,Plantae,Mikania_capixaba,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:77107316-1,urn:lsid:ipni.org:names:77107316-1,
Asteraceae,Mikania,clematidiflora,Rusby,TRUE,Plantae,Mikania_clematidiflora,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:160833-2,urn:lsid:ipni.org:names:160833-2,
Asteraceae,Mikania,funkiae,C.T.Oliveira & Antar,TRUE,Plantae,Mikania_funkiae,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:77299536-1,urn:lsid:ipni.org:names:77299536-1,
Asteraceae,Mikania,paceae,W.C.Holmes,TRUE,Plantae,Mikania_paceae,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:303798-2,urn:lsid:ipni.org:names:303798-2,
Asteraceae,Mikania,saxicola,Sch.Bip. ex W.C.Holmes & Vodopich,TRUE,Plantae,Mikania_saxicola,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:77069450-1,urn:lsid:ipni.org:names:77069450-1,
Asteraceae,Mikania,semirii,C.T.Oliveira & Antar,TRUE,Plantae,Mikania_semirii,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:77299535-1,urn:lsid:ipni.org:names:77299535-1,
Asteraceae,Panphalea,cardaminifolia,Less.,TRUE,Plantae,Panphalea_cardaminifolia,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:236404-1,urn:lsid:ipni.org:names:236404-1,
Asteraceae,Panphalea,commersonii,Cass.,TRUE,Plantae,Panphalea_commersonii,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:236405-1,urn:lsid:ipni.org:names:236405-1,
Asteraceae,Panphalea,maxima,Less.,TRUE,Plantae,Panphalea_maxima,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:236407-1,urn:lsid:ipni.org:names:236407-1,
Asteraceae,Piptolepis,corymbosa,J.B.Cândido & Loeuille,TRUE,Plantae,Piptolepis_corymbosa,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:77254683-1,urn:lsid:ipni.org:names:77254683-1,
Asteraceae,Piptolepis,pilosa,J.B.Cândido & Loeuille,TRUE,Plantae,Piptolepis_pilosa,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:77254684-1,urn:lsid:ipni.org:names:77254684-1,
Asteraceae,Piptolepis,procumbens,J.B.Cândido & Loeuille,TRUE,Plantae,Piptolepis_procumbens,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:77254685-1,urn:lsid:ipni.org:names:77254685-1,
Asteraceae,Senecio,grossidens,Dusén ex Malme,TRUE,Plantae,Senecio_grossidens,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:233191-2,urn:lsid:ipni.org:names:233191-2,
Asteraceae,Senecio,mattfeldianus,Cabrera,TRUE,Plantae,Senecio_mattfeldianus,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:246274-1,urn:lsid:ipni.org:names:246274-1,
Asteraceae,Stevia,alexii,G.S.S.Almeida & Carv.-Okano,TRUE,Plantae,Stevia_alexii,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:77105286-1,urn:lsid:ipni.org:names:77105286-1,
Asteraceae,Stevia,balansae,Hieron.,TRUE,Plantae,Stevia_balansae,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:245244-2,urn:lsid:ipni.org:names:245244-2,
Asteraceae,Stevia,riedelii,Sch.Bip. ex Baker,TRUE,Plantae,Stevia_riedelii,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:251546-1,urn:lsid:ipni.org:names:251546-1,
Asteraceae,Stevia,spathulata,Cabrera,TRUE,Plantae,Stevia_spathulata,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:306358-2,urn:lsid:ipni.org:names:306358-2,
Asteraceae,Trichocline,minuana,E.Pasini,TRUE,Plantae,Trichocline_minuana,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:77214832-1,urn:lsid:ipni.org:names:77214832-1,
Asteraceae,Trichogonia,chodatii,(Hassl.) R.M.King & H.Rob.,TRUE,Plantae,Trichogonia_chodatii,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:257230-2,urn:lsid:ipni.org:names:257230-2,
Asteraceae,Verbesina,carangolensis,Olsen,TRUE,Plantae,Verbesina_carangolensis,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:263475-2,urn:lsid:ipni.org:names:263475-2,
Asteraceae,Verbesina,claussenii,Sch.Bip. ex Baker,TRUE,Plantae,Verbesina_claussenii,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:257355-1,urn:lsid:ipni.org:names:257355-1,
Asteraceae,Verbesina,pseudoclaussenii,D.J.N.Hind,TRUE,Plantae,Verbesina_pseudoclaussenii,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:304192-2,urn:lsid:ipni.org:names:304192-2,
Asteraceae,Vernonanthura,glandulosodentata,(Hieron.) G.Soares & Loeuille,TRUE,Plantae,Vernonanthura_glandulosodentata,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:77221456-1,urn:lsid:ipni.org:names:77221456-1,
Asteraceae,Vernonanthura,warmingiana,Dematt.,TRUE,Plantae,Vernonanthura_warmingiana,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:77077816-1,urn:lsid:ipni.org:names:77077816-1,
Asteraceae,Vernonia,erioclada,DC.,TRUE,Plantae,Vernonia_erioclada,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:258311-1,urn:lsid:ipni.org:names:258311-1,
Asteraceae,Vernonia,recurvata,G.M.Barroso,TRUE,Plantae,Vernonia_recurvata,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:264446-2,urn:lsid:ipni.org:names:264446-2,
Asteraceae,Vernonia,verbascoides,Walp.,TRUE,Plantae,Vernonia_verbascoides,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:259624-1,urn:lsid:ipni.org:names:259624-1,
Asteraceae,Wedelia,frioana,B.L.Turner,TRUE,Plantae,Wedelia_frioana,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:961777-1,urn:lsid:ipni.org:names:961777-1,
Asteraceae,Wedelia,serrulata,(Baker) B.L.Turner,TRUE,Plantae,Wedelia_serrulata,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:964028-1,urn:lsid:ipni.org:names:964028-1,
Asteraceae,Austroeupatorium,apense,(Chodat) R.M.King & H.Rob.,TRUE,Plantae,Austroeupatorium_apense,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:27145-2,urn:lsid:ipni.org:names:27145-2,
Asteraceae,Calea,rhombifolia,S.F.Blake,TRUE,Plantae,Calea_rhombifolia,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:41972-2,urn:lsid:ipni.org:names:41972-2,
Asteraceae,Wedelia,cardenasii,(H.Rob.) B.L.Turner,TRUE,Plantae,Wedelia_cardenasii,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:963988-1,urn:lsid:ipni.org:names:963988-1,
Asteraceae,Wedelia,asperrima,(Gardner) B.L.Turner,TRUE,Plantae,Wedelia_asperrima,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:963977-1,urn:lsid:ipni.org:names:963977-1,
Asteraceae,Chromolaena,xylorrhiza,(Sch.Bip. ex Baker) R.M.King & H.Rob.,TRUE,Plantae,Chromolaena_xylorrhiza,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:57515-2,urn:lsid:ipni.org:names:57515-2,
Asteraceae,Gamochaeta,brasiliana,Deble,TRUE,Plantae,Gamochaeta_brasiliana,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:60446805-2,urn:lsid:ipni.org:names:60446805-2,
Begoniaceae,Begonia,mollicaulis,Irmsch.,TRUE,Plantae,Begonia_mollicaulis,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:30763-2,urn:lsid:ipni.org:names:30763-2,
Begoniaceae,Begonia,capensis,L.f.,TRUE,Plantae,Begonia_capensis,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:104366-1,urn:lsid:ipni.org:names:104366-1,
Begoniaceae,Begonia,fernandoi-costae,Irmsch.,TRUE,Plantae,Begonia_fernandoi-costae,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:30542-2,urn:lsid:ipni.org:names:30542-2,
Begoniaceae,Begonia,kunthiana,Walp.,TRUE,Plantae,Begonia_kunthiana,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:104985-1,urn:lsid:ipni.org:names:104985-1,
Begoniaceae,Begonia,olbia,Kerch.,TRUE,Plantae,Begonia_olbia,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:105310-1,urn:lsid:ipni.org:names:105310-1,
Begoniaceae,Begonia,santos-limae,Brade,TRUE,Plantae,Begonia_santos-limae,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:30883-2,urn:lsid:ipni.org:names:30883-2,
Begoniaceae,Begonia,stipularis,Spreng.,TRUE,Plantae,Begonia_stipularis,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:105793-1,urn:lsid:ipni.org:names:105793-1,
Begoniaceae,Begonia,× albopicta,W.Bull,TRUE,Plantae,Begonia_× albopicta,Species, <b>Location</b>: <em>Brazil</em>,/taxon/urn:lsid:ipni.org:names:104146-1,urn:lsid:ipni.org:names:104146-1,
