name,family,genus,species,authors,citationType,rank,reference,publication,publicationYear,referenceCollation,publicationId,typeLocations,collectorTeam,collectionNumber,collectionDate1,distribution,locality,id,bhlLink,publicationYearNote,remarks,url,source,doi
Dennstaedtia aculeata,Dennstaedtiaceae,Dennstaedtia,aculeata,"N.T.L.Pena, Zuquim & Schwartsb.",tax_nov,spec.,Acta Amazonica 52(2): 143. 2022 [4 Jul 2022] ,Acta Amazonica,2022,52(2): 143,1144-2,holotype INPA 219630;isotype EAFM 3627,G.Zuquim &amp; R.Braga-Neto,172,6 Aug 2006,"Amazonas (Brazil North, Brazil, Southern America);Peru (Western South America, Southern America);","Amazonas: Presidente Figueiredo, old-growth terra-firme forest on the edge of the lake of the Balbina Hydroelectric Power Plant, docking port of the future PPBio camp, approximately 1:30 hours by boat, on the margin of a small stream",77317678-1,NA,4 Jul 2022,doi:10.1590/1809-4392202103661,www.ipni.org/n/77317678-1,IPNI,https://doi.org/10.1590/1809-4392202103661
Lindsaea catharinae,Dennstaedtiaceae,Lindsaea,catharinae,Hook.,tax_nov,spec.,"Sp. Fil. [W. J. Hooker] 1: 212, t.65B. 1846 ",Sp. Fil. [W. J. Hooker],1846,"1: 212, t.65B",7152-2,NA,NA,NA,NA,"Santa Catarina (Brazil, Southern America)",NA,140582-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1846&rft.spage=212&rft.volume=1&rft_id=http://www.biodiversitylibrary.org/bibliography/32186&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,www.ipni.org/n/140582-2,IPNI,NA
Lindsaea christii,Dennstaedtiaceae,Lindsaea,christii,Rosenst.,tax_nov,spec.,Repert. Spec. Nov. Regni Veg. 4: 292. 1907 ,Repert. Spec. Nov. Regni Veg.,1907,4: 292,788-2,NA,NA,NA,NA,Brazil (Southern America),NA,140583-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1907&rft.spage=292&rft.volume=4&rft_id=http://www.biodiversitylibrary.org/bibliography/276&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,www.ipni.org/n/140583-2,IPNI,NA
Lindsaea consanguinea,Dennstaedtiaceae,Lindsaea,consanguinea,Fée,tax_nov,spec.,"Mém. Foug., 11. Hist. Foug. Antil. 16 (t.6, f.3). 1866 ","Mém. Foug., 11. Hist. Foug. Antil.",1866,"16 (t.6, f.3)",7202-2,lectotype RB,l'Herminier,s.n.,NA,"Guadeloupe (Leeward Is., Caribbean, Southern America);Bahia (Brazil Northeast, Brazil, Southern America);",NA,17134530-1,NA,NA,NA,www.ipni.org/n/17134530-1,IPNI,NA
Lindsaea digitata,Dennstaedtiaceae,Lindsaea,digitata,Lehtonen & Tuomisto,tax_nov,spec.,"Nordic J. Bot. 25(3-4): 145 (-151), f.1. 2008 [2007 publ. 4 Apr 2008] ",Nordic J. Bot.,2008,"25(3-4): 145 (-151), f.1",2633-2,holotype USM;isotype AAU;isotype CUZ;isotype TUR;isotype UC,Tuomisto et al.,13510,26 Oct 1998,"Peru (Western South America, Southern America);Amazonas (Brazil North, Brazil, Southern America);Colombia (Western South America, Southern America);Ecuador (Western South America, Southern America);","Madre de Dios, Manu, Río Madre de Dios, 1-2km north of the river and 10km east from the mouth of rio Manu, 250-350m",77093856-1,NA,2007 publ. 4 Apr 2008,NA,www.ipni.org/n/77093856-1,IPNI,NA
Saccoloma catharinae,Dennstaedtiaceae,Saccoloma,catharinae,Schwartsb.,tax_nov,spec.,Brittonia 74(2): 160. 2022 [16 Mar 2022] [epublished],Brittonia,2022,74(2): 160,561-2,holotype VIC 53702;isotype FURB 11678;isotype LUSC 001398;isotype UEC 118545,"A.Stival-Santos, E.Legal &amp; S.Silveiras",2122,17 Mar 2010,"Santa Catarina (Brazil South, Brazil, Southern America)","São José, Forquilhas, 135 m",77300604-1,NA,16 Mar 2022,"doi:10.1007/s12228-021-09689-2 Etymology: 'The specific epithet refers to the state of Santa Catarina, Brazil, where this species is endemic'.",www.ipni.org/n/77300604-1,IPNI,https://doi.org/10.1007/s12228-021-09689-2
Saccoloma matto-grossense,Dennstaedtiaceae,Saccoloma,matto-grossense,Schwartsb.,tax_nov,spec.,Brittonia 74(2): 169. 2022 [16 Mar 2022] [epublished],Brittonia,2022,74(2): 169,561-2,holotype UEC 067289;isotype SJRP 00022978;isotype VIC 53704,A.Salino,349,14 Feb 1988,"Mato Grosso (Brazil West-Central, Brazil, Southern America)","Chapada do Guimarães, Santuário do Jamaca",77300607-1,NA,16 Mar 2022,"doi:10.1007/s12228-021-09689-2 Etymology: 'The specific epithet refers to the state of Mato Grosso, where the species is apparently endemic'.",www.ipni.org/n/77300607-1,IPNI,https://doi.org/10.1007/s12228-021-09689-2
Blotiella aurita,Dennstaedtiaceae,Blotiella,aurita,"(L.) Boudrie, Cremers & Viane",NA,Species,J. Bot. Soc. Bot. France 103: 51 (2022),NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,77315168-1,NA,NA,NA,https://powo.science.kew.org/taxon/77315168-1,POWO,NA
