name,family,genus,species,authors,citationType,rank,reference,publication,publicationYear,referenceCollation,publicationId,typeLocations,collectorTeam,collectionNumber,collectionDate1,distribution,locality,id,bhlLink,publicationYearNote,remarks,url,source,doi
Lycopodium aschersonii,Lycopodiaceae,Lycopodium,aschersonii,Herter,tax_nov,spec.,"Bot. Jahrb. Syst. 43(1-2, Beibl. 98): 37, 53. 1909 [23 Feb 1909] ",Bot. Jahrb. Syst.,1909,"43(1-2, Beibl. 98): 37, 53",553-2,NA,NA,NA,NA,Brazil (Southern America),NA,147157-2,NA,23 Feb 1909,NA,www.ipni.org/n/147157-2,IPNI,NA
Lycopodium biformis,Lycopodiaceae,Lycopodium,biformis,Hook.,tax_nov,spec.,Hooker's Icon. Pl. 3: 5.228. 1840 ,Hooker's Icon. Pl.,1840,3: 5.228,967-2,NA,NA,NA,NA,Brazil (Southern America),NA,280000-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1840&rft.spage=5&rft.volume=3&rft_id=http://www.biodiversitylibrary.org/bibliography/16059&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,www.ipni.org/n/280000-2,IPNI,NA
Lycopodium brasilianum,Lycopodiaceae,Lycopodium,brasilianum,Herter,tax_nov,spec.,"Bot. Jahrb. Syst. 43(1-2, Beibl. 98): 33, 44. 1909 [23 Feb 1909] ",Bot. Jahrb. Syst.,1909,"43(1-2, Beibl. 98): 33, 44",553-2,NA,NA,NA,NA,Brazil (Southern America),NA,147175-2,NA,23 Feb 1909,NA,www.ipni.org/n/147175-2,IPNI,NA
Lycopodium brasiliense,Lycopodiaceae,Lycopodium,brasiliense,Raddi,tax_nov,spec.,Pl. Bras. Nov. Gen. 82. 1825 ,Pl. Bras. Nov. Gen.,1825,82,11455-2,NA,NA,NA,NA,Brazil (Southern America),NA,147176-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1825&rft.spage=82&rft_id=http://www.biodiversitylibrary.org/bibliography/200467&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,www.ipni.org/n/147176-2,IPNI,NA
Lycopodium cipoense,Lycopodiaceae,Lycopodium,cipoense,Damazio,tax_nov,spec.,"Bull. Soc. Bot. Genève ser. 2, 7: 119. 1915 ",Bull. Soc. Bot. Genève,1915,"ser. 2, 7: 119",579-2,NA,NA,NA,NA,"Minas Gerais (Brazil, Southern America)",NA,147227-2,NA,NA,NA,www.ipni.org/n/147227-2,IPNI,NA
Lycopodium comans,Lycopodiaceae,Lycopodium,comans,Christ in Schwacke,tax_nov,spec.,"Pl. Nov. Mineir. 2: 40. 1900 ; & Bull. Herb. Boiss. ser. 2, 2: 703.  1902",Pl. Nov. Mineir.,1900,2: 40,11591-2,NA,NA,NA,NA,Brazil (Southern America),NA,147259-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1900&rft.spage=40&rft.volume=2&rft_id=http://www.biodiversitylibrary.org/bibliography/886&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,www.ipni.org/n/147259-2,IPNI,NA
Lycopodium eichleri,Lycopodiaceae,Lycopodium,eichleri,Fée,tax_nov,spec.,"Crypt. Vasc. Bresil 2: 96, t.106, f.4. 1873 ",Crypt. Vasc. Bresil,1873,"2: 96, t.106, f.4",7203-2,NA,NA,NA,NA,Brazil (Southern America),Habitat in Brasilia fluminensi. (Alto-Macahe ... alt. 1600 m),280030-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1873&rft.spage=96&rft.volume=2&rft_id=http://www.biodiversitylibrary.org/bibliography/110137&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,www.ipni.org/n/280030-2,IPNI,NA
Lycopodium heterocaulon,Lycopodiaceae,Lycopodium,heterocaulon,Silveira ex Nessel & Hoehne,tax_nov,spec.,Arch. Bot. Sao Paulo 1: 424. 1927 ,Arch. Bot. Sao Paulo,1927,1: 424,532-2,NA,NA,NA,NA,Brazil (Southern America),NA,147386-2,NA,NA,NA,www.ipni.org/n/147386-2,IPNI,NA
Lycopodium hygrometicum,Lycopodiaceae,Lycopodium,hygrometicum,Mart.,tax_nov,spec.,Reise Bras. (Spix & Mart.) 2: 792. 1828 ,Reise Bras. (Spix & Mart.),1828,2: 792,1469-2,NA,NA,NA,NA,Brazil (Southern America),NA,60463210-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1828&rft.spage=792&rft.volume=2&rft_id=http://www.biodiversitylibrary.org/bibliography/16406&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,www.ipni.org/n/60463210-2,IPNI,NA
Lycopodium inflexum,Lycopodiaceae,Lycopodium,inflexum,Silveira,tax_nov,spec.,"Bol. Commiss. Geogr. Estado Minas Gerais 2(15): 118, t.2. 1898 ",Bol. Commiss. Geogr. Estado Minas Gerais,1898,"2(15): 118, t.2",17619-2,NA,NA,NA,NA,"Minas Gerais (Brazil, Southern America)",NA,147399-2,NA,NA,NA,www.ipni.org/n/147399-2,IPNI,NA
