name,family,genus,species,authors,citationType,rank,reference,publication,publicationYear,referenceCollation,publicationId,typeLocations,collectorTeam,collectionNumber,collectionDate1,distribution,locality,id,bhlLink,publicationYearNote,remarks,url,source,doi
Asplenium araucarieti,Aspleniaceae,Asplenium,araucarieti,Sehnem,tax_nov,spec.,Sellowia no. 15: 19. 1963 ,Sellowia,1963,no. 15: 19,1217-2,NA,NA,NA,NA,"Santa Catarina &amp; Rio Grande do Sul, Brazil (Southern America)",NA,22204-2,NA,NA,NA,www.ipni.org/n/22204-2,IPNI,NA
Asplenium atlanticum,Aspleniaceae,Asplenium,atlanticum,Lino & Sylvestre,tax_nov,spec.,Phytotaxa 603(1): 83. 2023 [17 Jul 2023] [epublished],Phytotaxa,2023,603(1): 83,20011462-1,holotype RB RB01454638;isotype FURB;isotype R;isotype UPCB;isotype US,"V. Lino, B. Botura, F. Gonzatti, G.P. Coelho &amp; J. Külkamp",283,6 Jan 2021,"Paraná (Brazil South, Brazil, Southern America);Rio Grande do Sul (Brazil South, Brazil, Southern America);Santa Catarina (Brazil South, Brazil, Southern America);","Santa Catarina: Urubici, Santa Bárbara, no interior da mata no campo de altitude, 1300 m",77323682-1,NA,17 Jul 2023,doi:10.11646/phytotaxa.603.1.6 Etymology: name refers to the Atlantic Forest in southern Brazil.,www.ipni.org/n/77323682-1,IPNI,https://doi.org/10.11646/phytotaxa.603.1.6
Asplenium campus-portoi,Aspleniaceae,Asplenium,campus-portoi,Brade,tax_nov,spec.,"Anais Reunião Sul-Amer. Bot. 2: 5, t.1,2. 1940 ",Anais Reunião Sul-Amer. Bot.,1940,"2: 5, t.1,2",4693-2,NA,NA,NA,NA,"Se. Brazil, Brazil (Southern America)",NA,22278-2,NA,NA,NA,www.ipni.org/n/22278-2,IPNI,NA
Asplenium lofgrenii,Aspleniaceae,Asplenium,lofgrenii,Gand.,tax_nov,spec.,Bull. Soc. Bot. France 66: 305. 1920 ,Bull. Soc. Bot. France,1920,66: 305,578-2,NA,NA,NA,NA,Brazil (Southern America),NA,22502-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/345157&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,www.ipni.org/n/22502-2,IPNI,NA
Asplenium miersii,Aspleniaceae,Asplenium,miersii,Gand.,tax_nov,spec.,Bull. Soc. Bot. France 66: 305. 1920 ,Bull. Soc. Bot. France,1920,66: 305,578-2,NA,NA,NA,NA,Brazil (Southern America),NA,22552-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/345157&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,www.ipni.org/n/22552-2,IPNI,NA
Asplenium russellii,Aspleniaceae,Asplenium,russellii,Rosenst.,tax_nov,spec.,Hedwigia 56: 362. 1915 ,Hedwigia,1915,56: 362,661-2,NA,NA,NA,NA,Brazil (Southern America),NA,22714-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1915&rft.spage=362&rft.volume=56&rft_id=http://www.biodiversitylibrary.org/bibliography/698&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,www.ipni.org/n/22714-2,IPNI,NA
Asplenium simplicifolium,Aspleniaceae,Asplenium,simplicifolium,Brade,tax_nov,spec.,"Arq. Inst. Biol. Veg. 2(1): 2, pl.1, f.2. 1935 [Sep 1935] ",Arq. Inst. Biol. Veg.,1935,"2(1): 2, pl.1, f.2",851-2,NA,NA,NA,NA,"Minas Gerais (Brazil, Southern America)",NA,22772-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1935&rft.issue=1&rft.spage=2&rft.volume=2&rft_id=http://www.biodiversitylibrary.org/bibliography/115964&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,Sep 1935,NA,www.ipni.org/n/22772-2,IPNI,NA
Asplenium unisoriale,Aspleniaceae,Asplenium,unisoriale,Raddi,tax_nov,spec.,Opusc. Sci. 3: 291. 1819 ,Opusc. Sci.,1819,3: 291,6353-2,lectotype FI? (OR PI) (OR PI),G.H.von Langsdorff,s.n.,NA,"Minas Gerais (Brazil, Southern America)",NA,328485-2,NA,NA,as A. uniseriale (error),www.ipni.org/n/328485-2,IPNI,NA
Asplenium warmingii,Aspleniaceae,Asplenium,warmingii,Gand.,tax_nov,spec.,Bull. Soc. Bot. France 66: 305. 1920 ,Bull. Soc. Bot. France,1920,66: 305,578-2,NA,NA,NA,NA,Brazil (Southern America),NA,22866-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/345157&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,www.ipni.org/n/22866-2,IPNI,NA
Asplenium woodwardioideum,Aspleniaceae,Asplenium,woodwardioideum,Gardner,tax_nov,spec.,London J. Bot. 1: 547. 1842 ,London J. Bot.,1842,1: 547,704-2,null BM?,George Gardner,s.n.,NA,Brazil (Southern America),NA,22871-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1842&rft.spage=547&rft.volume=1&rft_id=http://www.biodiversitylibrary.org/bibliography/235&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,www.ipni.org/n/22871-2,IPNI,NA
