name,family,genus,species,authors,citationType,rank,reference,publication,publicationYear,referenceCollation,publicationId,typeLocations,collectorTeam,collectionNumber,collectionDate1,distribution,locality,id,bhlLink,publicationYearNote,remarks,url,source,doi
Anemia alfredoi-rohrii,Schizaeaceae,Anemia,alfredoi-rohrii,Brade,tax_nov,spec.,"Bradea 1(3): 28, t. 2. 1970 [30 Aug 1970 (as 'Alfredi-Rohrii')",Bradea,1970,"1(3): 28, t. 2",1276-2,holotype HB [HB 46759],Pe. Joao Alfredo Rohr S.J.,3102,NA,"Santa Catarina (Brazil, Southern America)","'Munic. Palhoca, Morro Cambirela, alt. 600 msm'",13229-2,NA,30 Aug 1970,NA,www.ipni.org/n/13229-2,IPNI,NA
Anemia areniticola,Schizaeaceae,Anemia,areniticola,"J.B.S.Pereira, M.G.Nunes & Labiak",tax_nov,spec.,Syst. Bot. 47(3): 840. 2022 [16 Sep 2022] [epublished],Syst. Bot.,2022,47(3): 840,1295-2,holotype UPCB UPCB0048750;isotype MG MG231211,"J. B. S. Pereira, M. T. C. Watanabe &amp; D. S. Pinange",1071,29 Nov 2017,"Maranhão (Brazil Northeast, Brazil, Southern America);Pará (Brazil North, Brazil, Southern America);","Para, Sao Geraldo do Araguaia, Parque Estadual da Serra Dos Martirios/Andorinhas, 300 m",77314301-1,NA,16 Sep 2022,doi:10.1600/036364422X16573019348364 Etymology: name refers to the arenitic geological formation where A. areniticola occurs.,www.ipni.org/n/77314301-1,IPNI,https://doi.org/10.1600/036364422X16573019348364
Anemia dimorphostachys,Schizaeaceae,Anemia,dimorphostachys,Baker,tax_nov,spec.,Bot. Jahrb. Syst. 17(5): 522. 1893 [7 Nov 1893] ,Bot. Jahrb. Syst.,1893,17(5): 522,553-2,NA,NA,NA,NA,Brazil (Southern America),NA,13258-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1893&rft.issue=5&rft.spage=522&rft.volume=17&rft_id=http://www.biodiversitylibrary.org/bibliography/60&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,7 Nov 1893,NA,www.ipni.org/n/13258-2,IPNI,NA
Anemia mandiocana,Schizaeaceae,Anemia,mandiocana,Raddi,tax_nov,spec.,Opusc. Sci. 3: 282. 1819 [Dec 1819] ,Opusc. Sci.,1819,3: 282,6353-2,NA,NA,NA,NA,Brazil (Southern America),NA,17020790-1,NA,Dec 1819,NA,www.ipni.org/n/17020790-1,IPNI,NA
Anemia mickelii,Schizaeaceae,Anemia,mickelii,L.S.Rabelo & Schwartsb.,tax_nov,spec.,Brittonia 68(4): 388. 2016 [29 Apr 2016] [epublished],Brittonia,2016,68(4): 388,561-2,holotype VIC;isotype NY;isotype SP,"P.B.Schwartsburd, L.S.Rabelo, C.V.Miranda, A.Gonçalves da Silva &amp; L.R.Lopes",2920,20 Jan 2014,"Minas Gerais (Brazil Southeast, Brazil, Southern America)","Viçosa, Universidade Federal de Viçosa, 780 m",77160250-1,NA,29 Apr 2016,doi:10.1007/s12228-016-9434-4 the specific epithet honours professor John Thomas Mickel,www.ipni.org/n/77160250-1,IPNI,https://doi.org/10.1007/s12228-016-9434-4
Anemia ouropretana,Schizaeaceae,Anemia,ouropretana,Christ in Schwacke,tax_nov,spec.,"Pl. Nov. Mineir. 2: 36. 1900 , as 'Aneimia'; & Bull. Herb. Boiss. Ser. 2, 2: 693.  1902 [as Anemia].  Brazil",Pl. Nov. Mineir.,1900,2: 36,11591-2,NA,NA,NA,NA,Brazil (Southern America),NA,13317-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1900&rft.spage=36&rft.volume=2&rft_id=http://www.biodiversitylibrary.org/bibliography/886&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,www.ipni.org/n/13317-2,IPNI,NA
Anemia pyrenea,Schizaeaceae,Anemia,pyrenea,Taub.,tax_nov,spec.,"Bot. Jahrb. Syst. 21(4): 422. 1895 [1895] ; a preprint, as Aneimia",Bot. Jahrb. Syst.,1895,21(4): 422,553-2,NA,NA,NA,NA,"Goiás (Brazil, Southern America)",NA,13339-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1895&rft.issue=4&rft.spage=422&rft.volume=21&rft_id=http://www.biodiversitylibrary.org/bibliography/60&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,1895,NA,www.ipni.org/n/13339-2,IPNI,NA
Anemia schaeferi,Schizaeaceae,Anemia,schaeferi,Sehnem,tax_nov,spec.,"Fl. Ilustr. Catarin. 1 (Esquizeaceas), 26. 1974 , err. 'schaeferii'",Fl. Ilustr. Catarin.,1974,"1 (Esquizeaceas), 26",2164-2,NA,NA,NA,NA,Brazil.,NA,17427250-1,NA,1974,NA,www.ipni.org/n/17427250-1,IPNI,NA
Anemia schaefferi,Schizaeaceae,Anemia,schaefferi,Sehnem,tax_nov,spec.,"Fl. Ilustr. Catarin. ESQUI: 26, t. 6, f. 2. 1974 ",Fl. Ilustr. Catarin.,1974,"ESQUI: 26, t. 6, f. 2",2164-2,holotype ASSL,Schaeffer,28,NA,"Mato Grosso (Brazil, Southern America)",NA,13348-2,NA,NA,NA,www.ipni.org/n/13348-2,IPNI,NA
Anemia spannagelii,Schizaeaceae,Anemia,spannagelii,Rosenst.,tax_nov,spec.,Hedwigia 46: 160. 1907 ,Hedwigia,1907,46: 160,661-2,NA,NA,NA,NA,Brazil (Southern America),NA,13353-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1907&rft.spage=160&rft.volume=46&rft_id=http://www.biodiversitylibrary.org/bibliography/698&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,www.ipni.org/n/13353-2,IPNI,NA
Lygodium pedatum,Schizaeaceae,Lygodium,pedatum,Goldm.,tax_nov,spec.,Nov. Actorum Acad. Caes. Leop.-Carol. Nat. Cur. 19(Suppl. I): 467. 1843 ,Nov. Actorum Acad. Caes. Leop.-Carol. Nat. Cur.,1843,19(Suppl. I): 467,3178-2,NA,NA,NA,NA,Brazil (Southern America),NA,17143220-1,NA,NA,NA,www.ipni.org/n/17143220-1,IPNI,NA
Schizaea montis-petrae,Schizaeaceae,Schizaea,montis-petrae,Brade,tax_nov,spec.,"Bradea 1(26): 289, fig. 1972 ",Bradea,1972,"1(26): 289, fig",1276-2,holotype HB,A.C.Brade,21462,NA,"Sao Paulo (Brazil, Southern America)",NA,229406-2,NA,NA,NA,www.ipni.org/n/229406-2,IPNI,NA
Anemia delphinopolica,Schizaeaceae,Anemia,delphinopolica,Doweld,NA,Species,Ann. Bot. Fenn. 57: 401 (2020),NA,2020,NA,NA,NA,NA,NA,NA,NA,NA,77215172-1,NA,NA,NA,https://powo.science.kew.org/taxon/77215172-1,POWO,NA
