name,family,genus,species,authors,citationType,rank,reference,publication,publicationYear,referenceCollation,publicationId,typeLocations,collectorTeam,collectionNumber,collectionDate1,distribution,locality,id,bhlLink,publicationYearNote,remarks,url,source,doi
Woodsia euporolepis,Woodsiaceae,Woodsia,euporolepis,(Trevis.) Trevis.,tax_nov,spec.,Rendiconti Reale Ist. Lombardo Sci. 2(9): 812. ,Rendiconti Reale Ist. Lombardo Sci.,NA,2(9): 812,20022353-1,NA,NA,NA,NA,Brazil (Southern America),NA,17234780-1,NA,NA,NA,www.ipni.org/n/17234780-1,IPNI,NA
